Plot Title: 10859607					
#	"Date Time, GMT-07:00"	"Temp, °C (LGR S/N: 10859607, SEN S/N: 10836757)"	"Temp, °C (LGR S/N: 10859607, SEN S/N: 10868955)"	"Water Content, m³/m³ (LGR S/N: 10859607, SEN S/N: 10879365)"	"Water Content, m³/m³ (LGR S/N: 10859607, SEN S/N: 10879394)"
1	2/1/2016 0:00	22.011	21.891	-0.0781	-0.0632
2	2/1/2016 1:00	21.939	21.843	-0.0781	-0.0662
3	2/1/2016 2:00	21.891	21.795	-0.0822	-0.0685
4	2/1/2016 3:00	21.843	21.748	-0.0805	-0.0639
5	2/1/2016 4:00	21.795	21.676	-0.0781	-0.0639
6	2/1/2016 5:00	21.724	21.604	-0.0781	-0.0639
7	2/1/2016 6:00	21.676	21.557	-0.0781	-0.0662
8	2/1/2016 7:00	21.604	21.485	-0.0789	-0.0654
9	2/1/2016 8:00	21.533	21.413	-0.0781	-0.0632
10	2/1/2016 9:00	21.557	21.461	-0.0789	-0.0662
11	2/1/2016 10:00	21.604	21.557	-0.0781	-0.0662
12	2/1/2016 11:00	21.581	21.461	-0.0789	-0.067
13	2/1/2016 12:00	21.652	21.7	-0.0765	-0.0639
14	2/1/2016 13:00	21.748	21.795	-0.0781	-0.0654
15	2/1/2016 14:00	21.772	21.843	-0.0781	-0.0632
16	2/1/2016 15:00	21.843	21.963	-0.0781	-0.0654
17	2/1/2016 16:00	21.915	22.011	-0.0733	-0.0693
18	2/1/2016 17:00	21.963	22.034	-0.0757	-0.0725
19	2/1/2016 18:00	21.987	22.082	-0.0765	-0.0654
20	2/1/2016 19:00	22.011	22.106	-0.0781	-0.0639
21	2/1/2016 20:00	22.011	22.034	-0.0789	-0.0654
22	2/1/2016 21:00	21.963	21.939	-0.0789	-0.0733
23	2/1/2016 22:00	21.891	21.843	-0.0749	-0.0789
24	2/1/2016 23:00	21.819	21.772	-0.0765	-0.0701
25	2/2/2016 0:00	21.795	21.724	-0.0805	-0.0639
26	2/2/2016 1:00	21.724	21.652	-0.0765	-0.0662
27	2/2/2016 2:00	21.676	21.557	-0.0781	-0.0654
28	2/2/2016 3:00	21.604	21.485	-0.0781	-0.0654
29	2/2/2016 4:00	21.533	21.413	-0.0805	-0.0662
30	2/2/2016 5:00	21.461	21.318	-0.0789	-0.0654
31	2/2/2016 6:00	21.39	21.223	-0.0805	-0.0632
32	2/2/2016 7:00	21.175	20.96	-0.0789	-0.0662
33	2/2/2016 8:00	20.984	20.77	-0.0805	-0.0654
34	2/2/2016 9:00	20.936	20.77	-0.0805	-0.0662
35	2/2/2016 10:00	21.032	20.913	-0.0805	-0.0662
36	2/2/2016 11:00	21.127	21.079	-0.0814	-0.0654
37	2/2/2016 12:00	20.865	20.46	-0.0789	-0.0662
38	2/2/2016 13:00	20.603	20.198	-0.0781	-0.0654
39	2/2/2016 14:00	20.746	20.65	-0.0781	-0.067
40	2/2/2016 15:00	20.913	20.889	-0.0814	-0.067
41	2/2/2016 16:00	22.13	23.833	-0.1561	-0.1189
42	2/2/2016 17:00	22.633	22.681	-0.1484	-0.1075
43	2/2/2016 18:00	21.795	21.39	-0.1463	-0.1003
44	2/2/2016 19:00	20.507	19.817	-0.1452	-0.0923
45	2/2/2016 20:00	19.46	18.271	-0.1337	-0.0814
46	2/2/2016 21:00	18.152	16.796	-0.1358	-0.0864
47	2/2/2016 22:00	16.677	15.414	-0.141	-0.0889
48	2/2/2016 23:00	15.199	13.954	-0.1358	-0.0881
49	2/3/2016 0:00	13.786	12.654	-0.1379	-0.0915
50	2/3/2016 1:00	12.364	11.224	-0.1379	-0.0898
51	2/3/2016 2:00	11.102	10.1	-0.1399	-0.0923
52	2/3/2016 3:00	9.977	9.015	-0.141	-0.0932
53	2/3/2016 4:00	8.965	8.145	-0.142	-0.0958
54	2/3/2016 5:00	8.195	7.444	-0.142	-0.0967
55	2/3/2016 6:00	7.469	6.737	-0.1441	-0.0967
56	2/3/2016 7:00	6.839	6.204	-0.1441	-0.0976
57	2/3/2016 8:00	6.357	5.796	-0.1452	-0.0976
