Plot Title: 10859616					
#	"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10859616, SEN S/N: 10868940)"	"Temp, °C (LGR S/N: 10859616, SEN S/N: 10868941)"	"Water Content, m³/m³ (LGR S/N: 10859616, SEN S/N: 10880711)"	"Water Content, m³/m³ (LGR S/N: 10859616, SEN S/N: 10880712)"
1	2/1/2016 0:00	21.963	21.963	-0.115	-0.0685
2	2/1/2016 1:00	21.867	21.891	-0.1141	-0.0693
3	2/1/2016 2:00	21.819	21.843	-0.1169	-0.0693
4	2/1/2016 3:00	21.795	21.795	-0.115	-0.0685
5	2/1/2016 4:00	21.724	21.724	-0.115	-0.0693
6	2/1/2016 5:00	21.652	21.676	-0.115	-0.0685
7	2/1/2016 6:00	21.581	21.628	-0.1169	-0.0693
8	2/1/2016 7:00	21.509	21.557	-0.1169	-0.0693
9	2/1/2016 8:00	21.509	21.557	-0.1169	-0.0693
10	2/1/2016 9:00	21.604	21.7	-0.1169	-0.0685
11	2/1/2016 10:00	21.581	21.724	-0.115	-0.0685
12	2/1/2016 11:00	21.676	21.843	-0.115	-0.0693
13	2/1/2016 12:00	21.772	21.963	-0.1169	-0.0693
14	2/1/2016 13:00	21.843	22.034	-0.1169	-0.0685
15	2/1/2016 14:00	21.939	22.178	-0.1141	-0.0685
16	2/1/2016 15:00	22.034	22.25	-0.115	-0.0685
17	2/1/2016 16:00	22.106	22.321	-0.115	-0.0693
18	2/1/2016 17:00	22.154	22.369	-0.1169	-0.0693
19	2/1/2016 18:00	22.202	22.393	-0.1141	-0.0693
20	2/1/2016 19:00	22.25	22.369	-0.115	-0.0701
21	2/1/2016 20:00	22.178	22.25	-0.1141	-0.0685
22	2/1/2016 21:00	22.034	22.106	-0.1141	-0.0685
23	2/1/2016 22:00	21.939	21.987	-0.1169	-0.0693
24	2/1/2016 23:00	21.843	21.891	-0.115	-0.0693
25	2/2/2016 0:00	21.772	21.795	-0.1169	-0.0701
26	2/2/2016 1:00	21.676	21.7	-0.1141	-0.0685
27	2/2/2016 2:00	21.581	21.604	-0.1169	-0.0693
28	2/2/2016 3:00	21.485	21.533	-0.1169	-0.0693
29	2/2/2016 4:00	21.39	21.437	-0.115	-0.0701
30	2/2/2016 5:00	21.294	21.342	-0.115	-0.0693
31	2/2/2016 6:00	21.056	21.151	-0.1169	-0.0701
32	2/2/2016 7:00	20.793	20.936	-0.1169	-0.0693
33	2/2/2016 8:00	20.746	20.841	-0.1169	-0.0701
34	2/2/2016 9:00	20.889	21.008	-0.115	-0.0693
35	2/2/2016 10:00	21.056	21.175	-0.115	-0.0693
36	2/2/2016 11:00	21.032	21.032	-0.1169	-0.0701
37	2/2/2016 12:00	20.913	20.841	-0.115	-0.0693
38	2/2/2016 13:00	20.841	20.889	-0.1169	-0.0701
39	2/2/2016 14:00	20.96	21.151	-0.1169	-0.0701
40	2/2/2016 15:00	21.939	23.208	-0.0662	-0.0781
41	2/2/2016 16:00	22.609	23.304	-0.0685	-0.0717
42	2/2/2016 17:00	22.25	21.891	-0.0701	-0.0693
43	2/2/2016 18:00	20.913	20.126	-0.0725	-0.0701
44	2/2/2016 19:00	19.77	18.866	-0.0717	-0.0701
45	2/2/2016 20:00	18.39	17.249	-0.0733	-0.0717
46	2/2/2016 21:00	16.987	15.629	-0.0733	-0.0717
47	2/2/2016 22:00	15.533	14.146	-0.0733	-0.0725
48	2/2/2016 23:00	14.146	12.799	-0.0749	-0.0725
49	2/3/2016 0:00	12.775	11.394	-0.0757	-0.0733
50	2/3/2016 1:00	11.492	10.247	-0.0757	-0.0749
51	2/3/2016 2:00	10.32	9.163	-0.0765	-0.0749
52	2/3/2016 3:00	9.287	8.27	-0.0781	-0.0749
53	2/3/2016 4:00	8.444	7.569	-0.0781	-0.0749
54	2/3/2016 5:00	7.695	6.864	-0.0789	-0.0757
55	2/3/2016 6:00	6.965	6.255	-0.0789	-0.0757
56	2/3/2016 7:00	6.458	5.872	-0.0805	-0.0757
57	2/3/2016 8:00	6.23	6.23	-0.0805	-0.0765
58	2/3/2016 9:00	7.945	10.614	-0.0781	-0.0757
59	2/3/2016 10:00	10.394	13.112	-0.0757	-0.0749
60	2/3/2016 11:00	13.209	18.438	-0.0864	-0.0662
61	2/3/2016 12:00	16.844	21.604	-0.0864	-0.067
62	2/3/2016 13:00	18.652	20.103	-0.0847	-0.0685
63	2/3/2016 14:00	20.365	23.064	-0.083	-0.067
64	2/3/2016 15:00	23.112	26.134	-0.0789	-0.0662
65	2/3/2016 16:00	25.016	27.284	-0.0789	-0.0654
66	2/3/2016 17:00	24.823	24.388	-0.0733	-0.0632
67	2/3/2016 18:00	18.343	13.473	-0.0994	-0.067
68	2/3/2016 19:00	13.112	9.805	-0.103	-0.0717
69	2/3/2016 20:00	9.829	7.268	-0.1057	-0.0749
70	2/3/2016 21:00	7.393	5.411	-0.1075	-0.0781
71	2/3/2016 22:00	5.975	5.024	-0.1085	-0.0789
72	2/3/2016 23:00	5.205	4.506	-0.1085	-0.0805
73	2/4/2016 0:00	4.22	2.823	-0.1094	-0.0814
