Plot Title: 10859631					
#	"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10859631, SEN S/N: 10836774)"	"Temp, °C (LGR S/N: 10859631, SEN S/N: 10836775)"	"Water Content, m³/m³ (LGR S/N: 10859631, SEN S/N: 10880726)"	"Water Content, m³/m³ (LGR S/N: 10859631, SEN S/N: 10880727)"
1	2/1/2016 0:00	21.748	21.867	-0.1048	-0.0047
2	2/1/2016 1:00	21.676	21.748	-0.1048	-0.0047
3	2/1/2016 2:00	21.628	21.724	-0.1048	-0.0047
4	2/1/2016 3:00	21.533	21.652	-0.1048	-0.0047
5	2/1/2016 4:00	21.485	21.581	-0.1048	-0.0047
6	2/1/2016 5:00	21.437	21.533	-0.1048	-0.0047
7	2/1/2016 6:00	21.413	21.485	-0.1048	-0.0047
8	2/1/2016 7:00	21.342	21.437	-0.1048	-0.0047
9	2/1/2016 8:00	21.39	21.437	-0.1057	-0.0047
10	2/1/2016 9:00	21.413	21.485	-0.1048	-0.0047
11	2/1/2016 10:00	21.318	21.557	-0.1048	-0.0047
12	2/1/2016 11:00	21.461	21.581	-0.1048	-0.0047
13	2/1/2016 12:00	21.557	21.652	-0.1048	-0.0047
14	2/1/2016 13:00	21.628	21.724	-0.1048	-0.0047
15	2/1/2016 14:00	21.748	21.819	-0.1048	-0.0036
16	2/1/2016 15:00	21.819	21.915	-0.1048	-0.0036
17	2/1/2016 16:00	21.867	21.963	-0.1048	-0.0036
18	2/1/2016 17:00	21.915	22.011	-0.1048	-0.0047
19	2/1/2016 18:00	21.963	22.034	-0.1048	-0.0036
20	2/1/2016 19:00	21.963	22.058	-0.1048	-0.0036
21	2/1/2016 20:00	21.867	22.011	-0.1048	-0.0047
22	2/1/2016 21:00	21.772	21.915	-0.1048	-0.0047
23	2/1/2016 22:00	21.724	21.819	-0.1048	-0.0047
24	2/1/2016 23:00	21.652	21.748	-0.1048	-0.0047
25	2/2/2016 0:00	21.604	21.676	-0.1048	-0.0047
26	2/2/2016 1:00	21.533	21.604	-0.1048	-0.0047
27	2/2/2016 2:00	21.437	21.533	-0.1048	-0.0047
28	2/2/2016 3:00	21.366	21.437	-0.1048	-0.0047
29	2/2/2016 4:00	21.27	21.366	-0.1048	-0.0047
30	2/2/2016 5:00	21.175	21.27	-0.1048	-0.0047
31	2/2/2016 6:00	20.913	21.103	-0.1048	-0.0047
32	2/2/2016 7:00	20.698	20.889	-0.1048	-0.0047
33	2/2/2016 8:00	20.722	20.77	-0.1057	-0.0052
