Plot Title: 10859615					
#	"Date Time, GMT-05:00"	"Temp, °C (LGR S/N: 10859615, SEN S/N: 10981823)"	"Temp, °C (LGR S/N: 10859615, SEN S/N: 10981829)"	"Water Content, m³/m³ (LGR S/N: 10859615, SEN S/N: 11001914)"	"Water Content, m³/m³ (LGR S/N: 10859615, SEN S/N: 11001916)"
1	2/10/2017 9:00	15.199	15.103	-0.0749	-0.1103
2	2/10/2017 10:00	14.936	14.864	-0.0749	-0.1103
3	2/10/2017 11:00	15.533	15.414	-0.0976	-0.1122
4	2/10/2017 12:00	17.058	17.249	-0.0822	-0.0976
5	2/10/2017 13:00	18.295	18.628	-0.0822	-0.0976
6	2/10/2017 14:00	18.818	18.485	-0.1198	-0.0781
7	2/10/2017 15:00	11.516	12.001	0.299	0.3192
8	2/10/2017 16:00	11.492	11.856	0.3015	0.3199
9	2/10/2017 17:00	11.321	11.953	0.3048	0.3223
10	2/10/2017 18:00	10.907	11.151	0.3048	0.3231
11	2/10/2017 19:00	10.638	10.712	0.3043	0.3231
12	2/10/2017 20:00	10.81	10.516	0.3022	0.3216
13	2/10/2017 21:00	10.614	10.369	0.3005	0.3204
14	2/10/2017 22:00	10.418	10.81	0.299	0.3192
15	2/10/2017 23:00	10.467	10.222	0.2984	0.3183
16	2/11/2017 0:00	10.051	10.026	0.2984	0.3178
17	2/11/2017 1:00	10.173	10.222	0.2984	0.3178
18	2/11/2017 2:00	10.026	10.075	0.3019	0.3199
19	2/11/2017 3:00	9.583	9.632	0.3228	0.3235
20	2/11/2017 4:00	8.965	9.04	0.3348	0.3277
21	2/11/2017 5:00	8.668	8.792	0.3265	0.3261
22	2/11/2017 6:00	8.245	8.369	0.3219	0.324
23	2/11/2017 7:00	8.12	8.145	0.3187	0.3228
24	2/11/2017 8:00	7.494	7.619	0.3168	0.3216
25	2/11/2017 9:00	7.091	7.217	0.3156	0.3207
26	2/11/2017 10:00	7.192	7.393	0.3148	0.3204
27	2/11/2017 11:00	7.444	7.695	0.3136	0.3199
28	2/11/2017 12:00	10.369	10.834	0.3133	0.3199
29	2/11/2017 13:00	10.712	11.589	0.3128	0.3204
30	2/11/2017 14:00	11.248	11.224	0.3121	0.3211
31	2/11/2017 15:00	13.834	13.978	0.3118	0.3211
32	2/11/2017 16:00	15.199	14.768	0.311	0.3211
33	2/11/2017 17:00	13.04	14.577	0.3102	0.3211
34	2/11/2017 18:00	8.593	9.361	0.3098	0.3207
35	2/11/2017 19:00	6.864	7.444	0.3092	0.3192
36	2/11/2017 20:00	6.306	6.788	0.3106	0.3178
37	2/11/2017 21:00	5.975	6.179	0.3118	0.3171
38	2/11/2017 22:00	5.668	6.077	0.3113	0.3168
39	2/11/2017 23:00	5.796	6.179	0.3113	0.3163
40	2/12/2017 0:00	5.745	6.128	0.3102	0.3163
41	2/12/2017 1:00	5.77	6.179	0.3098	0.316
42	2/12/2017 2:00	5.076	5.257	0.3095	0.316
43	2/12/2017 3:00	5.77	5.924	0.3092	0.3156
44	2/12/2017 4:00	5.821	6.077	0.3087	0.3156
45	2/12/2017 5:00	6.077	6.153	0.3084	0.3156
46	2/12/2017 6:00	6.255	6.128	0.3084	0.3156
47	2/12/2017 7:00	3.142	3.036	0.3084	0.3151
48	2/12/2017 8:00	2.584	2.289	0.308	0.3148
49	2/12/2017 9:00	0.522	0.301	0.3077	0.3144
50	2/12/2017 10:00	1.126	0.88	0.3072	0.314
51	2/12/2017 11:00	8.27	8.568	0.3077	0.3148
