Plot Title: 10859599					
#	"Date Time, GMT-07:00"	"Temp, °C (LGR S/N: 10859599, SEN S/N: 10868964)"	"Temp, °C (LGR S/N: 10859599, SEN S/N: 10868973)"	"Water Content, m³/m³ (LGR S/N: 10859599, SEN S/N: 10879367)"	"Water Content, m³/m³ (LGR S/N: 10859599, SEN S/N: 10879391)"
1	2/1/2016 0:00	21.987	21.915	-0.0976	-0.0478
2	2/1/2016 1:00	21.939	21.819	-0.0994	-0.0478
3	2/1/2016 2:00	21.915	21.772	-0.0994	-0.0478
4	2/1/2016 3:00	21.867	21.724	-0.0994	-0.0485
5	2/1/2016 4:00	21.795	21.652	-0.0994	-0.0478
6	2/1/2016 5:00	21.748	21.604	-0.0994	-0.0485
7	2/1/2016 6:00	21.7	21.557	-0.0994	-0.0485
8	2/1/2016 7:00	21.652	21.509	-0.0994	-0.0478
9	2/1/2016 8:00	21.604	21.437	-0.0994	-0.0485
10	2/1/2016 9:00	21.533	21.39	-0.0994	-0.0485
11	2/1/2016 10:00	21.509	21.366	-0.0994	-0.0478
12	2/1/2016 11:00	21.39	21.223	-0.0994	-0.0485
13	2/1/2016 12:00	21.461	21.366	-0.0994	-0.0478
14	2/1/2016 13:00	21.533	21.461	-0.0994	-0.0485
15	2/1/2016 14:00	21.581	21.509	-0.0994	-0.0478
16	2/1/2016 15:00	21.676	21.628	-0.0976	-0.0478
17	2/1/2016 16:00	21.772	21.7	-0.0994	-0.0485
18	2/1/2016 17:00	21.819	21.795	-0.0976	-0.0478
19	2/1/2016 18:00	21.915	21.891	-0.0994	-0.0478
20	2/1/2016 19:00	22.011	21.987	-0.0976	-0.0478
21	2/1/2016 20:00	22.058	22.011	-0.0994	-0.0478
22	2/1/2016 21:00	22.034	21.987	-0.0976	-0.0478
23	2/1/2016 22:00	22.011	21.939	-0.0994	-0.0478
24	2/1/2016 23:00	21.963	21.891	-0.0976	-0.0478
25	2/2/2016 0:00	21.915	21.843	-0.0994	-0.0478
26	2/2/2016 1:00	21.867	21.772	-0.0994	-0.0478
27	2/2/2016 2:00	21.819	21.724	-0.0994	-0.0478
28	2/2/2016 3:00	21.772	21.652	-0.0994	-0.0478
29	2/2/2016 4:00	21.7	21.581	-0.0994	-0.0478
30	2/2/2016 5:00	21.628	21.509	-0.0976	-0.0485
31	2/2/2016 6:00	21.581	21.413	-0.0994	-0.0478
32	2/2/2016 7:00	21.461	21.318	-0.0994	-0.0478
33	2/2/2016 8:00	21.342	21.199	-0.0994	-0.0485
34	2/2/2016 9:00	21.246	21.103	-0.0994	-0.0485
35	2/2/2016 10:00	21.151	21.008	-0.0994	-0.0485
36	2/2/2016 11:00	21.127	20.984	-0.0994	-0.0478
37	2/2/2016 12:00	20.865	20.65	-0.0994	-0.0485
38	2/2/2016 13:00	20.627	20.412	-0.0994	-0.0478
39	2/2/2016 14:00	20.698	20.579	-0.0994	-0.0478
