site,logger,id,year,month,day,hour,date,microsite,temp,smc
6,10859595,,2016,2,1,0,2/1/2016,open,21.819,-0.0579
6,10859595,,2016,2,1,1,2/1/2016,open,21.724,-0.0587
6,10859595,,2016,2,1,2,2/1/2016,open,21.676,-0.0587
6,10859595,,2016,2,1,3,2/1/2016,open,21.604,-0.0587
6,10859595,,2016,2,1,4,2/1/2016,open,21.557,-0.0579
6,10859595,,2016,2,1,5,2/1/2016,open,21.485,-0.0587
6,10859595,,2016,2,1,6,2/1/2016,open,21.413,-0.0579
6,10859595,,2016,2,1,7,2/1/2016,open,21.366,-0.0587
6,10859595,,2016,2,1,8,2/1/2016,open,21.318,-0.0579
6,10859595,,2016,2,1,9,2/1/2016,open,21.437,-0.0587
6,10859595,,2016,2,1,10,2/1/2016,open,21.318,-0.0579
6,10859595,,2016,2,1,11,2/1/2016,open,21.628,-0.0579
6,10859595,,2016,2,1,12,2/1/2016,open,21.724,-0.0579
6,10859595,,2016,2,1,13,2/1/2016,open,21.795,-0.0587
6,10859595,,2016,2,1,14,2/1/2016,open,21.963,-0.0579
6,10859595,,2016,2,1,15,2/1/2016,open,22.034,-0.0579
6,10859595,,2016,2,1,16,2/1/2016,open,22.106,-0.0579
6,10859595,,2016,2,1,17,2/1/2016,open,22.154,-0.0579
6,10859595,,2016,2,1,18,2/1/2016,open,22.25,-0.0579
6,10859595,,2016,2,1,19,2/1/2016,open,22.154,-0.0579
6,10859595,,2016,2,1,20,2/1/2016,open,22.011,-0.0579
6,10859595,,2016,2,1,21,2/1/2016,open,21.915,-0.0579
6,10859595,,2016,2,1,22,2/1/2016,open,21.843,-0.0579
6,10859595,,2016,2,1,23,2/1/2016,open,21.772,-0.0579
6,10859595,,2016,2,2,0,2/2/2016,open,21.7,-0.0579
6,10859595,,2016,2,2,1,2/2/2016,open,21.628,-0.0579
6,10859595,,2016,2,2,2,2/2/2016,open,21.557,-0.0579
6,10859595,,2016,2,2,3,2/2/2016,open,21.485,-0.0579
6,10859595,,2016,2,2,4,2/2/2016,open,21.39,-0.0579
6,10859595,,2016,2,2,5,2/2/2016,open,21.318,-0.0579
6,10859595,,2016,2,2,6,2/2/2016,open,21.175,-0.0579
6,10859595,,2016,2,2,7,2/2/2016,open,21.032,-0.0587
6,10859595,,2016,2,2,8,2/2/2016,open,20.96,-0.0579
6,10859595,,2016,2,2,9,2/2/2016,open,20.889,-0.0587
6,10859595,,2016,2,2,10,2/2/2016,open,21.056,-0.0579
6,10859595,,2016,2,2,11,2/2/2016,open,20.436,-0.0587
6,10859595,,2016,2,2,12,2/2/2016,open,20.15,-0.0579
6,10859595,,2016,2,2,13,2/2/2016,open,20.674,-0.0587
6,10859595,,2016,2,2,14,2/2/2016,open,21.008,-0.0579
6,10859595,,2016,2,2,15,2/2/2016,open,23.208,-0.0173
6,10859595,,2016,2,2,16,2/2/2016,open,23.088,-0.015
6,10859595,,2016,2,2,17,2/2/2016,open,22.106,-0.0167
6,10859595,,2016,2,2,18,2/2/2016,open,20.698,-0.0173
6,10859595,,2016,2,2,19,2/2/2016,open,20.031,-0.0173
6,10859595,,2016,2,2,20,2/2/2016,open,19.056,-0.0173
6,10859595,,2016,2,2,21,2/2/2016,open,17.748,-0.0191
6,10859595,,2016,2,2,22,2/2/2016,open,16.463,-0.0203
6,10859595,,2016,2,2,23,2/2/2016,open,15.318,-0.021
6,10859595,,2016,2,3,0,2/3/2016,open,14.05,-0.0228
6,10859595,,2016,2,3,1,2/3/2016,open,12.871,-0.0247
6,10859595,,2016,2,3,2,2/3/2016,open,11.734,-0.0247
6,10859595,,2016,2,3,3,2/3/2016,open,10.687,-0.0265
6,10859595,,2016,2,3,4,2/3/2016,open,9.756,-0.0278
6,10859595,,2016,2,3,5,2/3/2016,open,8.866,-0.0278
6,10859595,,2016,2,3,6,2/3/2016,open,8.095,-0.0284
6,10859595,,2016,2,3,7,2/3/2016,open,7.469,-0.0297
6,10859595,,2016,2,3,8,2/3/2016,open,7.192,-0.0297
6,10859595,,2016,2,3,9,2/3/2016,open,11.005,-0.0278
6,10859595,,2016,2,3,10,2/3/2016,open,13.522,-0.0259
6,10859595,,2016,2,3,11,2/3/2016,open,15.414,-0.0316
6,10859595,,2016,2,3,12,2/3/2016,open,18.366,-0.0265
6,10859595,,2016,2,3,13,2/3/2016,open,18.889,-0.0247
6,10859595,,2016,2,3,14,2/3/2016,open,20.579,-0.024
6,10859595,,2016,2,3,15,2/3/2016,open,23.208,-0.0191
6,10859595,,2016,2,3,16,2/3/2016,open,25.089,-0.0185
6,10859595,,2016,2,3,17,2/3/2016,open,22.8,-0.0191
6,10859595,,2016,2,3,18,2/3/2016,open,8.245,-0.0284
6,10859595,,2016,2,3,19,2/3/2016,open,5.975,-0.0329
6,10859595,,2016,2,3,20,2/3/2016,open,4.636,-0.0369
6,10859595,,2016,2,3,21,2/3/2016,open,3.591,-0.0389
6,10859595,,2016,2,3,22,2/3/2016,open,3.985,-0.0409
6,10859595,,2016,2,3,23,2/3/2016,open,3.485,-0.0402
6,10859595,,2016,2,4,0,2/4/2016,open,1.561,-0.0409
6,10859595,,2016,2,4,1,2/4/2016,open,1.453,-0.0416
6,10859595,,2016,2,4,2,2/4/2016,open,0.907,-0.0436
6,10859595,,2016,2,4,3,2/4/2016,open,1.507,-0.0436
6,10859595,,2016,2,4,4,2/4/2016,open,1.507,-0.0436
6,10859595,,2016,2,4,5,2/4/2016,open,1.153,-0.0436
6,10859595,,2016,2,4,6,2/4/2016,open,-0.339,-0.045
6,10859595,,2016,2,4,7,2/4/2016,open,0.051,-0.0457
6,10859595,,2016,2,4,8,2/4/2016,open,0.577,-0.0457
6,10859595,,2016,2,4,9,2/4/2016,open,2.101,-0.0436
6,10859595,,2016,2,4,10,2/4/2016,open,4.792,-0.043
6,10859595,,2016,2,4,11,2/4/2016,open,8.469,-0.0409
6,10859595,,2016,2,4,12,2/4/2016,open,12.437,-0.0382
6,10859595,,2016,2,4,13,2/4/2016,open,15.772,-0.0349
6,10859595,,2016,2,4,14,2/4/2016,open,17.534,-0.0342
6,10859595,,2016,2,4,15,2/4/2016,open,18.319,-0.0329
6,10859595,,2016,2,4,16,2/4/2016,open,18.961,-0.0323
6,10859595,,2016,2,4,17,2/4/2016,open,18.39,-0.0222
6,10859595,,2016,2,4,18,2/4/2016,open,18.533,-0.0222
6,10859595,,2016,2,4,19,2/4/2016,open,18.343,-0.024
6,10859595,,2016,2,4,20,2/4/2016,open,17.986,-0.0259
6,10859595,,2016,2,4,21,2/4/2016,open,16.272,-0.0265
6,10859595,,2016,2,4,22,2/4/2016,open,14.433,-0.0284
6,10859595,,2016,2,4,23,2/4/2016,open,12.703,-0.0297
6,10859595,,2016,2,5,0,2/5/2016,open,11.029,-0.0303
6,10859595,,2016,2,5,1,2/5/2016,open,9.435,-0.0323
6,10859595,,2016,2,5,2,2/5/2016,open,8.02,-0.0329
6,10859595,,2016,2,5,3,2/5/2016,open,6.839,-0.0349
6,10859595,,2016,2,5,4,2/5/2016,open,5.847,-0.0362
6,10859595,,2016,2,5,5,2/5/2016,open,4.999,-0.0369
6,10859595,,2016,2,5,6,2/5/2016,open,4.272,-0.0369
6,10859595,,2016,2,5,7,2/5/2016,open,3.696,-0.0389
6,10859595,,2016,2,5,8,2/5/2016,open,3.221,-0.0389
6,10859595,,2016,2,5,9,2/5/2016,open,2.983,-0.0278
6,10859595,,2016,2,5,10,2/5/2016,open,16.106,-0.1696
6,10859595,,2016,2,5,11,2/5/2016,open,24.798,0.1681
6,10859595,,2016,2,5,12,2/5/2016,open,26.989,0.1732
6,10859595,,2016,2,5,13,2/5/2016,open,28.394,0.1765
6,10859595,,2016,2,5,14,2/5/2016,open,27.358,0.1789
6,10859595,,2016,2,5,15,2/5/2016,open,26.036,0.1793
6,10859595,,2016,2,5,16,2/5/2016,open,24.219,0.1793
6,10859595,,2016,2,5,17,2/5/2016,open,16.654,0.1803
6,10859595,,2016,2,5,18,2/5/2016,open,11.953,0.1783
6,10859595,,2016,2,5,19,2/5/2016,open,10.492,0.1746
6,10859595,,2016,2,5,20,2/5/2016,open,9.312,0.1714
6,10859595,,2016,2,5,21,2/5/2016,open,8.469,0.1695
6,10859595,,2016,2,5,22,2/5/2016,open,6.864,0.1677
6,10859595,,2016,2,5,23,2/5/2016,open,4.272,0.1667
6,10859595,,2016,2,6,0,2/6/2016,open,4.844,0.1656
6,10859595,,2016,2,6,1,2/6/2016,open,5.411,0.1642
6,10859595,,2016,2,6,2,2/6/2016,open,4.063,0.1634
6,10859595,,2016,2,6,3,2/6/2016,open,6.864,0.1623
6,10859595,,2016,2,6,4,2/6/2016,open,5.154,0.1623
6,10859595,,2016,2,6,5,2/6/2016,open,3.775,0.1619
6,10859595,,2016,2,6,6,2/6/2016,open,4.063,0.1608
6,10859595,,2016,2,6,7,2/6/2016,open,3.722,0.16
6,10859595,,2016,2,6,8,2/6/2016,open,10.736,0.1577
6,10859595,,2016,2,6,9,2/6/2016,open,15.199,0.159
6,10859595,,2016,2,6,10,2/6/2016,open,19.103,0.1615
6,10859595,,2016,2,6,11,2/6/2016,open,23.641,0.1648
6,10859595,,2016,2,6,12,2/6/2016,open,24.532,0.1677
6,10859595,,2016,2,6,13,2/6/2016,open,24.726,0.1689
6,10859595,,2016,2,6,14,2/6/2016,open,25.744,0.1703
6,10859595,,2016,2,6,15,2/6/2016,open,24.363,0.1703
6,10859595,,2016,2,6,16,2/6/2016,open,20.746,0.1699
6,10859595,,2016,2,6,17,2/6/2016,open,16.963,0.1685
6,10859595,,2016,2,6,18,2/6/2016,open,12.654,0.1671
6,10859595,,2016,2,6,19,2/6/2016,open,10.467,0.1642
6,10859595,,2016,2,6,20,2/6/2016,open,9.386,0.1619
6,10859595,,2016,2,6,21,2/6/2016,open,7.116,0.1604
6,10859595,,2016,2,6,22,2/6/2016,open,8.494,0.159
6,10859595,,2016,2,6,23,2/6/2016,open,7.142,0.1581
6,10859595,,2016,2,7,0,2/7/2016,open,6.051,0.157
6,10859595,,2016,2,7,1,2/7/2016,open,6.128,0.1566
6,10859595,,2016,2,7,2,2/7/2016,open,6.585,0.1558
6,10859595,,2016,2,7,3,2/7/2016,open,4.921,0.1558
6,10859595,,2016,2,7,4,2/7/2016,open,5.565,0.1547
6,10859595,,2016,2,7,5,2/7/2016,open,5.128,0.1542
6,10859595,,2016,2,7,6,2/7/2016,open,3.354,0.1538
6,10859595,,2016,2,7,7,2/7/2016,open,5.77,0.1532
6,10859595,,2016,2,7,8,2/7/2016,open,10.516,0.1519
6,10859595,,2016,2,7,9,2/7/2016,open,17.582,0.1532
6,10859595,,2016,2,7,10,2/7/2016,open,23.617,0.1562
6,10859595,,2016,2,7,11,2/7/2016,open,27.186,0.16
6,10859595,,2016,2,7,12,2/7/2016,open,29.439,0.1634
6,10859595,,2016,2,7,13,2/7/2016,open,31.001,0.1663
6,10859595,,2016,2,7,14,2/7/2016,open,31.842,0.1677
6,10859595,,2016,2,7,15,2/7/2016,open,30.849,0.1681
6,10859595,,2016,2,7,16,2/7/2016,open,29.315,0.1667
6,10859595,,2016,2,7,17,2/7/2016,open,24.388,0.1663
6,10859595,,2016,2,7,18,2/7/2016,open,18.105,0.1638
6,10859595,,2016,2,7,19,2/7/2016,open,15.939,0.1604
6,10859595,,2016,2,7,20,2/7/2016,open,11.71,0.1581
6,10859595,,2016,2,7,21,2/7/2016,open,13.161,0.1551
6,10859595,,2016,2,7,22,2/7/2016,open,12.364,0.1538
6,10859595,,2016,2,7,23,2/7/2016,open,11.346,0.1519
6,10859595,,2016,2,8,0,2/8/2016,open,11.127,0.1503
6,10859595,,2016,2,8,1,2/8/2016,open,10.565,0.1495
6,10859595,,2016,2,8,2,2/8/2016,open,7.444,0.149
6,10859595,,2016,2,8,3,2/8/2016,open,6.712,0.1484
6,10859595,,2016,2,8,4,2/8/2016,open,10.1,0.147
6,10859595,,2016,2,8,5,2/8/2016,open,6.458,0.147
6,10859595,,2016,2,8,6,2/8/2016,open,7.217,0.1466
6,10859595,,2016,2,8,7,2/8/2016,open,9.829,0.1455
6,10859595,,2016,2,8,8,2/8/2016,open,16.677,0.145
6,10859595,,2016,2,8,9,2/8/2016,open,23.112,0.1475
6,10859595,,2016,2,8,10,2/8/2016,open,26.72,0.1503
6,10859595,,2016,2,8,11,2/8/2016,open,30.874,0.1542
6,10859595,,2016,2,8,12,2/8/2016,open,33.548,0.1581
6,10859595,,2016,2,8,13,2/8/2016,open,35.128,0.1604
6,10859595,,2016,2,8,14,2/8/2016,open,33.339,0.1608
6,10859595,,2016,2,8,15,2/8/2016,open,30.318,0.1604
6,10859595,,2016,2,8,16,2/8/2016,open,28.171,0.1596
6,10859595,,2016,2,8,17,2/8/2016,open,23.978,0.1566
6,10859595,,2016,2,8,18,2/8/2016,open,18.699,0.1538
6,10859595,,2016,2,8,19,2/8/2016,open,15.796,0.1503
6,10859595,,2016,2,8,20,2/8/2016,open,13.594,0.1484
6,10859595,,2016,2,8,21,2/8/2016,open,10.81,0.1466
6,10859595,,2016,2,8,22,2/8/2016,open,9.632,0.1455
6,10859595,,2016,2,8,23,2/8/2016,open,8.568,0.1441
6,10859595,,2016,2,9,0,2/9/2016,open,8.17,0.143
6,10859595,,2016,2,9,1,2/9/2016,open,8.494,0.1416
6,10859595,,2016,2,9,2,2/9/2016,open,7.695,0.1405
6,10859595,,2016,2,9,3,2/9/2016,open,7.167,0.14
6,10859595,,2016,2,9,4,2/9/2016,open,8.593,0.1391
6,10859595,,2016,2,9,5,2/9/2016,open,5.514,0.1387
6,10859595,,2016,2,9,6,2/9/2016,open,5.205,0.1387
6,10859595,,2016,2,9,7,2/9/2016,open,5.539,0.1382
6,10859595,,2016,2,9,8,2/9/2016,open,15.605,0.1375
6,10859595,,2016,2,9,9,2/9/2016,open,21.079,0.1441
6,10859595,,2016,2,9,10,2/9/2016,open,26.378,0.1479
6,10859595,,2016,2,9,11,2/9/2016,open,32.175,0.1519
6,10859595,,2016,2,9,12,2/9/2016,open,33.548,0.1558
6,10859595,,2016,2,9,13,2/9/2016,open,34.019,0.1581
6,10859595,,2016,2,9,14,2/9/2016,open,34.836,0.159
6,10859595,,2016,2,9,15,2/9/2016,open,34.019,0.1596
6,10859595,,2016,2,9,16,2/9/2016,open,29.015,0.157
6,10859595,,2016,2,9,17,2/9/2016,open,27.284,0.1542
6,10859595,,2016,2,9,18,2/9/2016,open,18.295,0.1503
6,10859595,,2016,2,9,19,2/9/2016,open,16.01,0.1479
6,10859595,,2016,2,9,20,2/9/2016,open,15.915,0.1446
6,10859595,,2016,2,9,21,2/9/2016,open,14.194,0.1434
6,10859595,,2016,2,9,22,2/9/2016,open,10.075,0.1416
6,10859595,,2016,2,9,23,2/9/2016,open,11.005,0.14
6,10859595,,2016,2,10,0,2/10/2016,open,10.712,0.1391
6,10859595,,2016,2,10,1,2/10/2016,open,10.687,0.1382
6,10859595,,2016,2,10,2,2/10/2016,open,7.72,0.137
6,10859595,,2016,2,10,3,2/10/2016,open,8.295,0.1366
6,10859595,,2016,2,10,4,2/10/2016,open,8.519,0.1357
6,10859595,,2016,2,10,5,2/10/2016,open,8.245,0.1357
6,10859595,,2016,2,10,6,2/10/2016,open,4.818,0.1352
6,10859595,,2016,2,10,7,2/10/2016,open,6.687,0.1347
6,10859595,,2016,2,10,8,2/10/2016,open,14.433,0.1347
6,10859595,,2016,2,10,9,2/10/2016,open,19.246,0.137
6,10859595,,2016,2,10,10,2/10/2016,open,27.825,0.1412
6,10859595,,2016,2,10,11,2/10/2016,open,30.571,0.1455
6,10859595,,2016,2,10,12,2/10/2016,open,33.209,0.1495
6,10859595,,2016,2,10,13,2/10/2016,open,35.128,0.1514
6,10859595,,2016,2,10,14,2/10/2016,open,36.2,0.1532
6,10859595,,2016,2,10,15,2/10/2016,open,34.229,0.1532
6,10859595,,2016,2,10,16,2/10/2016,open,27.21,0.1503
6,10859595,,2016,2,10,17,2/10/2016,open,21.724,0.147
6,10859595,,2016,2,10,18,2/10/2016,open,17.177,0.1425
6,10859595,,2016,2,10,19,2/10/2016,open,15.963,0.1405
6,10859595,,2016,2,10,20,2/10/2016,open,14.625,0.1382
6,10859595,,2016,2,10,21,2/10/2016,open,11.88,0.1366
6,10859595,,2016,2,10,22,2/10/2016,open,11.224,0.1347
6,10859595,,2016,2,10,23,2/10/2016,open,9.854,0.1335
6,10859595,,2016,2,11,0,2/11/2016,open,9.78,0.1326
6,10859595,,2016,2,11,1,2/11/2016,open,8.07,0.1312
6,10859595,,2016,2,11,2,2/11/2016,open,6.56,0.1307
6,10859595,,2016,2,11,3,2/11/2016,open,5.05,0.1302
6,10859595,,2016,2,11,4,2/11/2016,open,7.469,0.129
6,10859595,,2016,2,11,5,2/11/2016,open,4.48,0.1285
6,10859595,,2016,2,11,6,2/11/2016,open,4.402,0.1281
6,10859595,,2016,2,11,7,2/11/2016,open,5.642,0.1276
6,10859595,,2016,2,11,8,2/11/2016,open,12.171,0.1285
6,10859595,,2016,2,11,9,2/11/2016,open,19.413,0.1321
6,10859595,,2016,2,11,10,2/11/2016,open,24.798,0.1361
6,10859595,,2016,2,11,11,2/11/2016,open,28.816,0.1405
6,10859595,,2016,2,11,12,2/11/2016,open,33.469,0.1446
6,10859595,,2016,2,11,13,2/11/2016,open,34.677,0.1475
6,10859595,,2016,2,11,14,2/11/2016,open,33.574,0.1484
6,10859595,,2016,2,11,15,2/11/2016,open,33.757,0.149
6,10859595,,2016,2,11,16,2/11/2016,open,30.773,0.1466
6,10859595,,2016,2,11,17,2/11/2016,open,28.27,0.1441
6,10859595,,2016,2,11,18,2/11/2016,open,16.773,0.1382
6,10859595,,2016,2,11,19,2/11/2016,open,16.272,0.1352
6,10859595,,2016,2,11,20,2/11/2016,open,14.361,0.1326
6,10859595,,2016,2,11,21,2/11/2016,open,12.074,0.1307
6,10859595,,2016,2,11,22,2/11/2016,open,11.127,0.1285
6,10859595,,2016,2,11,23,2/11/2016,open,10.1,0.1276
6,10859595,,2016,2,12,0,2/12/2016,open,10.883,0.1266
6,10859595,,2016,2,12,1,2/12/2016,open,7.895,0.1261
6,10859595,,2016,2,12,2,2/12/2016,open,8.344,0.1256
6,10859595,,2016,2,12,3,2/12/2016,open,8.841,0.1251
6,10859595,,2016,2,12,4,2/12/2016,open,8.817,0.1242
6,10859595,,2016,2,12,5,2/12/2016,open,8.916,0.1237
6,10859595,,2016,2,12,6,2/12/2016,open,8.045,0.1229
6,10859595,,2016,2,12,7,2/12/2016,open,8.717,0.1224
6,10859595,,2016,2,12,8,2/12/2016,open,13.088,0.1242
6,10859595,,2016,2,12,9,2/12/2016,open,18.414,0.1261
6,10859595,,2016,2,12,10,2/12/2016,open,25.113,0.1302
6,10859595,,2016,2,12,11,2/12/2016,open,28.891,0.1342
6,10859595,,2016,2,12,12,2/12/2016,open,34.045,0.1391
6,10859595,,2016,2,12,13,2/12/2016,open,35.823,0.143
6,10859595,,2016,2,12,14,2/12/2016,open,34.651,0.1446
6,10859595,,2016,2,12,15,2/12/2016,open,30.343,0.1446
6,10859595,,2016,2,12,16,2/12/2016,open,26.182,0.1405
6,10859595,,2016,2,12,17,2/12/2016,open,19.984,0.1366
6,10859595,,2016,2,12,18,2/12/2016,open,16.987,0.1317
6,10859595,,2016,2,12,19,2/12/2016,open,15.223,0.1307
6,10859595,,2016,2,12,20,2/12/2016,open,14.385,0.1276
6,10859595,,2016,2,12,21,2/12/2016,open,13.449,0.1271
6,10859595,,2016,2,12,22,2/12/2016,open,12.147,0.1251
6,10859595,,2016,2,12,23,2/12/2016,open,10.001,0.1246
6,10859595,,2016,2,13,0,2/13/2016,open,10.247,0.1237
6,10859595,,2016,2,13,1,2/13/2016,open,7.97,0.1229
6,10859595,,2016,2,13,2,2/13/2016,open,7.469,0.1219
6,10859595,,2016,2,13,3,2/13/2016,open,7.293,0.1209
6,10859595,,2016,2,13,4,2/13/2016,open,5.514,0.1204
6,10859595,,2016,2,13,5,2/13/2016,open,6.763,0.1194
6,10859595,,2016,2,13,6,2/13/2016,open,4.688,0.1189
6,10859595,,2016,2,13,7,2/13/2016,open,5.385,0.1184
6,10859595,,2016,2,13,8,2/13/2016,open,12.025,0.1204
6,10859595,,2016,2,13,9,2/13/2016,open,19.151,0.1237
6,10859595,,2016,2,13,10,2/13/2016,open,23.184,0.1281
6,10859595,,2016,2,13,11,2/13/2016,open,28.023,0.1317
6,10859595,,2016,2,13,12,2/13/2016,open,31.433,0.1361
6,10859595,,2016,2,13,13,2/13/2016,open,31.23,0.1387
6,10859595,,2016,2,13,14,2/13/2016,open,28.468,0.1391
6,10859595,,2016,2,13,15,2/13/2016,open,27.063,0.1396
6,10859595,,2016,2,13,16,2/13/2016,open,27.382,0.1375
6,10859595,,2016,2,13,17,2/13/2016,open,22.011,0.1347
6,10859595,,2016,2,13,18,2/13/2016,open,14.864,0.1285
6,10859595,,2016,2,13,19,2/13/2016,open,13.473,0.1266
6,10859595,,2016,2,13,20,2/13/2016,open,13.088,0.1237
6,10859595,,2016,2,13,21,2/13/2016,open,12.243,0.1237
6,10859595,,2016,2,13,22,2/13/2016,open,10.222,0.1209
6,10859595,,2016,2,13,23,2/13/2016,open,9.903,0.1214
6,10859595,,2016,2,14,0,2/14/2016,open,8.643,0.1199
6,10859595,,2016,2,14,1,2/14/2016,open,7.645,0.1189
6,10859595,,2016,2,14,2,2/14/2016,open,7.469,0.1179
6,10859595,,2016,2,14,3,2/14/2016,open,6.357,0.1169
6,10859595,,2016,2,14,4,2/14/2016,open,5.205,0.1164
6,10859595,,2016,2,14,5,2/14/2016,open,5.539,0.1159
6,10859595,,2016,2,14,6,2/14/2016,open,6.535,0.1159
6,10859595,,2016,2,14,7,2/14/2016,open,6.661,0.1159
6,10859595,,2016,2,14,8,2/14/2016,open,12.34,0.1174
6,10859595,,2016,2,14,9,2/14/2016,open,18.176,0.1204
6,10859595,,2016,2,14,10,2/14/2016,open,22.465,0.1242
6,10859595,,2016,2,14,11,2/14/2016,open,27.53,0.1285
6,10859595,,2016,2,14,12,2/14/2016,open,26.744,0.1326
6,10859595,,2016,2,14,13,2/14/2016,open,31.331,0.1357
6,10859595,,2016,2,14,14,2/14/2016,open,30.117,0.1366
6,10859595,,2016,2,14,15,2/14/2016,open,28.916,0.1391
6,10859595,,2016,2,14,16,2/14/2016,open,24.702,0.1361
6,10859595,,2016,2,14,17,2/14/2016,open,20.484,0.1331
6,10859595,,2016,2,14,18,2/14/2016,open,14.337,0.1261
6,10859595,,2016,2,14,19,2/14/2016,open,13.546,0.1242
6,10859595,,2016,2,14,20,2/14/2016,open,11.2,0.1209
6,10859595,,2016,2,14,21,2/14/2016,open,11.078,0.1209
6,10859595,,2016,2,14,22,2/14/2016,open,9.114,0.1179
6,10859595,,2016,2,14,23,2/14/2016,open,9.04,0.1184
6,10859595,,2016,2,15,0,2/15/2016,open,7.469,0.1174
6,10859595,,2016,2,15,1,2/15/2016,open,8.17,0.1159
6,10859595,,2016,2,15,2,2/15/2016,open,7.82,0.1148
6,10859595,,2016,2,15,3,2/15/2016,open,6.535,0.1138
6,10859595,,2016,2,15,4,2/15/2016,open,6.535,0.1138
6,10859595,,2016,2,15,5,2/15/2016,open,6.788,0.1133
6,10859595,,2016,2,15,6,2/15/2016,open,7.015,0.1138
6,10859595,,2016,2,15,7,2/15/2016,open,7.494,0.1138
6,10859595,,2016,2,15,8,2/15/2016,open,15.485,0.1164
6,10859595,,2016,2,15,9,2/15/2016,open,20.531,0.1204
6,10859595,,2016,2,15,10,2/15/2016,open,24.484,0.1246
6,10859595,,2016,2,15,11,2/15/2016,open,29.015,0.1276
6,10859595,,2016,2,15,12,2/15/2016,open,31.331,0.1317
6,10859595,,2016,2,15,13,2/15/2016,open,33.001,0.1352
6,10859595,,2016,2,15,14,2/15/2016,open,33.652,0.1382
6,10859595,,2016,2,15,15,2/15/2016,open,28.916,0.1375
6,10859595,,2016,2,15,16,2/15/2016,open,25.598,0.1331
6,10859595,,2016,2,15,17,2/15/2016,open,21.223,0.1307
6,10859595,,2016,2,15,18,2/15/2016,open,16.106,0.1229
6,10859595,,2016,2,15,19,2/15/2016,open,15.27,0.1219
6,10859595,,2016,2,15,20,2/15/2016,open,14.697,0.1189
6,10859595,,2016,2,15,21,2/15/2016,open,13.642,0.1189
6,10859595,,2016,2,15,22,2/15/2016,open,11.492,0.1159
6,10859595,,2016,2,15,23,2/15/2016,open,10.32,0.1164
6,10859595,,2016,2,16,0,2/16/2016,open,8.593,0.1138
6,10859595,,2016,2,16,1,2/16/2016,open,9.41,0.1122
6,10859595,,2016,2,16,2,2/16/2016,open,7.041,0.1112
6,10859595,,2016,2,16,3,2/16/2016,open,6.839,0.1101
6,10859595,,2016,2,16,4,2/16/2016,open,5.385,0.1096
6,10859595,,2016,2,16,5,2/16/2016,open,6.026,0.1091
6,10859595,,2016,2,16,6,2/16/2016,open,6.484,0.1085
6,10859595,,2016,2,16,7,2/16/2016,open,5.05,0.108
6,10859595,,2016,2,16,8,2/16/2016,open,12.92,0.1117
6,10859595,,2016,2,16,9,2/16/2016,open,21.867,0.1169
6,10859595,,2016,2,16,10,2/16/2016,open,26.549,0.1214
6,10859595,,2016,2,16,11,2/16/2016,open,32.227,0.1266
6,10859595,,2016,2,16,12,2/16/2016,open,34.15,0.1317
6,10859595,,2016,2,16,13,2/16/2016,open,36.092,0.1357
6,10859595,,2016,2,16,14,2/16/2016,open,35.877,0.1391
6,10859595,,2016,2,16,15,2/16/2016,open,34.045,0.137
6,10859595,,2016,2,16,16,2/16/2016,open,32.047,0.1375
6,10859595,,2016,2,16,17,2/16/2016,open,28.023,0.1312
6,10859595,,2016,2,16,18,2/16/2016,open,20.198,0.1261
6,10859595,,2016,2,16,19,2/16/2016,open,16.749,0.1229
6,10859595,,2016,2,16,20,2/16/2016,open,13.642,0.1179
6,10859595,,2016,2,16,21,2/16/2016,open,12.558,0.1174
6,10859595,,2016,2,16,22,2/16/2016,open,12.871,0.1138
6,10859595,,2016,2,16,23,2/16/2016,open,11.807,0.1148
6,10859595,,2016,2,17,0,2/17/2016,open,10.418,0.1112
6,10859595,,2016,2,17,1,2/17/2016,open,8.145,0.1122
6,10859595,,2016,2,17,2,2/17/2016,open,7.167,0.1091
6,10859595,,2016,2,17,3,2/17/2016,open,8.245,0.1075
6,10859595,,2016,2,17,4,2/17/2016,open,6.661,0.1069
6,10859595,,2016,2,17,5,2/17/2016,open,6.357,0.1064
6,10859595,,2016,2,17,6,2/17/2016,open,7.795,0.1058
6,10859595,,2016,2,17,7,2/17/2016,open,6.839,0.1058
6,10859595,,2016,2,17,8,2/17/2016,open,10.883,0.1075
6,10859595,,2016,2,17,9,2/17/2016,open,16.892,0.1107
6,10859595,,2016,2,17,10,2/17/2016,open,17.724,0.1128
6,10859595,,2016,2,17,11,2/17/2016,open,19.246,0.1133
6,10859595,,2016,2,17,12,2/17/2016,open,21.461,0.1138
6,10859595,,2016,2,17,13,2/17/2016,open,21.103,0.1148
6,10859595,,2016,2,17,14,2/17/2016,open,21.008,0.1153
6,10859595,,2016,2,17,15,2/17/2016,open,18.057,0.1143
6,10859595,,2016,2,17,16,2/17/2016,open,16.939,0.1133
6,10859595,,2016,2,17,17,2/17/2016,open,14.864,0.1122
6,10859595,,2016,2,17,18,2/17/2016,open,13.618,0.1112
6,10859595,,2016,2,17,19,2/17/2016,open,13.522,0.1107
6,10859595,,2016,2,17,20,2/17/2016,open,13.546,0.1107
6,10859595,,2016,2,17,21,2/17/2016,open,14.074,0.1107
6,10859595,,2016,2,17,22,2/17/2016,open,13.137,0.1101
6,10859595,,2016,2,17,23,2/17/2016,open,12.799,0.1101
