Plot Title: 10859633					
#	"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10859633, SEN S/N: 10836778)"	"Temp, °C (LGR S/N: 10859633, SEN S/N: 10836780)"	"Water Content, m³/m³ (LGR S/N: 10859633, SEN S/N: 10880721)"	"Water Content, m³/m³ (LGR S/N: 10859633, SEN S/N: 10880725)"
1	2/1/2016 0:00	22.082	21.963	-0.1317	-0.0036
2	2/1/2016 1:00	21.987	21.915	-0.1317	-0.0036
3	2/1/2016 2:00	21.963	21.867	-0.1317	-0.0047
4	2/1/2016 3:00	21.915	21.819	-0.1317	-0.0047
5	2/1/2016 4:00	21.843	21.772	-0.1327	-0.0047
6	2/1/2016 5:00	21.795	21.7	-0.1317	-0.0047
7	2/1/2016 6:00	21.772	21.676	-0.1327	-0.0047
8	2/1/2016 7:00	21.724	21.628	-0.1327	-0.0047
9	2/1/2016 8:00	21.676	21.581	-0.1327	-0.0047
10	2/1/2016 9:00	21.676	21.581	-0.1327	-0.0047
11	2/1/2016 10:00	21.628	21.533	-0.1327	-0.0047
12	2/1/2016 11:00	21.604	21.485	-0.1327	-0.0047
13	2/1/2016 12:00	21.652	21.557	-0.1327	-0.0047
14	2/1/2016 13:00	21.628	21.557	-0.1327	-0.0047
15	2/1/2016 14:00	21.676	21.604	-0.1327	-0.0047
16	2/1/2016 15:00	21.724	21.652	-0.1327	-0.0047
17	2/1/2016 16:00	21.748	21.676	-0.1327	-0.0047
18	2/1/2016 17:00	21.772	21.724	-0.1327	-0.0047
19	2/1/2016 18:00	21.819	21.795	-0.1327	-0.0047
20	2/1/2016 19:00	21.867	21.843	-0.1327	-0.0047
21	2/1/2016 20:00	21.867	21.843	-0.1327	-0.0047
22	2/1/2016 21:00	21.843	21.819	-0.1327	-0.0047
23	2/1/2016 22:00	21.843	21.795	-0.1327	-0.0047
24	2/1/2016 23:00	21.819	21.772	-0.1327	-0.0047
25	2/2/2016 0:00	21.795	21.748	-0.1327	-0.0047
26	2/2/2016 1:00	21.748	21.7	-0.1327	-0.0047
27	2/2/2016 2:00	21.724	21.652	-0.1337	-0.0047
28	2/2/2016 3:00	21.676	21.604	-0.1327	-0.0047
29	2/2/2016 4:00	21.628	21.557	-0.1337	-0.0047
30	2/2/2016 5:00	21.557	21.485	-0.1327	-0.0047
31	2/2/2016 6:00	21.461	21.366	-0.1337	-0.0047
32	2/2/2016 7:00	21.342	21.223	-0.1327	-0.0047
33	2/2/2016 8:00	21.246	21.127	-0.1337	-0.0052
34	2/2/2016 9:00	21.246	21.127	-0.1337	-0.0052
35	2/2/2016 10:00	21.246	21.151	-0.1337	-0.0047
36	2/2/2016 11:00	21.103	20.96	-0.1337	-0.0052
37	2/2/2016 12:00	20.865	20.674	-0.1337	-0.0052
38	2/2/2016 13:00	20.889	20.722	-0.1337	-0.0052
39	2/2/2016 14:00	20.96	20.817	-0.1337	-0.0052
40	2/2/2016 15:00	19.912	20.365	-0.1639	-0.0138
41	2/2/2016 16:00	21.151	21.724	-0.1731	-0.0115
42	2/2/2016 17:00	21.533	21.437	-0.165	-0.0115
43	2/2/2016 18:00	21.151	20.746	-0.1685	-0.0115
44	2/2/2016 19:00	20.77	20.293	-0.1719	-0.0115
45	2/2/2016 20:00	15.127	15.843	-0.1838	-0.0132
46	2/2/2016 21:00	11.686	11.662	-0.2116	-0.024
47	2/2/2016 22:00	9.583	9.854	-0.2129	-0.0247
48	2/2/2016 23:00	7.82	8.12	-0.2129	-0.0259
