Plot Title: 10859605					
#	"Date Time, GMT-08:00"	"Temp, °C (LGR S/N: 10859605, SEN S/N: 10836750)"	"Temp, °C (LGR S/N: 10859605, SEN S/N: 10836751)"	"Water Content, m³/m³ (LGR S/N: 10859605, SEN S/N: 10879385)"	"Water Content, m³/m³ (LGR S/N: 10859605, SEN S/N: 10879386)"
1	2/1/2016 0:00	21.939	22.082	-0.095	-0.1103
2	2/1/2016 1:00	21.819	21.939	-0.095	-0.1122
3	2/1/2016 2:00	21.772	21.915	-0.095	-0.1103
4	2/1/2016 3:00	21.724	21.867	-0.0958	-0.1103
5	2/1/2016 4:00	21.676	21.795	-0.095	-0.1103
6	2/1/2016 5:00	21.628	21.748	-0.0958	-0.1122
7	2/1/2016 6:00	21.581	21.724	-0.0958	-0.1122
8	2/1/2016 7:00	21.533	21.676	-0.0958	-0.1122
9	2/1/2016 8:00	21.485	21.628	-0.095	-0.1122
10	2/1/2016 9:00	21.39	21.581	-0.0958	-0.1122
11	2/1/2016 10:00	21.223	21.533	-0.0958	-0.1122
12	2/1/2016 11:00	21.294	21.461	-0.0958	-0.1122
13	2/1/2016 12:00	21.342	21.461	-0.095	-0.1122
14	2/1/2016 13:00	21.366	21.485	-0.0958	-0.1122
15	2/1/2016 14:00	21.461	21.533	-0.0958	-0.1103
16	2/1/2016 15:00	21.485	21.604	-0.0958	-0.1122
17	2/1/2016 16:00	21.557	21.652	-0.095	-0.1103
18	2/1/2016 17:00	21.628	21.724	-0.095	-0.1103
19	2/1/2016 18:00	21.748	21.795	-0.095	-0.1103
20	2/1/2016 19:00	21.795	21.867	-0.095	-0.1103
21	2/1/2016 20:00	21.819	21.915	-0.095	-0.1103
22	2/1/2016 21:00	21.819	21.915	-0.095	-0.1103
23	2/1/2016 22:00	21.795	21.915	-0.095	-0.1103
24	2/1/2016 23:00	21.772	21.867	-0.095	-0.1103
25	2/2/2016 0:00	21.724	21.819	-0.095	-0.1103
26	2/2/2016 1:00	21.676	21.795	-0.095	-0.1122
27	2/2/2016 2:00	21.628	21.748	-0.095	-0.1122
28	2/2/2016 3:00	21.581	21.724	-0.0958	-0.1122
29	2/2/2016 4:00	21.533	21.652	-0.0958	-0.1103
30	2/2/2016 5:00	21.461	21.581	-0.0958	-0.1103
31	2/2/2016 6:00	21.342	21.509	-0.0958	-0.1103
32	2/2/2016 7:00	21.223	21.39	-0.0958	-0.1122
33	2/2/2016 8:00	21.175	21.294	-0.0958	-0.1122
34	2/2/2016 9:00	21.103	21.246	-0.0958	-0.1122
35	2/2/2016 10:00	21.079	21.199	-0.0958	-0.1122
36	2/2/2016 11:00	20.674	21.103	-0.0958	-0.1122
37	2/2/2016 12:00	20.484	20.936	-0.0958	-0.1122
38	2/2/2016 13:00	20.674	20.865	-0.0958	-0.1122
39	2/2/2016 14:00	20.77	20.889	-0.0958	-0.1122
40	2/2/2016 15:00	21.795	21.223	-0.1358	-0.0654
41	2/2/2016 16:00	21.915	21.509	-0.1327	-0.0632
42	2/2/2016 17:00	21.628	21.533	-0.1297	-0.0579
43	2/2/2016 18:00	20.841	21.223	-0.1317	-0.0579
44	2/2/2016 19:00	20.246	20.77	-0.1327	-0.055
45	2/2/2016 20:00	19.436	20.15	-0.1337	-0.0528
46	2/2/2016 21:00	18.485	19.246	-0.1348	-0.0535
47	2/2/2016 22:00	17.296	18.105	-0.1348	-0.0535
48	2/2/2016 23:00	16.058	16.796	-0.1358	-0.0557
49	2/3/2016 0:00	14.745	15.461	-0.1379	-0.0557
50	2/3/2016 1:00	13.497	14.17	-0.1389	-0.0572
51	2/3/2016 2:00	12.316	12.944	-0.1399	-0.0579
52	2/3/2016 3:00	11.224	11.783	-0.141	-0.0579
53	2/3/2016 4:00	10.271	10.761	-0.141	-0.0587
54	2/3/2016 5:00	9.386	9.854	-0.142	-0.0601
55	2/3/2016 6:00	8.643	9.064	-0.1441	-0.0601
56	2/3/2016 7:00	7.97	8.369	-0.1441	-0.0609
57	2/3/2016 8:00	7.569	7.795	-0.1441	-0.0609
58	2/3/2016 9:00	8.866	7.92	-0.1441	-0.0601
59	2/3/2016 10:00	10.418	8.941	-0.142	-0.0601
60	2/3/2016 11:00	12.992	10.614	-0.1327	-0.0572
61	2/3/2016 12:00	14.026	12.558	-0.1297	-0.0572
62	2/3/2016 13:00	14.697	14.146	-0.1287	-0.055
63	2/3/2016 14:00	16.01	15.438	-0.1287	-0.055
64	2/3/2016 15:00	17.177	16.868	-0.1267	-0.0528
65	2/3/2016 16:00	18.2	18.271	-0.1247	-0.0528
66	2/3/2016 17:00	18.485	19.365	-0.1267	-0.0528
67	2/3/2016 18:00	10.907	14.146	-0.1094	-0.0369
68	2/3/2016 19:00	7.544	9.608	-0.1131	-0.0402
69	2/3/2016 20:00	5.693	7.116	-0.1169	-0.0416
70	2/3/2016 21:00	4.506	5.488	-0.1179	-0.043
71	2/3/2016 22:00	4.376	4.895	-0.1169	-0.043
72	2/3/2016 23:00	4.011	4.662	-0.1179	-0.043
73	2/4/2016 0:00	2.797	3.696	-0.1189	-0.0436
74	2/4/2016 1:00	2.236	2.903	-0.1189	-0.0436
75	2/4/2016 2:00	1.643	2.289	-0.1189	-0.045
76	2/4/2016 3:00	1.805	2.236	-0.1189	-0.045
77	2/4/2016 4:00	1.778	2.182	-0.1189	-0.045
78	2/4/2016 5:00	1.588	2.182	-0.1189	-0.045
79	2/4/2016 6:00	0.715	1.507	-0.1189	-0.045
80	2/4/2016 7:00	0.439	0.962	-0.1198	-0.045
81	2/4/2016 8:00	0.852	1.071	-0.1198	-0.045
82	2/4/2016 9:00	2.289	1.643	-0.0789	-0.0521
83	2/4/2016 10:00	4.35	2.557	-0.0789	-0.0521
84	2/4/2016 11:00	6.611	4.376	-0.0765	-0.0521
85	2/4/2016 12:00	9.287	7.091	-0.0733	-0.0506
86	2/4/2016 13:00	11.953	10.222	-0.0717	-0.0499
87	2/4/2016 14:00	13.858	12.775	-0.0685	-0.0485
88	2/4/2016 15:00	14.984	14.194	-0.0662	-0.0478
89	2/4/2016 16:00	15.581	14.577	-0.0662	-0.0478
90	2/4/2016 17:00	15.891	15.223	-0.0609	-0.0471
91	2/4/2016 18:00	16.892	16.582	-0.0587	-0.0457
92	2/4/2016 19:00	17.32	17.225	-0.0587	-0.045
93	2/4/2016 20:00	17.201	17.51	-0.0587	-0.045
