Plot Title: 10859602					
#	"Date Time, GMT-07:00"	"Temp, °C (LGR S/N: 10859602, SEN S/N: 10836754)"	"Temp, °C (LGR S/N: 10859602, SEN S/N: 10836759)"	"Water Content, m³/m³ (LGR S/N: 10859602, SEN S/N: 10879363)"	"Water Content, m³/m³ (LGR S/N: 10859602, SEN S/N: 10879399)"
1	2/1/2016 0:00	21.795	21.915	-0.209	-0.0284
2	2/1/2016 1:00	21.652	21.795	-0.2103	-0.0284
3	2/1/2016 2:00	21.604	21.748	-0.2103	-0.0278
4	2/1/2016 3:00	21.557	21.676	-0.2103	-0.0284
5	2/1/2016 4:00	21.485	21.628	-0.2103	-0.0284
6	2/1/2016 5:00	21.39	21.557	-0.2103	-0.0284
7	2/1/2016 6:00	21.342	21.509	-0.2103	-0.0284
8	2/1/2016 7:00	21.175	21.437	-0.2103	-0.0284
9	2/1/2016 8:00	21.103	21.342	-0.2103	-0.0284
10	2/1/2016 9:00	21.437	21.366	-0.2103	-0.0284
11	2/1/2016 10:00	21.772	21.557	-0.2103	-0.0284
12	2/1/2016 11:00	21.795	21.628	-0.2103	-0.0284
13	2/1/2016 12:00	22.106	21.843	-0.2103	-0.0284
14	2/1/2016 13:00	22.178	21.963	-0.209	-0.0278
15	2/1/2016 14:00	22.202	22.011	-0.2103	-0.0278
16	2/1/2016 15:00	22.321	22.13	-0.2103	-0.0278
17	2/1/2016 16:00	22.369	22.226	-0.2103	-0.0278
18	2/1/2016 17:00	22.369	22.25	-0.2103	-0.0278
19	2/1/2016 18:00	22.369	22.25	-0.209	-0.0278
20	2/1/2016 19:00	22.393	22.298	-0.2103	-0.0278
21	2/1/2016 20:00	22.13	22.202	-0.2103	-0.0278
22	2/1/2016 21:00	21.867	22.058	-0.2103	-0.0278
23	2/1/2016 22:00	21.628	21.915	-0.2103	-0.0278
24	2/1/2016 23:00	21.533	21.795	-0.2103	-0.0278
25	2/2/2016 0:00	21.485	21.7	-0.2103	-0.0278
26	2/2/2016 1:00	21.366	21.604	-0.2103	-0.0284
27	2/2/2016 2:00	21.27	21.533	-0.2103	-0.0278
28	2/2/2016 3:00	21.151	21.437	-0.2103	-0.0284
29	2/2/2016 4:00	21.056	21.342	-0.2103	-0.0284
30	2/2/2016 5:00	20.984	21.246	-0.2103	-0.0284
31	2/2/2016 6:00	20.841	21.151	-0.2103	-0.0284
32	2/2/2016 7:00	20.388	20.96	-0.2103	-0.0284
33	2/2/2016 8:00	20.15	20.722	-0.2116	-0.0284
34	2/2/2016 9:00	20.436	20.627	-0.2103	-0.0284
35	2/2/2016 10:00	20.913	20.793	-0.2103	-0.0284
36	2/2/2016 11:00	21.246	21.032	-0.2116	-0.0284
37	2/2/2016 12:00	20.579	20.412	-0.2103	-0.0278
38	2/2/2016 13:00	20.198	20.007	-0.2116	-0.0278
39	2/2/2016 14:00	20.555	20.412	-0.2064	-0.0303
40	2/2/2016 15:00	20.984	20.865	-0.2051	-0.0303
41	2/2/2016 16:00	20.531	20.817	-0.0185	-0.024
42	2/2/2016 17:00	21.27	21.819	-0.0156	-0.024
43	2/2/2016 18:00	21.39	21.056	-0.0191	-0.0265
44	2/2/2016 19:00	21.27	20.579	-0.0185	-0.0265
45	2/2/2016 20:00	21.008	19.96	-0.0167	-0.0259
46	2/2/2016 21:00	17.058	9.78	-0.0191	-0.0609
47	2/2/2016 22:00	13.714	12.413	-0.0008	-0.0362
48	2/2/2016 23:00	12.751	11.419	-0.0019	-0.0369
49	2/3/2016 0:00	11.443	10.124	-0.0025	-0.0382
50	2/3/2016 1:00	10.173	8.841	-0.0025	-0.0389
51	2/3/2016 2:00	8.965	7.645	-0.0036	-0.0389
52	2/3/2016 3:00	7.895	6.661	-0.0047	-0.0402
53	2/3/2016 4:00	6.889	5.719	-0.0036	-0.0409
54	2/3/2016 5:00	6.026	4.921	-0.0052	-0.0409
55	2/3/2016 6:00	5.205	4.141	-0.0052	-0.0416
56	2/3/2016 7:00	4.454	3.433	-0.0052	-0.0416
57	2/3/2016 8:00	3.775	2.85	-0.0052	-0.043
58	2/3/2016 9:00	3.221	2.396	-0.0052	-0.043
59	2/3/2016 10:00	2.717	2.074	-0.0052	-0.043
60	2/3/2016 11:00	2.584	2.503	-0.0052	-0.0436
61	2/3/2016 12:00	3.591	5.385	-0.0069	-0.043
62	2/3/2016 13:00	7.67	11.297	-0.0063	-0.0349
63	2/3/2016 14:00	9.78	12.558	-0.0047	-0.0323
64	2/3/2016 15:00	12.074	15.27	-0.0003	-0.0284
65	2/3/2016 16:00	13.858	16.963	0.0013	-0.0278
66	2/3/2016 17:00	15.151	17.534	-0.0019	-0.0191
67	2/3/2016 18:00	15.438	16.63	-0.0069	-0.0222
68	2/3/2016 19:00	13.81	14.242	-0.0138	-0.0436
69	2/3/2016 20:00	13.088	13.04	-0.0138	-0.0436
70	2/3/2016 21:00	12.364	12.34	-0.0132	-0.045
71	2/3/2016 22:00	11.492	11.151	-0.0138	-0.0457
72	2/3/2016 23:00	10.638	10.467	-0.0132	-0.0471
73	2/4/2016 0:00	9.854	9.583	-0.0138	-0.0471
74	2/4/2016 1:00	8.99	8.693	-0.0138	-0.0471
75	2/4/2016 2:00	8.12	7.77	-0.0138	-0.0478
76	2/4/2016 3:00	7.293	6.965	-0.0138	-0.0478
77	2/4/2016 4:00	6.56	6.23	-0.015	-0.0485
78	2/4/2016 5:00	5.924	5.591	-0.015	-0.0499
79	2/4/2016 6:00	5.334	5.024	-0.015	-0.0506
80	2/4/2016 7:00	4.714	4.376	-0.0156	-0.0506
81	2/4/2016 8:00	4.115	3.775	-0.0156	-0.0506
82	2/4/2016 9:00	3.696	3.406	-0.0156	-0.0506
83	2/4/2016 10:00	5.437	6.458	-0.0259	-0.0609
84	2/4/2016 11:00	8.916	12.219	-0.0362	-0.067
85	2/4/2016 12:00	15.103	17.867	-0.0362	-0.0654
86	2/4/2016 13:00	15.079	19.627	-0.0855	-0.115
87	2/4/2016 14:00	20.889	26.5	-0.0847	-0.1094
88	2/4/2016 15:00	22.202	24.122	-0.0814	-0.1057
89	2/4/2016 16:00	20.198	20.722	-0.0485	-0.1075
90	2/4/2016 17:00	19.199	19.294	-0.0789	-0.0725
91	2/4/2016 18:00	18.295	18.557	-0.0864	-0.1048
92	2/4/2016 19:00	18.438	18.675	-0.0864	-0.0932
93	2/4/2016 20:00	18.533	18.604	-0.0958	-0.0855
94	2/4/2016 21:00	18.485	18.414	-0.1012	-0.0958
95	2/4/2016 22:00	17.201	16.463	-0.0814	-0.0976
96	2/4/2016 23:00	15.581	14.912	-0.0814	-0.0994
97	2/5/2016 0:00	13.858	13.353	-0.083	-0.1003
98	2/5/2016 1:00	12.098	11.807	-0.0847	-0.1012
99	2/5/2016 2:00	10.418	10.271	-0.0855	-0.1039
100	2/5/2016 3:00	8.866	8.841	-0.0855	-0.1048
101	2/5/2016 4:00	7.594	7.645	-0.0864	-0.1057
102	2/5/2016 5:00	6.509	6.611	-0.0864	-0.1075
103	2/5/2016 6:00	5.591	5.719	-0.0881	-0.1075
104	2/5/2016 7:00	4.766	4.947	-0.0889	-0.1085
105	2/5/2016 8:00	4.115	4.298	-0.0889	-0.1094
106	2/5/2016 9:00	3.591	3.801	-0.0889	-0.1094
107	2/5/2016 10:00	3.221	3.433	-0.0898	-0.1103
108	2/5/2016 11:00	5.719	6.611	-0.0822	-0.1085
109	2/5/2016 12:00	9.213	10.932	-0.0805	-0.103
110	2/5/2016 13:00	12.678	14.984	-0.0781	-0.0994
111	2/5/2016 14:00	16.534	18.961	-0.0757	-0.0958
112	2/5/2016 15:00	19.674	20.913	-0.0757	-0.103
113	2/5/2016 16:00	26.72	26.451	-0.1287	-0.0789
114	2/5/2016 17:00	30.773	28.221	-0.0781	-0.0389
115	2/5/2016 18:00	15.533	15.652	0.1908	0.1519
116	2/5/2016 19:00	11.297	11.053	0.1908	0.1527
117	2/5/2016 20:00	9.756	9.534	0.1898	0.1542
118	2/5/2016 21:00	8.792	8.494	0.1891	0.1538
119	2/5/2016 22:00	7.494	7.268	0.1881	0.1538
120	2/5/2016 23:00	6.077	5.77	0.1876	0.1532
121	2/6/2016 0:00	4.324	3.88	0.1876	0.1538
122	2/6/2016 1:00	4.141	3.958	0.1866	0.1538
123	2/6/2016 2:00	3.801	3.67	0.1859	0.1538
124	2/6/2016 3:00	3.854	3.459	0.1853	0.1527
125	2/6/2016 4:00	6.102	6.051	0.1843	0.1523
126	2/6/2016 5:00	4.428	4.194	0.1843	0.1527
127	2/6/2016 6:00	3.116	2.903	0.1843	0.1527
128	2/6/2016 7:00	3.67	3.538	0.1836	0.1523
129	2/6/2016 8:00	3.063	3.089	0.1836	0.1523
130	2/6/2016 9:00	8.27	9.336	0.1803	0.1503
131	2/6/2016 10:00	13.906	13.954	0.1783	0.1484
132	2/6/2016 11:00	18.081	18.105	0.1783	0.1466
133	2/6/2016 12:00	20.222	20.674	0.1793	0.1466
134	2/6/2016 13:00	23.954	25.768	0.1797	0.1459
135	2/6/2016 14:00	25.623	26.28	0.1816	0.1459
136	2/6/2016 15:00	25.574	24.919	0.183	0.1455
137	2/6/2016 16:00	25.866	25.647	0.1836	0.145
138	2/6/2016 17:00	20.079	20.817	0.184	0.1446
139	2/6/2016 18:00	15.199	16.01	0.1836	0.1446
140	2/6/2016 19:00	12.413	12.05	0.182	0.1434
141	2/6/2016 20:00	9.903	9.435	0.1803	0.143
142	2/6/2016 21:00	8.543	8.319	0.1793	0.1425
143	2/6/2016 22:00	7.77	7.242	0.1779	0.1416
144	2/6/2016 23:00	7.444	7.091	0.1765	0.1421
145	2/7/2016 0:00	6.382	6.102	0.1762	0.1416
146	2/7/2016 1:00	5.719	5.437	0.1752	0.1421
147	2/7/2016 2:00	5.514	5.205	0.1742	0.1425
148	2/7/2016 3:00	5.488	5.385	0.1732	0.1421
149	2/7/2016 4:00	4.428	4.194	0.1724	0.1421
150	2/7/2016 5:00	3.775	3.274	0.1724	0.1416
151	2/7/2016 6:00	4.688	4.532	0.1714	0.1416
152	2/7/2016 7:00	2.877	2.53	0.1709	0.1412
153	2/7/2016 8:00	4.61	4.454	0.1699	0.1405
154	2/7/2016 9:00	8.17	9.336	0.1677	0.14
155	2/7/2016 10:00	14.553	15.963	0.1656	0.1382
156	2/7/2016 11:00	20.913	20.388	0.1652	0.137
157	2/7/2016 12:00	26.256	27.505	0.1667	0.137
158	2/7/2016 13:00	31.103	31.791	0.1685	0.1375
159	2/7/2016 14:00	34.757	33.027	0.1703	0.1382
160	2/7/2016 15:00	33.94	32.975	0.1724	0.1382
161	2/7/2016 16:00	34.995	33.809	0.1732	0.1366
162	2/7/2016 17:00	30.95	31.816	0.1732	0.1347
163	2/7/2016 18:00	21.987	22.992	0.1738	0.1326
164	2/7/2016 19:00	16.725	16.296	0.1718	0.1312
165	2/7/2016 20:00	14.433	14.242	0.1695	0.1302
166	2/7/2016 21:00	12.63	12.558	0.1677	0.129
167	2/7/2016 22:00	11.637	11.2	0.1656	0.1281
168	2/7/2016 23:00	11.492	11.273	0.1638	0.1271
169	2/8/2016 0:00	9.386	9.163	0.1629	0.1266
170	2/8/2016 1:00	9.632	9.534	0.1615	0.1266
171	2/8/2016 2:00	9.46	9.139	0.16	0.1261
172	2/8/2016 3:00	7.015	6.813	0.1596	0.1256
173	2/8/2016 4:00	7.343	7.318	0.1585	0.1251
174	2/8/2016 5:00	9.287	9.262	0.157	0.1246
175	2/8/2016 6:00	5.975	5.565	0.1566	0.1246
176	2/8/2016 7:00	7.268	6.839	0.1562	0.1237
177	2/8/2016 8:00	7.82	7.645	0.1551	0.1237
178	2/8/2016 9:00	14.146	14.601	0.1527	0.1224
179	2/8/2016 10:00	19.936	20.317	0.1519	0.1224
180	2/8/2016 11:00	24.895	25.089	0.1527	0.1229
181	2/8/2016 12:00	30.9	30.925	0.1542	0.1242
182	2/8/2016 13:00	34.229	34.677	0.157	0.1256
183	2/8/2016 14:00	39.375	36.796	0.159	0.1276
184	2/8/2016 15:00	35.102	32.742	0.1604	0.1261
185	2/8/2016 16:00	32.975	32.227	0.1608	0.1237
186	2/8/2016 17:00	29.49	30.444	0.16	0.1214
187	2/8/2016 18:00	22.154	23.112	0.159	0.1174
188	2/8/2016 19:00	17.534	17.368	0.157	0.1153
189	2/8/2016 20:00	14.242	13.906	0.1547	0.1138
190	2/8/2016 21:00	12.122	11.71	0.1523	0.1122
191	2/8/2016 22:00	12.509	12.461	0.1503	0.1117
192	2/8/2016 23:00	10.296	10.173	0.149	0.1112
193	2/9/2016 0:00	8.593	8.245	0.1479	0.1122
194	2/9/2016 1:00	8.693	8.543	0.1466	0.1117
195	2/9/2016 2:00	7.995	7.845	0.1455	0.1112
196	2/9/2016 3:00	8.891	8.717	0.1446	0.1107
197	2/9/2016 4:00	5.821	5.591	0.1441	0.1101
198	2/9/2016 5:00	7.444	7.368	0.143	0.1096
199	2/9/2016 6:00	4.921	4.532	0.1425	0.1096
200	2/9/2016 7:00	4.532	4.428	0.1421	0.1091
201	2/9/2016 8:00	4.869	4.74	0.1416	0.1085
202	2/9/2016 9:00	11.637	11.929	0.1391	0.1085
203	2/9/2016 10:00	20.603	21.557	0.1396	0.1091
204	2/9/2016 11:00	25.623	25.428	0.1416	0.1112
205	2/9/2016 12:00	34.942	34.124	0.1441	0.1148
206	2/9/2016 13:00	34.36	35.022	0.1466	0.1153
207	2/9/2016 14:00	40.171	37.618	0.1479	0.1184
208	2/9/2016 15:00	41.531	38.004	0.1495	0.1194
209	2/9/2016 16:00	38.896	38.784	0.1495	0.1153
210	2/9/2016 17:00	29.941	28.766	0.149	0.1107
211	2/9/2016 18:00	24.992	25.72	0.147	0.1069
212	2/9/2016 19:00	18.057	17.629	0.145	0.1025
213	2/9/2016 20:00	16.272	15.891	0.1421	0.1009
214	2/9/2016 21:00	14.673	14.481	0.14	0.0992
215	2/9/2016 22:00	13.281	13.137	0.1387	0.0981
216	2/9/2016 23:00	10.736	10.59	0.1375	0.0969
217	2/10/2016 0:00	10.369	10.296	0.1366	0.0963
218	2/10/2016 1:00	9.682	9.509	0.1357	0.0961
219	2/10/2016 2:00	9.485	9.163	0.1347	0.0955
220	2/10/2016 3:00	6.636	6.23	0.1335	0.0955
221	2/10/2016 4:00	7.67	7.544	0.1331	0.0949
222	2/10/2016 5:00	7.494	7.242	0.1321	0.0949
223	2/10/2016 6:00	6.99	6.636	0.1317	0.0937
224	2/10/2016 7:00	6.535	5.719	0.1312	0.0937
225	2/10/2016 8:00	7.77	7.569	0.1302	0.0932
226	2/10/2016 9:00	12.001	13.137	0.129	0.0949
227	2/10/2016 10:00	17.249	17.605	0.1302	0.0955
228	2/10/2016 11:00	25.768	25.477	0.1326	0.0992
229	2/10/2016 12:00	31.944	32.742	0.1357	0.1031
230	2/10/2016 13:00	34.836	37.178	0.1382	0.1047
231	2/10/2016 14:00	38.032	37.866	0.1396	0.1075
232	2/10/2016 15:00	42.001	38.896	0.1412	0.1096
233	2/10/2016 16:00	42.564	37.7	0.1412	0.108
234	2/10/2016 17:00	27.53	27.21	0.1396	0.1003
235	2/10/2016 18:00	20.46	21.199	0.1375	0.0955
236	2/10/2016 19:00	16.534	16.249	0.1352	0.092
237	2/10/2016 20:00	15.199	14.96	0.1331	0.0908
238	2/10/2016 21:00	12.171	11.589	0.1317	0.0893
239	2/10/2016 22:00	11.151	10.785	0.1302	0.0881
240	2/10/2016 23:00	10.296	10.051	0.1285	0.0869
241	2/11/2016 0:00	9.238	9.015	0.1276	0.0857
242	2/11/2016 1:00	8.742	8.295	0.1261	0.085
243	2/11/2016 2:00	7.87	7.87	0.1256	0.0844
244	2/11/2016 3:00	7.041	6.839	0.1246	0.0844
245	2/11/2016 4:00	5.719	4.999	0.1237	0.0841
246	2/11/2016 5:00	6.128	5.821	0.1224	0.0841
247	2/11/2016 6:00	4.947	4.584	0.1224	0.0829
248	2/11/2016 7:00	4.246	3.854	0.1214	0.0829
249	2/11/2016 8:00	5.616	5.411	0.1214	0.0822
250	2/11/2016 9:00	9.509	11.297	0.1209	0.0841
251	2/11/2016 10:00	18.889	21.7	0.1229	0.0863
252	2/11/2016 11:00	25.525	26.207	0.1261	0.0902
253	2/11/2016 12:00	34.704	30.722	0.1297	0.0961
254	2/11/2016 13:00	35.288	36.254	0.1321	0.0975
255	2/11/2016 14:00	42.297	36.878	0.1342	0.1031
256	2/11/2016 15:00	39.121	37.563	0.1352	0.1025
257	2/11/2016 16:00	38.421	36.715	0.1352	0.1003
258	2/11/2016 17:00	32.047	32.253	0.1335	0.0961
259	2/11/2016 18:00	26.036	28.493	0.1312	0.0893
260	2/11/2016 19:00	16.368	16.01	0.1285	0.0841
261	2/11/2016 20:00	14.96	14.361	0.1261	0.0822
262	2/11/2016 21:00	13.473	13.257	0.1242	0.0803
263	2/11/2016 22:00	11.248	10.858	0.1224	0.0794
264	2/11/2016 23:00	9.977	9.682	0.1209	0.0781
265	2/12/2016 0:00	9.46	8.99	0.1194	0.0775
266	2/12/2016 1:00	9.977	9.903	0.1189	0.0768
267	2/12/2016 2:00	7.242	7.015	0.1179	0.0758
268	2/12/2016 3:00	7.695	7.293	0.1169	0.0758
269	2/12/2016 4:00	7.995	7.569	0.1164	0.0758
270	2/12/2016 5:00	7.995	7.745	0.1153	0.0752
271	2/12/2016 6:00	8.045	7.82	0.1153	0.0752
272	2/12/2016 7:00	6.864	6.661	0.1148	0.0738
273	2/12/2016 8:00	7.72	7.519	0.1143	0.0745
274	2/12/2016 9:00	11.127	11.783	0.1143	0.0758
275	2/12/2016 10:00	17.439	18.533	0.1164	0.0781
276	2/12/2016 11:00	25.38	25.307	0.1194	0.0829
277	2/12/2016 12:00	28.717	27.604	0.1224	0.0863
278	2/12/2016 13:00	35.155	36.715	0.1271	0.0908
279	2/12/2016 14:00	38.393	39.573	0.129	0.0943
280	2/12/2016 15:00	42.654	37.755	0.1307	0.0963
281	2/12/2016 16:00	32.124	32.33	0.129	0.0908
282	2/12/2016 17:00	26.695	26.965	0.1271	0.0863
283	2/12/2016 18:00	19.341	19.365	0.1246	0.0797
284	2/12/2016 19:00	16.415	16.034	0.1219	0.0775
285	2/12/2016 20:00	14.529	14.242	0.1199	0.0752
286	2/12/2016 21:00	13.594	13.281	0.1184	0.0738
287	2/12/2016 22:00	12.775	12.461	0.1174	0.0732
288	2/12/2016 23:00	10.81	10.247	0.1164	0.0722
289	2/13/2016 0:00	8.99	8.568	0.1153	0.0708
290	2/13/2016 1:00	8.668	8.295	0.1143	0.0702
291	2/13/2016 2:00	7.393	7.066	0.1133	0.0695
292	2/13/2016 3:00	6.611	6.281	0.1122	0.0691
293	2/13/2016 4:00	6.636	6.433	0.1117	0.0691
294	2/13/2016 5:00	4.921	4.48	0.1107	0.0684
295	2/13/2016 6:00	5.924	5.668	0.1107	0.0684
296	2/13/2016 7:00	4.895	4.74	0.1101	0.0678
297	2/13/2016 8:00	4.973	4.714	0.1091	0.0671
298	2/13/2016 9:00	9.558	10.394	0.1101	0.0691
299	2/13/2016 10:00	17.225	17.938	0.1128	0.0722
300	2/13/2016 11:00	22.417	23.497	0.1159	0.0768
301	2/13/2016 12:00	28.023	30.091	0.1199	0.0816
302	2/13/2016 13:00	32.304	32.587	0.1229	0.085
303	2/13/2016 14:00	32.587	33.235	0.1246	0.0881
304	2/13/2016 15:00	30.672	32.021	0.1251	0.0869
305	2/13/2016 16:00	30.95	31.842	0.1246	0.085
306	2/13/2016 17:00	26.916	27.776	0.1229	0.0822
307	2/13/2016 18:00	20.103	21.604	0.1209	0.0758
308	2/13/2016 19:00	14.625	13.738	0.1184	0.0715
309	2/13/2016 20:00	12.678	11.953	0.1159	0.0695
