"Plot Title: 10859596"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859596, SEN S/N: 10868965)","Temp, °F (LGR S/N: 10859596, SEN S/N: 10868970)","Water Content, m³/m³ (LGR S/N: 10859596, SEN S/N: 10879366)","Water Content, m³/m³ (LGR S/N: 10859596, SEN S/N: 10879382)"
1,04/11/17 05:00:01 PM,79.831,95.230,0.0152,0.1117
2,04/11/17 06:00:01 PM,74.338,80.184,0.0071,0.1080
3,04/11/17 07:00:01 PM,63.390,64.418,-0.0008,0.1031
4,04/11/17 08:00:01 PM,54.387,56.858,-0.0063,0.0998
5,04/11/17 09:00:01 PM,48.004,49.649,-0.0086,0.0975
6,04/11/17 10:00:01 PM,46.796,47.199,-0.0115,0.0963
7,04/11/17 11:00:01 PM,38.606,42.294,-0.0132,0.0949
8,04/12/17 12:00:01 AM,39.783,42.386,-0.0138,0.0943
9,04/12/17 01:00:01 AM,39.360,41.554,-0.0138,0.0943
10,04/12/17 02:00:01 AM,39.596,40.858,-0.0150,0.0937
11,04/12/17 03:00:01 AM,37.846,39.596,-0.0156,0.0932
12,04/12/17 04:00:01 AM,40.719,41.277,-0.0156,0.0937
13,04/12/17 05:00:01 AM,40.532,41.230,-0.0156,0.0937
14,04/12/17 06:00:01 AM,38.937,40.064,-0.0156,0.0932
15,04/12/17 07:00:01 AM,40.626,40.905,-0.0156,0.0937
16,04/12/17 08:00:01 AM,58.239,50.576,-0.0132,0.0992
17,04/12/17 09:00:01 AM,69.643,56.251,-0.0097,0.1031
18,04/12/17 10:00:01 AM,78.559,73.774,-0.0019,0.1058
19,04/12/17 11:00:01 AM,80.713,83.064,0.0050,0.1075
20,04/12/17 12:00:01 PM,87.710,106.126,0.0137,0.1101
21,04/12/17 01:00:01 PM,89.316,117.999,0.0190,0.1117
22,04/12/17 02:00:01 PM,89.546,118.710,0.0205,0.1122
23,04/12/17 03:00:01 PM,88.488,108.723,0.0200,0.1122
24,04/12/17 04:00:01 PM,88.671,101.962,0.0176,0.1107
25,04/12/17 05:00:01 PM,82.308,88.902,0.0107,0.1080
26,04/12/17 06:00:01 PM,75.074,77.902,0.0040,0.1042
27,04/12/17 07:00:01 PM,66.472,67.158,-0.0025,0.0998
28,04/12/17 08:00:01 PM,53.645,55.819,-0.0069,0.0955
29,04/12/17 09:00:01 PM,47.467,51.017,-0.0103,0.0932
30,04/12/17 10:00:01 PM,43.579,45.444,-0.0138,0.0908
31,04/12/17 11:00:01 PM,37.702,40.764,-0.0150,0.0893
32,04/13/17 12:00:01 AM,39.783,40.905,-0.0167,0.0893
33,04/13/17 01:00:01 AM,35.443,38.322,-0.0173,0.0881
34,04/13/17 02:00:01 AM,40.485,41.740,-0.0173,0.0893
35,04/13/17 03:00:01 AM,46.166,47.467,-0.0150,0.0908
36,04/13/17 04:00:01 AM,45.172,46.526,-0.0150,0.0908
37,04/13/17 05:00:01 AM,35.976,38.179,-0.0185,0.0881
38,04/13/17 06:00:01 AM,37.702,39.407,-0.0173,0.0881
39,04/13/17 07:00:01 AM,42.663,43.716,-0.0167,0.0896
40,04/13/17 08:00:01 AM,56.035,51.325,-0.0138,0.0943
41,04/13/17 09:00:01 AM,58.582,57.333,-0.0103,0.0949
42,04/13/17 10:00:01 AM,59.702,60.818,-0.0086,0.0961
43,04/13/17 11:00:01 AM,69.300,73.904,-0.0025,0.0998
44,04/13/17 12:00:01 PM,71.404,85.802,0.0029,0.1009
45,04/13/17 01:00:01 PM,68.185,77.596,0.0040,0.1009
46,04/13/17 02:00:01 PM,76.725,99.019,0.0097,0.1031
47,04/13/17 03:00:01 PM,74.295,90.891,0.0107,0.1036
48,04/13/17 04:00:01 PM,73.299,85.849,0.0097,0.1025
49,04/13/17 05:00:01 PM,68.313,81.199,0.0056,0.1009
50,04/13/17 06:00:01 PM,64.674,69.901,-0.0008,0.0981
51,04/13/17 07:00:01 PM,54.604,57.204,-0.0086,0.0926
52,04/13/17 08:00:01 PM,46.391,49.249,-0.0132,0.0893
53,04/13/17 09:00:01 PM,44.127,46.841,-0.0138,0.0881
54,04/13/17 10:00:01 PM,40.858,42.800,-0.0167,0.0869
55,04/13/17 11:00:01 PM,44.901,47.602,-0.0150,0.0881
56,04/14/17 12:00:01 AM,42.663,45.761,-0.0156,0.0875
57,04/14/17 01:00:01 AM,43.030,45.444,-0.0167,0.0875
58,04/14/17 02:00:01 AM,44.445,46.211,-0.0167,0.0875
59,04/14/17 03:00:01 AM,43.488,45.489,-0.0167,0.0875
60,04/14/17 04:00:01 AM,42.433,44.809,-0.0173,0.0869
61,04/14/17 05:00:01 AM,41.416,43.671,-0.0167,0.0863
62,04/14/17 06:00:01 AM,40.858,43.214,-0.0173,0.0863
63,04/14/17 07:00:01 AM,41.277,43.488,-0.0173,0.0863
64,04/14/17 08:00:01 AM,45.444,48.360,-0.0156,0.0887
65,04/14/17 09:00:01 AM,48.360,52.246,-0.0132,0.0896
66,04/14/17 10:00:01 AM,52.686,58.842,-0.0103,0.0914
67,04/14/17 11:00:01 AM,59.358,67.413,-0.0063,0.0943
68,04/14/17 12:00:01 PM,70.502,94.800,0.0029,0.0981
69,04/14/17 01:00:01 PM,69.386,98.920,0.0087,0.0998
70,04/14/17 02:00:01 PM,71.920,100.207,0.0112,0.1003
71,04/14/17 03:00:01 PM,68.785,88.855,0.0107,0.1003
72,04/14/17 04:00:01 PM,70.887,91.216,0.0097,0.1003
73,04/14/17 05:00:01 PM,65.701,80.935,0.0050,0.0975
74,04/14/17 06:00:01 PM,62.105,68.142,-0.0019,0.0949
75,04/14/17 07:00:01 PM,53.908,55.733,-0.0103,0.0896
76,04/14/17 08:00:01 PM,35.346,39.690,-0.0173,0.0841
77,04/14/17 09:00:01 PM,31.541,35.346,-0.0203,0.0810
78,04/14/17 10:00:01 PM,32.342,34.907,-0.0210,0.0803
79,04/14/17 11:00:01 PM,27.799,30.987,-0.0240,0.0794
80,04/15/17 12:00:01 AM,29.097,32.293,-0.0240,0.0794
81,04/15/17 01:00:01 AM,26.537,29.714,-0.0259,0.0781
82,04/15/17 02:00:01 AM,27.799,30.884,-0.0259,0.0781
83,04/15/17 03:00:01 AM,28.321,30.429,-0.0259,0.0781
84,04/15/17 04:00:01 AM,28.684,30.072,-0.0265,0.0781
85,04/15/17 05:00:01 AM,29.970,31.188,-0.0265,0.0781
86,04/15/17 06:00:01 AM,29.046,30.123,-0.0265,0.0781
87,04/15/17 07:00:01 AM,30.783,31.289,-0.0265,0.0787
88,04/15/17 08:00:01 AM,47.871,41.043,-0.0228,0.0857
89,04/15/17 09:00:01 AM,64.888,52.509,-0.0173,0.0902
90,04/15/17 10:00:01 AM,74.295,67.071,-0.0115,0.0949
91,04/15/17 11:00:01 AM,77.815,77.639,-0.0036,0.0969
92,04/15/17 12:00:01 PM,81.466,104.000,0.0056,0.0998
93,04/15/17 01:00:01 PM,85.352,111.497,0.0107,0.1014
94,04/15/17 02:00:01 PM,85.802,110.509,0.0122,0.1020
95,04/15/17 03:00:01 PM,85.894,104.256,0.0127,0.1025
96,04/15/17 04:00:01 PM,86.527,104.565,0.0122,0.1020
97,04/15/17 05:00:01 PM,80.051,89.638,0.0050,0.0986
98,04/15/17 06:00:01 PM,73.170,79.480,-0.0019,0.0949
99,04/15/17 07:00:01 PM,62.533,65.444,-0.0086,0.0893
100,04/15/17 08:00:01 PM,45.217,49.914,-0.0150,0.0841
101,04/15/17 09:00:01 PM,45.534,47.826,-0.0167,0.0816
102,04/15/17 10:00:01 PM,44.582,47.019,-0.0185,0.0810
103,04/15/17 11:00:01 PM,41.554,43.945,-0.0191,0.0794
104,04/16/17 12:00:01 AM,42.570,43.808,-0.0210,0.0794
105,04/16/17 01:00:01 AM,42.525,43.990,-0.0203,0.0787
106,04/16/17 02:00:01 AM,43.122,43.030,-0.0228,0.0781
