"Plot Title: 10859597"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859597, SEN S/N: 10868958)"
1,04/11/17 12:00:01 PM,72.136
2,04/11/17 01:00:01 PM,226.765
3,04/11/17 02:00:01 PM,139.010
4,04/11/17 03:00:01 PM,90.286
5,04/11/17 04:00:01 PM,-888.880
6,04/11/17 05:00:01 PM,-888.880
7,04/11/17 06:00:01 PM,98.380
8,04/11/17 07:00:01 PM,-888.880
9,04/11/17 08:00:01 PM,-888.880
10,04/11/17 09:00:01 PM,-10.613
11,04/11/17 10:00:01 PM,-888.880
12,04/11/17 11:00:01 PM,-888.880
13,04/12/17 12:00:01 AM,-85.995
14,04/12/17 01:00:01 AM,-888.880
15,04/12/17 02:00:01 AM,-888.880
16,04/12/17 03:00:01 AM,78.777
17,04/12/17 04:00:01 AM,-888.880
18,04/12/17 05:00:01 AM,-888.880
19,04/12/17 06:00:01 AM,68.956
20,04/12/17 07:00:01 AM,-888.880
21,04/12/17 08:00:01 AM,-888.880
22,04/12/17 09:00:01 AM,-888.880
23,04/12/17 10:00:01 AM,-888.880
24,04/12/17 11:00:01 AM,-888.880
25,04/12/17 12:00:01 PM,-888.880
26,04/12/17 01:00:01 PM,-888.880
27,04/12/17 02:00:01 PM,-888.880
