"Plot Title: 10859604"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859604, SEN S/N: 10868939)","Water Content, m³/m³ (LGR S/N: 10859604, SEN S/N: 10879387)","Water Content, m³/m³ (LGR S/N: 10859604, SEN S/N: 10880700)","Temp, °F (LGR S/N: 10859604, SEN S/N: -1)"
1,04/11/17 04:00:01 PM,112.273,0.0341,0.0653,105.031
2,04/11/17 05:00:01 PM,109.965,0.0328,0.0646,100.657
3,04/11/17 06:00:01 PM,87.210,0.0288,0.0581,86.482
4,04/11/17 07:00:01 PM,63.775,0.0238,0.0536,67.798
5,04/11/17 08:00:01 PM,53.341,0.0190,0.0501,58.755
6,04/11/17 09:00:01 PM,48.315,0.0161,0.0474,52.772
7,04/11/17 10:00:01 PM,46.031,0.0147,0.0462,50.180
8,04/11/17 11:00:01 PM,42.570,0.0122,0.0446,44.492
9,04/12/17 12:00:01 AM,42.570,0.0112,0.0442,44.719
10,04/12/17 01:00:01 AM,41.137,0.0107,0.0434,43.075
11,04/12/17 02:00:01 AM,40.532,0.0097,0.0425,42.341
12,04/12/17 03:00:01 AM,40.064,0.0087,0.0425,41.740
13,04/12/17 04:00:01 AM,41.463,0.0087,0.0434,43.075
14,04/12/17 05:00:01 AM,41.369,0.0087,0.0434,42.984
15,04/12/17 06:00:01 AM,39.407,0.0081,0.0421,40.811
16,04/12/17 07:00:01 AM,40.626,0.0081,0.0421,42.017
17,04/12/17 08:00:01 AM,60.561,0.0166,0.0470,56.858
18,04/12/17 09:00:01 AM,87.163,0.0252,0.0544,71.490
19,04/12/17 10:00:01 AM,105.552,0.0310,0.0614,87.073
20,04/12/17 11:00:01 AM,113.221,0.0341,0.0671,101.862
21,04/12/17 12:00:01 PM,126.160,0.0363,0.0708,114.634
22,04/12/17 01:00:01 PM,134.056,0.0392,0.0738,121.552
23,04/12/17 02:00:01 PM,141.179,0.0421,0.0758,123.291
24,04/12/17 03:00:01 PM,138.628,0.0421,0.0745,124.047
25,04/12/17 04:00:01 PM,125.643,0.0401,0.0678,108.991
26,04/12/17 05:00:01 PM,104.050,0.0350,0.0628,93.328
27,04/12/17 06:00:01 PM,83.287,0.0328,0.0588,85.352
28,04/12/17 07:00:01 PM,65.530,0.0274,0.0547,69.213
29,04/12/17 08:00:01 PM,55.299,0.0224,0.0509,59.529
30,04/12/17 09:00:01 PM,49.782,0.0186,0.0490,53.427
31,04/12/17 10:00:01 PM,44.901,0.0152,0.0462,47.602
32,04/12/17 11:00:01 PM,41.090,0.0127,0.0442,44.037
33,04/13/17 12:00:01 AM,40.626,0.0127,0.0434,45.806
34,04/13/17 01:00:01 AM,38.415,0.0097,0.0421,41.925
35,04/13/17 02:00:01 AM,41.925,0.0107,0.0425,45.354
36,04/13/17 03:00:01 AM,47.289,0.0127,0.0442,50.664
37,04/13/17 04:00:01 AM,46.706,0.0127,0.0442,50.180
38,04/13/17 05:00:01 AM,39.313,0.0097,0.0421,42.525
39,04/13/17 06:00:01 AM,39.124,0.0087,0.0413,42.433
40,04/13/17 07:00:01 AM,44.173,0.0107,0.0421,47.154
41,04/13/17 08:00:01 AM,56.685,0.0166,0.0454,57.463
42,04/13/17 09:00:01 AM,63.732,0.0200,0.0482,65.574
43,04/13/17 10:00:01 AM,63.475,0.0205,0.0490,67.158
44,04/13/17 11:00:01 AM,79.831,0.0270,0.0547,82.798
45,04/13/17 12:00:01 PM,94.705,0.0274,0.0581,82.263
46,04/13/17 01:00:01 PM,105.447,0.0297,0.0599,92.386
47,04/13/17 02:00:01 PM,114.921,0.0306,0.0632,91.542
48,04/13/17 03:00:01 PM,123.165,0.0319,0.0632,98.184
49,04/13/17 04:00:01 PM,114.863,0.0310,0.0599,97.990
50,04/13/17 05:00:01 PM,102.317,0.0297,0.0588,89.638
51,04/13/17 06:00:01 PM,77.990,0.0261,0.0521,75.681
52,04/13/17 07:00:01 PM,56.383,0.0200,0.0490,59.702
53,04/13/17 08:00:01 PM,46.751,0.0152,0.0454,52.246
54,04/13/17 09:00:01 PM,43.488,0.0127,0.0442,48.672
55,04/13/17 10:00:01 PM,42.109,0.0122,0.0425,47.064
56,04/13/17 11:00:01 PM,47.019,0.0127,0.0442,50.664
57,04/14/17 12:00:01 AM,45.579,0.0122,0.0434,49.073
58,04/14/17 01:00:01 AM,45.444,0.0122,0.0425,49.161
59,04/14/17 02:00:01 AM,45.986,0.0122,0.0434,49.471
60,04/14/17 03:00:01 AM,45.172,0.0112,0.0425,48.493
61,04/14/17 04:00:01 AM,44.400,0.0112,0.0425,47.691
62,04/14/17 05:00:01 AM,43.579,0.0107,0.0421,46.751
63,04/14/17 06:00:01 AM,43.167,0.0107,0.0413,46.391
64,04/14/17 07:00:01 AM,43.945,0.0107,0.0421,47.019
65,04/14/17 08:00:01 AM,49.737,0.0127,0.0434,52.509
66,04/14/17 09:00:01 AM,60.303,0.0152,0.0462,59.315
67,04/14/17 10:00:01 AM,70.072,0.0186,0.0494,68.443
68,04/14/17 11:00:01 AM,79.876,0.0228,0.0536,76.899
69,04/14/17 12:00:01 PM,107.443,0.0283,0.0639,99.167
70,04/14/17 01:00:01 PM,116.650,0.0310,0.0678,108.349
71,04/14/17 02:00:01 PM,113.785,0.0319,0.0691,107.443
72,04/14/17 03:00:01 PM,116.128,0.0328,0.0678,107.073
73,04/14/17 04:00:01 PM,107.814,0.0310,0.0621,102.672
74,04/14/17 05:00:01 PM,94.658,0.0288,0.0599,92.151
75,04/14/17 06:00:01 PM,73.429,0.0261,0.0528,78.865
76,04/14/17 07:00:01 PM,53.951,0.0214,0.0482,61.075
77,04/14/17 08:00:01 PM,41.970,0.0147,0.0442,48.049
78,04/14/17 09:00:01 PM,37.179,0.0127,0.0421,42.892
79,04/14/17 10:00:01 PM,36.651,0.0107,0.0405,40.811
80,04/14/17 11:00:01 PM,34.223,0.0087,0.0392,38.464
81,04/15/17 12:00:01 AM,34.124,0.0081,0.0384,37.416
82,04/15/17 01:00:01 AM,30.936,0.0066,0.0371,34.664
83,04/15/17 02:00:01 AM,31.339,0.0066,0.0371,34.664
84,04/15/17 03:00:01 AM,30.987,0.0056,0.0363,34.075
85,04/15/17 04:00:01 AM,31.289,0.0056,0.0363,34.223
86,04/15/17 05:00:01 AM,31.491,0.0056,0.0354,33.978
87,04/15/17 06:00:01 AM,30.276,0.0050,0.0350,32.742
88,04/15/17 07:00:01 AM,31.692,0.0050,0.0350,33.879
89,04/15/17 08:00:01 AM,52.029,0.0127,0.0401,46.391
90,04/15/17 09:00:01 AM,76.028,0.0224,0.0490,62.490
91,04/15/17 10:00:01 AM,101.862,0.0297,0.0581,82.486
92,04/15/17 11:00:01 AM,116.766,0.0332,0.0632,98.676
93,04/15/17 12:00:01 PM,129.200,0.0354,0.0678,110.782
94,04/15/17 01:00:01 PM,138.324,0.0384,0.0702,115.551
95,04/15/17 02:00:01 PM,141.415,0.0401,0.0722,116.942
96,04/15/17 03:00:01 PM,135.648,0.0405,0.0708,118.058
97,04/15/17 04:00:01 PM,128.730,0.0413,0.0660,116.942
98,04/15/17 05:00:01 PM,103.590,0.0375,0.0621,100.308
99,04/15/17 06:00:01 PM,84.542,0.0341,0.0562,84.452
100,04/15/17 07:00:01 PM,65.403,0.0283,0.0521,69.256
101,04/15/17 08:00:01 PM,53.166,0.0224,0.0474,56.642
102,04/15/17 09:00:01 PM,50.664,0.0228,0.0454,54.387
103,04/15/17 10:00:01 PM,46.841,0.0205,0.0442,50.576
104,04/15/17 11:00:01 PM,46.031,0.0190,0.0425,49.471
105,04/16/17 12:00:01 AM,44.856,0.0186,0.0413,48.137
106,04/16/17 01:00:01 AM,45.761,0.0186,0.0421,48.360
107,04/16/17 02:00:01 AM,42.109,0.0166,0.0413,45.307
108,04/16/17 03:00:01 AM,43.534,0.0166,0.0405,46.121
109,04/16/17 04:00:01 AM,45.127,0.0166,0.0405,46.974
110,04/16/17 05:00:01 AM,45.579,0.0166,0.0405,47.289
111,04/16/17 06:00:01 AM,44.856,0.0166,0.0405,46.751
112,04/16/17 07:00:01 AM,47.557,0.0176,0.0405,49.028
113,04/16/17 08:00:01 AM,64.161,0.0228,0.0446,59.702
114,04/16/17 09:00:01 AM,84.632,0.0319,0.0528,75.594
115,04/16/17 10:00:01 AM,107.020,0.0375,0.0621,93.564
116,04/16/17 11:00:01 AM,126.289,0.0421,0.0684,115.954
117,04/16/17 12:00:01 PM,142.929,0.0442,0.0715,125.256
118,04/16/17 01:00:01 PM,146.140,0.0454,0.0722,124.299
119,04/16/17 02:00:01 PM,145.386,0.0462,0.0745,129.808
120,04/16/17 03:00:01 PM,121.674,0.0446,0.0691,115.608
121,04/16/17 04:00:01 PM,104.463,0.0405,0.0628,97.696
122,04/16/17 05:00:01 PM,87.210,0.0371,0.0588,86.754
123,04/16/17 06:00:01 PM,78.777,0.0341,0.0547,79.480
124,04/16/17 07:00:01 PM,68.913,0.0297,0.0517,71.274
125,04/16/17 08:00:01 PM,62.533,0.0274,0.0490,65.273
126,04/16/17 09:00:01 PM,57.117,0.0261,0.0470,60.474
127,04/16/17 10:00:01 PM,53.690,0.0238,0.0446,57.979
128,04/16/17 11:00:01 PM,50.621,0.0224,0.0434,54.604
129,04/17/17 12:00:01 AM,47.826,0.0200,0.0413,51.282
130,04/17/17 01:00:01 AM,49.959,0.0205,0.0413,53.602
131,04/17/17 02:00:01 AM,51.764,0.0214,0.0425,55.038
132,04/17/17 03:00:01 AM,53.820,0.0224,0.0425,56.772
133,04/17/17 04:00:01 AM,52.378,0.0214,0.0421,55.299
134,04/17/17 05:00:01 AM,52.466,0.0228,0.0413,55.386
135,04/17/17 06:00:01 AM,50.356,0.0205,0.0413,52.686
136,04/17/17 07:00:01 AM,53.078,0.0214,0.0413,55.558
137,04/17/17 08:00:01 AM,63.090,0.0261,0.0454,65.701
138,04/17/17 09:00:01 AM,69.942,0.0288,0.0474,73.083
139,04/17/17 10:00:01 AM,85.939,0.0341,0.0544,81.952
140,04/17/17 11:00:01 AM,96.386,0.0375,0.0562,91.870
141,04/17/17 12:00:01 PM,99.959,0.0413,0.0607,99.266
142,04/17/17 01:00:01 PM,120.452,0.0442,0.0660,112.662
143,04/17/17 02:00:01 PM,105.813,0.0446,0.0628,103.537
144,04/17/17 03:00:01 PM,105.760,0.0462,0.0628,113.054
145,04/17/17 04:00:01 PM,101.057,0.0446,0.0599,105.708
146,04/17/17 05:00:01 PM,112.105,0.0434,0.0607,105.343
147,04/17/17 06:00:01 PM,86.617,0.0401,0.0547,88.396
148,04/17/17 07:00:01 PM,70.158,0.0341,0.0509,72.783
149,04/17/17 08:00:01 PM,61.977,0.0306,0.0482,65.701
150,04/17/17 09:00:01 PM,56.122,0.0274,0.0446,60.174
151,04/17/17 10:00:01 PM,59.830,0.0283,0.0454,63.648
152,04/17/17 11:00:01 PM,59.959,0.0283,0.0462,63.475
153,04/18/17 12:00:01 AM,59.358,0.0274,0.0454,62.704
154,04/18/17 01:00:01 AM,56.901,0.0270,0.0446,60.132
155,04/18/17 02:00:01 AM,51.809,0.0247,0.0425,55.168
156,04/18/17 03:00:01 AM,50.621,0.0238,0.0421,53.908
157,04/18/17 04:00:01 AM,47.826,0.0224,0.0405,50.974
158,04/18/17 05:00:01 AM,53.078,0.0238,0.0421,56.208
159,04/18/17 06:00:01 AM,52.686,0.0252,0.0425,55.299
160,04/18/17 07:00:01 AM,56.035,0.0261,0.0434,58.626
161,04/18/17 08:00:01 AM,61.848,0.0288,0.0446,64.332
162,04/18/17 09:00:01 AM,76.681,0.0328,0.0490,75.985
163,04/18/17 10:00:01 AM,65.188,0.0190,0.0442,65.658
164,04/18/17 11:00:01 AM,69.728,0.0653,0.0671,75.160
165,04/18/17 12:00:01 PM,73.731,0.0768,0.0684,81.111
166,04/18/17 01:00:01 PM,74.899,0.0762,0.0671,77.553
167,04/18/17 02:00:01 PM,82.130,0.0758,0.0671,81.288
168,04/18/17 03:00:01 PM,79.128,0.0752,0.0671,78.645
169,04/18/17 04:00:01 PM,107.974,0.0781,0.0695,100.908
170,04/18/17 05:00:01 PM,80.139,0.0758,0.0664,84.317
171,04/18/17 06:00:01 PM,75.724,0.0732,0.0632,81.111
172,04/18/17 07:00:01 PM,63.475,0.0725,0.0599,68.356
173,04/18/17 08:00:01 PM,55.558,0.0691,0.0574,58.152
174,04/18/17 09:00:01 PM,56.208,0.0678,0.0570,58.755
175,04/18/17 10:00:01 PM,55.776,0.0664,0.0570,58.023
176,04/18/17 11:00:01 PM,55.386,0.0660,0.0562,58.325
177,04/19/17 12:00:01 AM,54.820,0.0660,0.0555,57.463
178,04/19/17 01:00:01 AM,54.343,0.0653,0.0547,56.642
179,04/19/17 02:00:01 AM,52.466,0.0646,0.0547,54.995
180,04/19/17 03:00:01 AM,50.135,0.0632,0.0544,53.078
181,04/19/17 04:00:01 AM,48.805,0.0628,0.0536,51.852
182,04/19/17 05:00:01 AM,44.037,0.0607,0.0521,47.467
183,04/19/17 06:00:01 AM,44.582,0.0599,0.0521,47.781
184,04/19/17 07:00:01 AM,48.272,0.0599,0.0528,50.488
185,04/19/17 08:00:01 AM,65.701,0.0632,0.0555,58.023
186,04/19/17 09:00:01 AM,79.304,0.0660,0.0599,68.185
187,04/19/17 10:00:01 AM,88.810,0.0678,0.0664,84.767
188,04/19/17 11:00:01 AM,100.756,0.0695,0.0715,98.676
189,04/19/17 12:00:01 PM,118.175,0.0715,0.0722,101.257
190,04/19/17 01:00:01 PM,130.762,0.0738,0.0732,108.777
191,04/19/17 02:00:01 PM,132.078,0.0752,0.0738,114.294
192,04/19/17 03:00:01 PM,123.040,0.0745,0.0725,115.551
193,04/19/17 04:00:01 PM,111.222,0.0745,0.0678,110.073
194,04/19/17 05:00:01 PM,97.014,0.0725,0.0664,102.265
195,04/19/17 06:00:01 PM,77.859,0.0702,0.0599,86.709
196,04/19/17 07:00:01 PM,63.775,0.0671,0.0562,71.620
197,04/19/17 08:00:01 PM,55.733,0.0628,0.0528,59.873
198,04/19/17 09:00:01 PM,51.721,0.0599,0.0509,55.863
199,04/19/17 10:00:01 PM,49.383,0.0581,0.0494,52.686
200,04/19/17 11:00:01 PM,45.761,0.0562,0.0482,48.805
201,04/20/17 12:00:01 AM,45.399,0.0547,0.0470,47.959
202,04/20/17 01:00:01 AM,44.127,0.0536,0.0462,47.109
203,04/20/17 02:00:01 AM,46.121,0.0536,0.0470,48.850
204,04/20/17 03:00:01 AM,41.554,0.0521,0.0446,43.900
205,04/20/17 04:00:01 AM,40.017,0.0509,0.0434,42.478
206,04/20/17 05:00:01 AM,41.970,0.0517,0.0442,44.537
207,04/20/17 06:00:01 AM,39.736,0.0509,0.0434,41.648
208,04/20/17 07:00:01 AM,40.111,0.0494,0.0434,41.648
209,04/20/17 08:00:01 AM,67.500,0.0547,0.0490,56.728
210,04/20/17 09:00:01 AM,85.082,0.0581,0.0555,70.201
211,04/20/17 10:00:01 AM,93.139,0.0607,0.0621,84.990
212,04/20/17 11:00:01 AM,103.897,0.0628,0.0684,102.519
213,04/20/17 12:00:01 PM,107.974,0.0653,0.0715,110.673
214,04/20/17 01:00:01 PM,111.828,0.0671,0.0725,114.863
215,04/20/17 02:00:01 PM,117.176,0.0684,0.0732,116.591
216,04/20/17 03:00:01 PM,122.479,0.0691,0.0708,116.186
217,04/20/17 04:00:01 PM,111.168,0.0678,0.0646,110.565
218,04/20/17 05:00:01 PM,100.308,0.0664,0.0632,104.205
219,04/20/17 06:00:01 PM,76.203,0.0639,0.0574,83.824
220,04/20/17 07:00:01 PM,64.459,0.0596,0.0536,71.361
221,04/20/17 08:00:01 PM,56.685,0.0562,0.0501,60.604
222,04/20/17 09:00:01 PM,52.597,0.0536,0.0482,56.685
223,04/20/17 10:00:01 PM,46.391,0.0501,0.0454,50.445
224,04/20/17 11:00:01 PM,44.674,0.0482,0.0446,47.064
225,04/21/17 12:00:01 AM,42.156,0.0470,0.0434,44.218
226,04/21/17 01:00:01 AM,41.369,0.0462,0.0425,43.900
227,04/21/17 02:00:01 AM,41.693,0.0454,0.0421,44.263
228,04/21/17 03:00:01 AM,39.877,0.0446,0.0413,42.433
229,04/21/17 04:00:01 AM,36.217,0.0425,0.0392,38.322
230,04/21/17 05:00:01 AM,35.492,0.0413,0.0392,37.321
231,04/21/17 06:00:01 AM,34.810,0.0405,0.0384,36.266
232,04/21/17 07:00:01 AM,38.984,0.0421,0.0392,40.158
233,04/21/17 08:00:01 AM,63.732,0.0474,0.0442,55.558
234,04/21/17 09:00:01 AM,83.332,0.0536,0.0521,71.274
235,04/21/17 10:00:01 AM,98.920,0.0581,0.0588,87.300
236,04/21/17 11:00:01 AM,114.978,0.0607,0.0653,100.807
237,04/21/17 12:00:01 PM,121.921,0.0639,0.0691,111.774
238,04/21/17 01:00:01 PM,131.383,0.0660,0.0715,118.294
239,04/21/17 02:00:01 PM,133.486,0.0664,0.0722,119.187
240,04/21/17 03:00:01 PM,133.203,0.0678,0.0702,122.603
241,04/21/17 04:00:01 PM,124.808,0.0671,0.0646,114.294
242,04/21/17 05:00:01 PM,105.291,0.0639,0.0646,106.756
243,04/21/17 06:00:01 PM,82.441,0.0607,0.0574,91.029
244,04/21/17 07:00:01 PM,68.614,0.0574,0.0536,76.811
245,04/21/17 08:00:01 PM,58.541,0.0494,0.0501,62.191
246,04/21/17 09:00:01 PM,51.193,0.0371,0.0462,54.343
247,04/21/17 10:00:01 PM,49.161,0.0319,0.0446,51.633
248,04/21/17 11:00:01 PM,48.450,0.0306,0.0442,50.709
249,04/22/17 12:00:01 AM,48.272,0.0297,0.0434,49.914
250,04/22/17 01:00:01 AM,47.244,0.0319,0.0425,48.583
251,04/22/17 02:00:01 AM,45.851,0.0306,0.0413,46.974
252,04/22/17 03:00:01 AM,45.941,0.0297,0.0413,46.706
253,04/22/17 04:00:01 AM,45.082,0.0288,0.0413,45.714
254,04/22/17 05:00:01 AM,43.808,0.0283,0.0405,44.355
255,04/22/17 06:00:01 AM,42.892,0.0274,0.0401,43.443
256,04/22/17 07:00:01 AM,44.537,0.0274,0.0401,45.036
257,04/22/17 08:00:01 AM,65.916,0.0341,0.0442,59.185
258,04/22/17 09:00:01 AM,82.620,0.0405,0.0517,74.683
259,04/22/17 10:00:01 AM,116.708,0.0490,0.0628,98.479
260,04/22/17 11:00:01 AM,127.798,0.0509,0.0671,110.892
261,04/22/17 12:00:01 PM,130.901,0.0521,0.0695,119.008
262,04/22/17 01:00:01 PM,138.933,0.0547,0.0722,125.384
263,04/22/17 02:00:01 PM,130.557,0.0547,0.0725,128.662
264,04/22/17 03:00:01 PM,134.776,0.0555,0.0722,130.969
265,04/22/17 04:00:01 PM,136.603,0.0555,0.0664,125.578
266,04/22/17 05:00:01 PM,119.547,0.0536,0.0660,114.237
267,04/22/17 06:00:01 PM,89.132,0.0490,0.0596,93.992
268,04/22/17 07:00:01 PM,77.727,0.0454,0.0555,84.945
269,04/22/17 08:00:01 PM,66.943,0.0392,0.0517,69.858
270,04/22/17 09:00:01 PM,62.661,0.0350,0.0490,65.316
271,04/22/17 10:00:01 PM,55.776,0.0310,0.0462,58.798
272,04/22/17 11:00:01 PM,52.029,0.0288,0.0442,55.125
273,04/23/17 12:00:01 AM,53.298,0.0288,0.0442,56.512
274,04/23/17 01:00:01 AM,49.338,0.0261,0.0421,51.501
275,04/23/17 02:00:01 AM,47.377,0.0247,0.0413,50.974
276,04/23/17 03:00:01 AM,46.391,0.0247,0.0405,48.493
277,04/23/17 04:00:01 AM,45.307,0.0224,0.0392,46.706
278,04/23/17 05:00:01 AM,43.396,0.0214,0.0392,44.809
279,04/23/17 06:00:01 AM,40.811,0.0200,0.0375,42.478
280,04/23/17 07:00:01 AM,47.199,0.0224,0.0392,48.938
281,04/23/17 08:00:01 AM,72.783,0.0283,0.0442,63.390
282,04/23/17 09:00:01 AM,87.210,0.0354,0.0501,74.943
283,04/23/17 10:00:01 AM,107.179,0.0413,0.0574,94.039
284,04/23/17 11:00:01 AM,124.936,0.0434,0.0621,105.760
285,04/23/17 12:00:01 PM,127.931,0.0446,0.0653,110.948
286,04/23/17 01:00:01 PM,132.778,0.0470,0.0684,120.513
287,04/23/17 02:00:01 PM,131.313,0.0482,0.0684,123.541
288,04/23/17 03:00:01 PM,119.667,0.0470,0.0678,121.062
289,04/23/17 04:00:01 PM,123.040,0.0470,0.0614,113.616
290,04/23/17 05:00:01 PM,109.153,0.0442,0.0621,107.814
291,04/23/17 06:00:01 PM,79.743,0.0401,0.0536,90.424
292,04/23/17 07:00:01 PM,66.385,0.0341,0.0501,72.826
293,04/23/17 08:00:01 PM,58.885,0.0288,0.0470,62.490
294,04/23/17 09:00:01 PM,53.121,0.0261,0.0434,56.165
295,04/23/17 10:00:01 PM,52.817,0.0247,0.0425,55.602
296,04/23/17 11:00:01 PM,51.589,0.0228,0.0421,53.427
297,04/24/17 12:00:01 AM,48.717,0.0214,0.0401,51.105
298,04/24/17 01:00:01 AM,45.354,0.0186,0.0375,46.661
299,04/24/17 02:00:01 AM,44.809,0.0186,0.0384,46.751
300,04/24/17 03:00:01 AM,42.755,0.0166,0.0371,43.900
301,04/24/17 04:00:01 AM,40.392,0.0152,0.0354,42.109
302,04/24/17 05:00:01 AM,40.485,0.0147,0.0354,41.601
303,04/24/17 06:00:01 AM,38.606,0.0137,0.0350,40.905
304,04/24/17 07:00:01 AM,46.121,0.0166,0.0363,47.377
305,04/24/17 08:00:01 AM,67.413,0.0238,0.0421,62.105
306,04/24/17 09:00:01 AM,86.754,0.0288,0.0474,71.748
307,04/24/17 10:00:01 AM,101.408,0.0328,0.0521,82.263
308,04/24/17 11:00:01 AM,119.367,0.0371,0.0581,100.009
309,04/24/17 12:00:01 PM,119.068,0.0392,0.0632,113.054
310,04/24/17 01:00:01 PM,123.478,0.0421,0.0664,119.968
311,04/24/17 02:00:01 PM,121.984,0.0425,0.0671,122.106
312,04/24/17 03:00:01 PM,114.863,0.0413,0.0653,116.883
313,04/24/17 04:00:01 PM,106.966,0.0401,0.0599,110.183
314,04/24/17 05:00:01 PM,84.362,0.0354,0.0555,90.471
315,04/24/17 06:00:01 PM,74.986,0.0328,0.0509,83.422
316,04/24/17 07:00:01 PM,65.788,0.0283,0.0474,69.514
317,04/24/17 08:00:01 PM,59.486,0.0252,0.0446,62.447
318,04/24/17 09:00:01 PM,58.325,0.0238,0.0434,60.561
319,04/24/17 10:00:01 PM,54.865,0.0224,0.0421,56.858
320,04/24/17 11:00:01 PM,55.299,0.0214,0.0421,57.420
321,04/25/17 12:00:01 AM,54.734,0.0205,0.0413,56.599
322,04/25/17 01:00:01 AM,53.994,0.0200,0.0405,55.776
323,04/25/17 02:00:01 AM,52.686,0.0190,0.0401,54.561
324,04/25/17 03:00:01 AM,52.423,0.0190,0.0392,53.951
325,04/25/17 04:00:01 AM,52.378,0.0186,0.0392,53.645
326,04/25/17 05:00:01 AM,47.959,0.0166,0.0375,49.649
327,04/25/17 06:00:01 AM,46.931,0.0166,0.0371,48.762
328,04/25/17 07:00:01 AM,51.633,0.0176,0.0375,52.597
329,04/25/17 08:00:01 AM,62.661,0.0214,0.0405,58.971
330,04/25/17 09:00:01 AM,84.767,0.0270,0.0482,70.416
331,04/25/17 10:00:01 AM,105.238,0.0328,0.0547,90.750
332,04/25/17 11:00:01 AM,115.322,0.0350,0.0581,102.772
333,04/25/17 12:00:01 PM,99.316,0.0341,0.0562,94.991
334,04/25/17 01:00:01 PM,118.531,0.0371,0.0614,111.884
335,04/25/17 02:00:01 PM,113.785,0.0384,0.0653,118.650
336,04/25/17 03:00:01 PM,109.965,0.0384,0.0599,105.656
337,04/25/17 04:00:01 PM,107.389,0.0375,0.0574,108.081
338,04/25/17 05:00:01 PM,92.714,0.0354,0.0562,96.481
339,04/25/17 06:00:01 PM,75.204,0.0310,0.0501,80.537
340,04/25/17 07:00:01 PM,63.862,0.0274,0.0462,69.814
341,04/25/17 08:00:01 PM,56.469,0.0228,0.0425,59.099
342,04/25/17 09:00:01 PM,51.633,0.0200,0.0405,54.473
343,04/25/17 10:00:01 PM,50.974,0.0186,0.0401,52.860
344,04/25/17 11:00:01 PM,49.073,0.0166,0.0384,50.576
345,04/26/17 12:00:01 AM,46.481,0.0161,0.0371,49.338
346,04/26/17 01:00:01 AM,47.914,0.0161,0.0375,49.914
347,04/26/17 02:00:01 AM,45.669,0.0152,0.0363,48.049
348,04/26/17 03:00:01 AM,44.492,0.0137,0.0354,46.751
349,04/26/17 04:00:01 AM,43.579,0.0127,0.0354,45.262
350,04/26/17 05:00:01 AM,43.945,0.0127,0.0354,45.534
351,04/26/17 06:00:01 AM,42.478,0.0112,0.0341,42.755
352,04/26/17 07:00:01 AM,46.841,0.0127,0.0350,46.031
353,04/26/17 08:00:01 AM,66.558,0.0200,0.0405,59.788
354,04/26/17 09:00:01 AM,92.291,0.0274,0.0517,75.853
355,04/26/17 10:00:01 AM,114.408,0.0332,0.0562,92.386
356,04/26/17 11:00:01 AM,123.102,0.0363,0.0607,107.020
357,04/26/17 12:00:01 PM,129.065,0.0392,0.0632,117.468
358,04/26/17 01:00:01 PM,131.452,0.0413,0.0664,124.489
359,04/26/17 02:00:01 PM,112.885,0.0405,0.0660,113.277
360,04/26/17 03:00:01 PM,126.486,0.0434,0.0653,119.908
361,04/26/17 04:00:01 PM,104.153,0.0392,0.0596,105.917
362,04/26/17 05:00:01 PM,102.569,0.0384,0.0614,108.081
363,04/26/17 06:00:01 PM,83.332,0.0350,0.0536,92.010
364,04/26/17 07:00:01 PM,70.201,0.0306,0.0490,77.639
365,04/26/17 08:00:01 PM,63.561,0.0261,0.0462,66.600
366,04/26/17 09:00:01 PM,61.162,0.0238,0.0442,63.390
367,04/26/17 10:00:01 PM,61.547,0.0228,0.0434,63.048
368,04/26/17 11:00:01 PM,62.490,0.0228,0.0442,63.689
369,04/27/17 12:00:01 AM,58.755,0.0205,0.0421,59.873
370,04/27/17 01:00:01 AM,57.722,0.0205,0.0421,59.358
371,04/27/17 02:00:01 AM,59.229,0.0205,0.0421,60.818
372,04/27/17 03:00:01 AM,58.066,0.0200,0.0421,59.659
373,04/27/17 04:00:01 AM,57.722,0.0200,0.0413,59.229
374,04/27/17 05:00:01 AM,57.204,0.0190,0.0405,58.541
375,04/27/17 06:00:01 AM,56.685,0.0190,0.0405,57.722
376,04/27/17 07:00:01 AM,56.340,0.0190,0.0405,57.722
377,04/27/17 08:00:01 AM,58.282,0.0190,0.0405,59.659
378,04/27/17 09:00:01 AM,63.219,0.0205,0.0421,64.674
379,04/27/17 10:00:01 AM,65.273,0.0214,0.0425,65.359
380,04/27/17 11:00:01 AM,87.436,0.0283,0.0501,84.227
381,04/27/17 12:00:01 PM,110.237,0.0328,0.0596,106.545
382,04/27/17 01:00:01 PM,121.123,0.0350,0.0614,114.634
383,04/27/17 02:00:01 PM,121.737,0.0371,0.0639,116.708
384,04/27/17 03:00:01 PM,116.533,0.0371,0.0621,113.954
385,04/27/17 04:00:01 PM,112.662,0.0371,0.0562,108.081
386,04/27/17 05:00:01 PM,95.662,0.0350,0.0562,99.415
387,04/27/17 06:00:01 PM,78.690,0.0319,0.0509,84.812
388,04/27/17 07:00:01 PM,67.285,0.0274,0.0474,73.299
389,04/27/17 08:00:01 PM,60.733,0.0228,0.0446,63.648
390,04/27/17 09:00:01 PM,56.426,0.0205,0.0421,59.056
391,04/27/17 10:00:01 PM,55.386,0.0190,0.0413,57.463
392,04/27/17 11:00:01 PM,53.166,0.0176,0.0401,55.168
393,04/28/17 12:00:01 AM,52.641,0.0166,0.0392,54.300
394,04/28/17 01:00:01 AM,49.516,0.0152,0.0384,51.721
395,04/28/17 02:00:01 AM,45.896,0.0137,0.0371,48.450
