"Plot Title: 10859628"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859628, SEN S/N: 10836782)","Temp, °F (LGR S/N: 10859628, SEN S/N: 10836783)","Water Content, m³/m³ (LGR S/N: 10859628, SEN S/N: 10880719)","Water Content, m³/m³ (LGR S/N: 10859628, SEN S/N: 10880720)"
1,04/11/17 01:00:01 PM,105.343,94.705,0.0775,0.0752
2,04/11/17 02:00:01 PM,111.497,108.991,0.0803,0.0787
3,04/11/17 03:00:01 PM,113.841,101.610,0.0816,0.0810
4,04/11/17 04:00:01 PM,106.862,89.546,0.0803,0.0781
5,04/11/17 05:00:01 PM,97.257,76.550,0.0781,0.0725
6,04/11/17 06:00:01 PM,88.030,70.329,0.0758,0.0684
7,04/11/17 07:00:01 PM,-888.880,63.090,0.0695,0.0646
8,04/11/17 08:00:01 PM,-888.880,57.722,0.0660,0.0621
9,04/11/17 09:00:01 PM,-888.880,54.343,0.0639,0.0599
10,04/11/17 10:00:01 PM,-888.880,51.633,0.0628,0.0596
11,04/11/17 11:00:01 PM,-888.880,49.604,0.0621,0.0581
12,04/12/17 12:00:01 AM,-888.880,48.315,0.0614,0.0574
13,04/12/17 01:00:01 AM,-888.880,47.914,0.0607,0.0570
14,04/12/17 02:00:01 AM,-888.880,46.301,0.0599,0.0562
15,04/12/17 03:00:01 AM,-888.880,46.031,0.0599,0.0562
16,04/12/17 04:00:01 AM,-888.880,45.579,0.0599,0.0555
17,04/12/17 05:00:01 AM,-888.880,44.856,0.0596,0.0555
18,04/12/17 06:00:01 AM,-888.880,44.719,0.0596,0.0547
19,04/12/17 07:00:01 AM,-888.880,45.941,0.0596,0.0547
20,04/12/17 08:00:01 AM,-888.880,53.951,0.0614,0.0574
21,04/12/17 09:00:01 AM,-888.880,73.213,0.0639,0.0614
22,04/12/17 10:00:01 AM,-888.880,94.372,0.0678,0.0660
23,04/12/17 11:00:01 AM,-888.880,108.669,0.0722,0.0708
24,04/12/17 12:00:01 PM,-888.880,117.059,0.0762,0.0752
25,04/12/17 01:00:01 PM,-888.880,104.824,0.0797,0.0794
26,04/12/17 02:00:01 PM,-888.880,117.468,0.0822,0.0816
27,04/12/17 03:00:01 PM,-888.880,101.158,0.0816,0.0841
28,04/12/17 04:00:01 PM,-888.880,89.454,0.0787,0.0781
29,04/12/17 05:00:01 PM,-888.880,86.709,0.0787,0.0752
30,04/12/17 06:00:01 PM,-888.880,74.120,0.0722,0.0691
31,04/12/17 07:00:01 PM,-888.880,66.772,0.0671,0.0660
32,04/12/17 08:00:01 PM,-888.880,59.830,0.0639,0.0628
33,04/12/17 09:00:01 PM,-888.880,56.944,0.0614,0.0607
34,04/12/17 10:00:01 PM,-888.880,54.952,0.0614,0.0596
35,04/12/17 11:00:01 PM,-888.880,51.984,0.0599,0.0581
36,04/13/17 12:00:01 AM,-888.880,49.471,0.0588,0.0570
37,04/13/17 01:00:01 AM,-888.880,51.325,0.0588,0.0570
38,04/13/17 02:00:01 AM,-888.880,51.721,0.0596,0.0570
39,04/13/17 03:00:01 AM,-888.880,50.400,0.0588,0.0562
40,04/13/17 04:00:01 AM,-888.880,46.796,0.0581,0.0555
41,04/13/17 05:00:01 AM,-888.880,45.624,0.0574,0.0547
42,04/13/17 06:00:01 AM,-888.880,45.036,0.0574,0.0544
43,04/13/17 07:00:01 AM,-888.880,48.004,0.0574,0.0547
44,04/13/17 08:00:01 AM,-888.880,54.995,0.0588,0.0570
45,04/13/17 09:00:01 AM,-888.880,58.626,0.0607,0.0574
