"Plot Title: 10859599"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859599, SEN S/N: 10868964)","Temp, °F (LGR S/N: 10859599, SEN S/N: 10868973)","Water Content, m³/m³ (LGR S/N: 10859599, SEN S/N: 10879367)","Water Content, m³/m³ (LGR S/N: 10859599, SEN S/N: 10879391)"
1,04/11/17 10:00:01 AM,57.333,59.616,0.1881,0.0775
2,04/11/17 11:00:01 AM,64.459,71.190,0.1885,0.0797
3,04/11/17 12:00:01 PM,73.342,84.227,0.1895,0.0816
4,04/11/17 01:00:01 PM,76.071,93.943,0.1908,0.0835
5,04/11/17 02:00:01 PM,85.352,100.706,0.1932,0.0857
6,04/11/17 03:00:01 PM,94.230,101.509,0.1948,0.0893
7,04/11/17 04:00:01 PM,85.487,89.499,0.1967,0.0896
8,04/11/17 05:00:01 PM,81.509,83.691,0.1972,0.0887
9,04/11/17 06:00:01 PM,75.247,77.072,0.1976,0.0863
10,04/11/17 07:00:01 PM,65.230,66.600,0.1976,0.0829
11,04/11/17 08:00:01 PM,57.290,57.722,0.1963,0.0794
12,04/11/17 09:00:01 PM,53.951,54.300,0.1948,0.0775
13,04/11/17 10:00:01 PM,49.204,49.692,0.1935,0.0758
14,04/11/17 11:00:01 PM,46.974,47.691,0.1923,0.0745
15,04/12/17 12:00:01 AM,44.719,44.946,0.1913,0.0745
16,04/12/17 01:00:01 AM,44.127,44.537,0.1904,0.0732
17,04/12/17 02:00:01 AM,41.693,42.386,0.1895,0.0722
18,04/12/17 03:00:01 AM,40.951,41.554,0.1891,0.0722
19,04/12/17 04:00:01 AM,41.090,41.277,0.1881,0.0722
20,04/12/17 05:00:01 AM,40.204,40.064,0.1876,0.0715
21,04/12/17 06:00:01 AM,39.173,39.313,0.1872,0.0708
22,04/12/17 07:00:01 AM,39.502,39.924,0.1862,0.0708
23,04/12/17 08:00:01 AM,45.127,44.355,0.1859,0.0715
24,04/12/17 09:00:01 AM,52.817,52.246,0.1859,0.0732
25,04/12/17 10:00:01 AM,60.390,60.390,0.1853,0.0758
26,04/12/17 11:00:01 AM,65.745,77.553,0.1859,0.0775
27,04/12/17 12:00:01 PM,71.017,89.407,0.1862,0.0794
28,04/12/17 01:00:01 PM,75.376,92.856,0.1885,0.0816
29,04/12/17 02:00:01 PM,88.626,94.230,0.1908,0.0863
30,04/12/17 03:00:01 PM,88.718,91.589,0.1926,0.0887
31,04/12/17 04:00:01 PM,91.683,91.495,0.1939,0.0902
32,04/12/17 05:00:01 PM,93.281,89.823,0.1948,0.0920
33,04/12/17 06:00:01 PM,80.227,77.553,0.1958,0.0881
34,04/12/17 07:00:01 PM,69.985,68.484,0.1954,0.0850
35,04/12/17 08:00:01 PM,60.174,60.089,0.1945,0.0794
36,04/12/17 09:00:01 PM,55.776,55.992,0.1932,0.0775
37,04/12/17 10:00:01 PM,53.253,53.384,0.1917,0.0762
38,04/12/17 11:00:01 PM,51.458,51.458,0.1908,0.0758
39,04/13/17 12:00:01 AM,49.959,49.782,0.1895,0.0745
40,04/13/17 01:00:01 AM,49.914,49.782,0.1885,0.0745
41,04/13/17 02:00:01 AM,50.621,50.135,0.1881,0.0738
42,04/13/17 03:00:01 AM,45.262,44.901,0.1872,0.0725
43,04/13/17 04:00:01 AM,45.714,44.719,0.1866,0.0722
44,04/13/17 05:00:01 AM,43.534,43.443,0.1859,0.0715
45,04/13/17 06:00:01 AM,44.355,44.400,0.1853,0.0715
46,04/13/17 07:00:01 AM,47.647,46.931,0.1853,0.0725
47,04/13/17 08:00:01 AM,51.940,51.458,0.1843,0.0732
48,04/13/17 09:00:01 AM,62.062,60.861,0.1849,0.0768
49,04/13/17 10:00:01 AM,58.498,61.248,0.1853,0.0768
50,04/13/17 11:00:01 AM,52.817,55.213,0.1859,0.0775
51,04/13/17 12:00:01 PM,62.447,78.471,0.1853,0.0781
52,04/13/17 01:00:01 PM,64.803,77.335,0.1866,0.0794
53,04/13/17 02:00:01 PM,68.571,78.910,0.1881,0.0810
54,04/13/17 03:00:01 PM,73.083,75.767,0.1895,0.0835
55,04/13/17 04:00:01 PM,77.203,80.802,0.1898,0.0850
56,04/13/17 05:00:01 PM,73.213,77.509,0.1908,0.0844
57,04/13/17 06:00:01 PM,68.227,71.190,0.1913,0.0829
58,04/13/17 07:00:01 PM,59.401,61.162,0.1917,0.0794
59,04/13/17 08:00:01 PM,50.664,51.105,0.1908,0.0752
60,04/13/17 09:00:01 PM,47.647,47.914,0.1895,0.0732
61,04/13/17 10:00:01 PM,44.991,45.307,0.1885,0.0722
62,04/13/17 11:00:01 PM,41.322,41.740,0.1876,0.0708
63,04/14/17 12:00:01 AM,44.173,45.082,0.1859,0.0715
64,04/14/17 01:00:01 AM,46.436,47.154,0.1853,0.0708
65,04/14/17 02:00:01 AM,46.076,46.974,0.1849,0.0715
66,04/14/17 03:00:01 AM,47.377,46.571,0.1843,0.0722
67,04/14/17 04:00:01 AM,45.761,46.301,0.1840,0.0715
68,04/14/17 05:00:01 AM,42.341,41.740,0.1843,0.0702
69,04/14/17 06:00:01 AM,39.173,38.889,0.1830,0.0691
70,04/14/17 07:00:01 AM,39.830,39.690,0.1009,0.0684
71,04/14/17 08:00:01 AM,45.941,45.262,0.1816,0.0695
72,04/14/17 09:00:01 AM,50.841,50.356,0.1816,0.0708
73,04/14/17 10:00:01 AM,54.909,54.343,0.1816,0.0722
74,04/14/17 11:00:01 AM,59.745,70.502,0.1813,0.0738
75,04/14/17 12:00:01 PM,66.943,87.573,0.1816,0.0752
76,04/14/17 01:00:01 PM,72.997,87.391,0.1843,0.0775
77,04/14/17 02:00:01 PM,71.533,85.712,0.1866,0.0787
78,04/14/17 03:00:01 PM,82.931,86.709,0.1885,0.0829
79,04/14/17 04:00:01 PM,79.216,79.920,0.1904,0.0844
80,04/14/17 05:00:01 PM,80.008,81.288,0.1908,0.0841
81,04/14/17 06:00:01 PM,72.351,74.683,0.1904,0.0822
82,04/14/17 07:00:01 PM,68.270,67.500,0.1908,0.0803
83,04/14/17 08:00:01 PM,51.940,52.947,0.1898,0.0738
84,04/14/17 09:00:01 PM,47.109,47.826,0.1885,0.0722
85,04/14/17 10:00:01 PM,45.489,45.941,0.1872,0.0702
86,04/14/17 11:00:01 PM,43.716,43.990,0.0857,0.0702
87,04/15/17 12:00:01 AM,43.259,43.351,0.1826,0.0691
88,04/15/17 01:00:01 AM,41.787,41.925,0.1836,0.0684
89,04/15/17 02:00:01 AM,39.970,40.064,0.0810,0.0671
90,04/15/17 03:00:01 AM,38.937,39.031,0.1820,0.0671
91,04/15/17 04:00:01 AM,36.939,37.225,0.1816,0.0660
92,04/15/17 05:00:01 AM,37.321,37.369,0.1807,0.0660
93,04/15/17 06:00:01 AM,36.554,36.361,0.1803,0.0653
94,04/15/17 07:00:01 AM,36.505,36.410,0.1797,0.0653
95,04/15/17 08:00:01 AM,42.433,41.137,0.1793,0.0664
96,04/15/17 09:00:01 AM,52.246,51.237,0.1789,0.0684
97,04/15/17 10:00:01 AM,59.272,58.498,0.1209,0.0715
98,04/15/17 11:00:01 AM,64.931,79.304,0.1783,0.0732
