"Plot Title: 10859619"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859619, SEN S/N: 10868935)","Water Content, m³/m³ (LGR S/N: 10859619, SEN S/N: 10880696)","Water Content, m³/m³ (LGR S/N: 10859619, SEN S/N: 10880697)"
79,04/14/17 10:00:01 PM,31.642,0.0474,0.0671
80,04/14/17 11:00:01 PM,30.529,0.0462,0.0664
81,04/15/17 12:00:01 AM,31.541,0.0454,0.0664
82,04/15/17 01:00:01 AM,27.955,0.0446,0.0660
83,04/15/17 02:00:01 AM,29.714,0.0442,0.0660
84,04/15/17 03:00:01 AM,30.529,0.0442,0.0660
85,04/15/17 04:00:01 AM,31.239,0.0442,0.0660
86,04/15/17 05:00:01 AM,31.037,0.0434,0.0653
87,04/15/17 06:00:01 AM,30.173,0.0434,0.0653
88,04/15/17 07:00:01 AM,31.541,0.0434,0.0660
89,04/15/17 08:00:01 AM,51.105,0.0501,0.0695
90,04/15/17 09:00:01 AM,66.173,0.0555,0.0738
91,04/15/17 10:00:01 AM,74.250,0.0607,0.0803
92,04/15/17 11:00:01 AM,80.184,0.0664,0.0857
93,04/15/17 12:00:01 PM,85.984,0.0671,0.0896
94,04/15/17 01:00:01 PM,87.939,0.0660,0.0920
95,04/15/17 02:00:01 PM,87.436,0.0660,0.0896
96,04/15/17 03:00:01 PM,88.855,0.0664,0.0869
97,04/15/17 04:00:01 PM,86.527,0.0660,0.0829
98,04/15/17 05:00:01 PM,78.121,0.0628,0.0794
99,04/15/17 06:00:01 PM,70.887,0.0599,0.0775
100,04/15/17 07:00:01 PM,61.677,0.0562,0.0745
101,04/15/17 08:00:01 PM,45.489,0.0521,0.0722
102,04/15/17 09:00:01 PM,49.561,0.0509,0.0708
103,04/15/17 10:00:01 PM,44.218,0.0494,0.0702
104,04/15/17 11:00:01 PM,45.534,0.0490,0.0695
105,04/16/17 12:00:01 AM,45.172,0.0474,0.0691
106,04/16/17 01:00:01 AM,45.986,0.0470,0.0691
107,04/16/17 02:00:01 AM,42.433,0.0462,0.0684
108,04/16/17 03:00:01 AM,44.400,0.0462,0.0678
109,04/16/17 04:00:01 AM,45.624,0.0470,0.0671
110,04/16/17 05:00:01 AM,46.121,0.0462,0.0664
111,04/16/17 06:00:01 AM,45.354,0.0470,0.0671
112,04/16/17 07:00:01 AM,48.227,0.0470,0.0671
113,04/16/17 08:00:01 AM,66.600,0.0536,0.0708
114,04/16/17 09:00:01 AM,82.441,0.0607,0.0752
115,04/16/17 10:00:01 AM,87.163,0.0664,0.0822
116,04/16/17 11:00:01 AM,96.192,0.0691,0.0875
117,04/16/17 12:00:01 PM,99.811,0.0678,0.0914
118,04/16/17 01:00:01 PM,100.357,0.0664,0.0932
119,04/16/17 02:00:01 PM,97.842,0.0671,0.0902
120,04/16/17 03:00:01 PM,96.240,0.0660,0.0857
121,04/16/17 04:00:01 PM,83.064,0.0628,0.0816
122,04/16/17 05:00:01 PM,75.290,0.0596,0.0775
123,04/16/17 06:00:01 PM,71.834,0.0570,0.0752
124,04/16/17 07:00:01 PM,64.632,0.0544,0.0732
125,04/16/17 08:00:01 PM,60.132,0.0528,0.0715
126,04/16/17 09:00:01 PM,53.559,0.0521,0.0695
127,04/16/17 10:00:01 PM,52.466,0.0501,0.0684
128,04/16/17 11:00:01 PM,47.557,0.0482,0.0671
129,04/17/17 12:00:01 AM,45.579,0.0462,0.0660
130,04/17/17 01:00:01 AM,48.538,0.0470,0.0664
131,04/17/17 02:00:01 AM,50.929,0.0474,0.0639
132,04/17/17 03:00:01 AM,53.253,0.0482,0.0632
133,04/17/17 04:00:01 AM,52.203,0.0474,0.0632
134,04/17/17 05:00:01 AM,51.940,0.0474,0.0632
135,04/17/17 06:00:01 AM,49.959,0.0474,0.0632
136,04/17/17 07:00:01 AM,52.992,0.0482,0.0632
137,04/17/17 08:00:01 AM,62.148,0.0517,0.0664
138,04/17/17 09:00:01 AM,69.129,0.0570,0.0691
139,04/17/17 10:00:01 AM,72.912,0.0628,0.0732
140,04/17/17 11:00:01 AM,78.822,0.0660,0.0758
141,04/17/17 12:00:01 PM,86.211,0.0684,0.0797
142,04/17/17 01:00:01 PM,92.620,0.0646,0.0841
143,04/17/17 02:00:01 PM,86.799,0.0628,0.0803
144,04/17/17 03:00:01 PM,90.797,0.0632,0.0787
145,04/17/17 04:00:01 PM,86.617,0.0621,0.0758
146,04/17/17 05:00:01 PM,85.352,0.0614,0.0745
147,04/17/17 06:00:01 PM,76.507,0.0588,0.0722
148,04/17/17 07:00:01 PM,66.515,0.0544,0.0691
149,04/17/17 08:00:01 PM,60.948,0.0521,0.0678
150,04/17/17 09:00:01 PM,52.641,0.0501,0.0660
151,04/17/17 10:00:01 PM,58.152,0.0501,0.0664
152,04/17/17 11:00:01 PM,57.722,0.0509,0.0671
153,04/18/17 12:00:01 AM,57.031,0.0509,0.0664
154,04/18/17 01:00:01 AM,54.820,0.0501,0.0671
155,04/18/17 02:00:01 AM,48.850,0.0474,0.0660
156,04/18/17 03:00:01 AM,48.360,0.0470,0.0653
157,04/18/17 04:00:01 AM,44.582,0.0454,0.0646
158,04/18/17 05:00:01 AM,51.852,0.0470,0.0653
159,04/18/17 06:00:01 AM,52.554,0.0482,0.0664
160,04/18/17 07:00:01 AM,55.992,0.0490,0.0671
161,04/18/17 08:00:01 AM,61.590,0.0517,0.0684
162,04/18/17 09:00:01 AM,67.500,0.0570,0.0702
163,04/18/17 10:00:01 AM,61.075,0.0684,0.0810
164,04/18/17 11:00:01 AM,64.888,0.1169,0.0902
165,04/18/17 12:00:01 PM,73.213,0.1112,0.0908
166,04/18/17 01:00:01 PM,70.716,0.1091,0.0896
167,04/18/17 02:00:01 PM,74.856,0.1042,0.0896
168,04/18/17 03:00:01 PM,70.543,0.1036,0.0896
169,04/18/17 04:00:01 PM,81.642,0.0998,0.0896
170,04/18/17 05:00:01 PM,72.264,0.0955,0.0875
171,04/18/17 06:00:01 PM,68.527,0.0932,0.0863
172,04/18/17 07:00:01 PM,59.788,0.0914,0.0850
173,04/18/17 08:00:01 PM,52.160,0.0893,0.0835
174,04/18/17 09:00:01 PM,53.733,0.0881,0.0829
175,04/18/17 10:00:01 PM,52.992,0.0875,0.0829
176,04/18/17 11:00:01 PM,53.559,0.0869,0.0835
177,04/19/17 12:00:01 AM,52.817,0.0863,0.0835
178,04/19/17 01:00:01 AM,52.160,0.0857,0.0829
179,04/19/17 02:00:01 AM,51.017,0.0857,0.0829
180,04/19/17 03:00:01 AM,49.604,0.0850,0.0822
181,04/19/17 04:00:01 AM,48.983,0.0841,0.0816
182,04/19/17 05:00:01 AM,44.310,0.0835,0.0810
183,04/19/17 06:00:01 AM,44.537,0.0822,0.0810
184,04/19/17 07:00:01 AM,48.805,0.0822,0.0816
185,04/19/17 08:00:01 AM,64.845,0.0829,0.0841
186,04/19/17 09:00:01 AM,68.742,0.0863,0.0850
187,04/19/17 10:00:01 AM,79.700,0.0926,0.0875
188,04/19/17 11:00:01 AM,80.845,0.0955,0.0908
189,04/19/17 12:00:01 PM,83.691,0.0943,0.0937
190,04/19/17 01:00:01 PM,84.049,0.0902,0.0949
191,04/19/17 02:00:01 PM,84.004,0.0908,0.0920
192,04/19/17 03:00:01 PM,85.442,0.0908,0.0896
193,04/19/17 04:00:01 PM,80.978,0.0902,0.0850
194,04/19/17 05:00:01 PM,77.596,0.0887,0.0822
195,04/19/17 06:00:01 PM,69.985,0.0869,0.0794
196,04/19/17 07:00:01 PM,60.132,0.0850,0.0775
197,04/19/17 08:00:01 PM,50.223,0.0822,0.0762
198,04/19/17 09:00:01 PM,49.692,0.0803,0.0745
199,04/19/17 10:00:01 PM,45.761,0.0794,0.0738
200,04/19/17 11:00:01 PM,41.970,0.0775,0.0732
201,04/20/17 12:00:01 AM,42.755,0.0768,0.0725
202,04/20/17 01:00:01 AM,42.525,0.0758,0.0725
203,04/20/17 02:00:01 AM,43.945,0.0758,0.0732
204,04/20/17 03:00:01 AM,37.225,0.0752,0.0725
205,04/20/17 04:00:01 AM,38.273,0.0738,0.0715
206,04/20/17 05:00:01 AM,40.438,0.0738,0.0702
207,04/20/17 06:00:01 AM,37.416,0.0732,0.0702
208,04/20/17 07:00:01 AM,38.700,0.0732,0.0695
209,04/20/17 08:00:01 AM,64.717,0.0758,0.0745
210,04/20/17 09:00:01 AM,69.471,0.0797,0.0781
211,04/20/17 10:00:01 AM,72.739,0.0857,0.0816
212,04/20/17 11:00:01 AM,82.308,0.0914,0.0850
213,04/20/17 12:00:01 PM,83.242,0.0902,0.0887
214,04/20/17 01:00:01 PM,86.391,0.0869,0.0893
215,04/20/17 02:00:01 PM,83.869,0.0844,0.0863
216,04/20/17 03:00:01 PM,81.909,0.0844,0.0841
217,04/20/17 04:00:01 PM,76.289,0.0841,0.0794
218,04/20/17 05:00:01 PM,73.947,0.0829,0.0762
219,04/20/17 06:00:01 PM,66.729,0.0810,0.0745
220,04/20/17 07:00:01 PM,59.830,0.0787,0.0725
221,04/20/17 08:00:01 PM,54.343,0.0768,0.0708
222,04/20/17 09:00:01 PM,52.029,0.0745,0.0695
223,04/20/17 10:00:01 PM,40.485,0.0722,0.0678
224,04/20/17 11:00:01 PM,41.184,0.0708,0.0664
225,04/21/17 12:00:01 AM,36.361,0.0695,0.0660
226,04/21/17 01:00:01 AM,39.220,0.0691,0.0653
227,04/21/17 02:00:01 AM,42.341,0.0684,0.0653
228,04/21/17 03:00:01 AM,38.084,0.0678,0.0653
229,04/21/17 04:00:01 AM,31.339,0.0664,0.0646
230,04/21/17 05:00:01 AM,30.987,0.0664,0.0639
231,04/21/17 06:00:01 AM,30.529,0.0660,0.0639
232,04/21/17 07:00:01 AM,38.226,0.0653,0.0646
233,04/21/17 08:00:01 AM,61.590,0.0702,0.0702
234,04/21/17 09:00:01 AM,71.361,0.0752,0.0745
235,04/21/17 10:00:01 AM,78.208,0.0797,0.0794
236,04/21/17 11:00:01 AM,84.272,0.0844,0.0841
237,04/21/17 12:00:01 PM,90.518,0.0863,0.0875
238,04/21/17 01:00:01 PM,94.705,0.0829,0.0896
239,04/21/17 02:00:01 PM,89.316,0.0810,0.0863
240,04/21/17 03:00:01 PM,92.574,0.0816,0.0844
241,04/21/17 04:00:01 PM,89.040,0.0810,0.0794
242,04/21/17 05:00:01 PM,81.597,0.0794,0.0752
243,04/21/17 06:00:01 PM,74.813,0.0768,0.0732
244,04/21/17 07:00:01 PM,64.589,0.0738,0.0715
245,04/21/17 08:00:01 PM,55.038,0.0708,0.0684
246,04/21/17 09:00:01 PM,44.674,0.0684,0.0664
247,04/21/17 10:00:01 PM,46.211,0.0660,0.0664
248,04/21/17 11:00:01 PM,46.391,0.0653,0.0660
249,04/22/17 12:00:01 AM,46.661,0.0646,0.0660
250,04/22/17 01:00:01 AM,46.031,0.0639,0.0653
251,04/22/17 02:00:01 AM,44.809,0.0639,0.0653
252,04/22/17 03:00:01 AM,45.172,0.0628,0.0646
253,04/22/17 04:00:01 AM,44.582,0.0632,0.0646
254,04/22/17 05:00:01 AM,42.984,0.0628,0.0639
255,04/22/17 06:00:01 AM,42.247,0.0621,0.0632
256,04/22/17 07:00:01 AM,44.856,0.0621,0.0632
257,04/22/17 08:00:01 AM,65.316,0.0664,0.0684
258,04/22/17 09:00:01 AM,79.700,0.0732,0.0725
259,04/22/17 10:00:01 AM,91.729,0.0822,0.0803
260,04/22/17 11:00:01 AM,94.039,0.0841,0.0844
261,04/22/17 12:00:01 PM,96.240,0.0810,0.0875
262,04/22/17 01:00:01 PM,99.464,0.0781,0.0896
263,04/22/17 02:00:01 PM,99.118,0.0787,0.0863
264,04/22/17 03:00:01 PM,98.872,0.0787,0.0844
265,04/22/17 04:00:01 PM,95.135,0.0787,0.0803
266,04/22/17 05:00:01 PM,89.362,0.0762,0.0775
267,04/22/17 06:00:01 PM,79.567,0.0732,0.0752
268,04/22/17 07:00:01 PM,74.338,0.0708,0.0738
269,04/22/17 08:00:01 PM,64.161,0.0678,0.0702
270,04/22/17 09:00:01 PM,60.604,0.0660,0.0684
271,04/22/17 10:00:01 PM,50.047,0.0632,0.0664
272,04/22/17 11:00:01 PM,47.199,0.0621,0.0660
273,04/23/17 12:00:01 AM,53.602,0.0614,0.0653
274,04/23/17 01:00:01 AM,45.082,0.0599,0.0646
275,04/23/17 02:00:01 AM,49.604,0.0596,0.0632
276,04/23/17 03:00:01 AM,43.853,0.0588,0.0632
277,04/23/17 04:00:01 AM,43.579,0.0574,0.0646
278,04/23/17 05:00:01 AM,40.998,0.0570,0.0632
279,04/23/17 06:00:01 AM,39.173,0.0555,0.0628
280,04/23/17 07:00:01 AM,47.199,0.0570,0.0653
281,04/23/17 08:00:01 AM,68.527,0.0632,0.0702
282,04/23/17 09:00:01 AM,75.074,0.0695,0.0752
283,04/23/17 10:00:01 AM,84.004,0.0810,0.0787
284,04/23/17 11:00:01 AM,88.947,0.0881,0.0841
285,04/23/17 12:00:01 PM,85.622,0.0835,0.0863
286,04/23/17 01:00:01 PM,88.993,0.0758,0.0887
287,04/23/17 02:00:01 PM,88.855,0.0725,0.0857
288,04/23/17 03:00:01 PM,85.127,0.0722,0.0835
289,04/23/17 04:00:01 PM,86.029,0.0722,0.0787
290,04/23/17 05:00:01 PM,78.645,0.0695,0.0758
291,04/23/17 06:00:01 PM,73.256,0.0678,0.0732
292,04/23/17 07:00:01 PM,61.547,0.0639,0.0708
293,04/23/17 08:00:01 PM,54.691,0.0607,0.0691
294,04/23/17 09:00:01 PM,46.526,0.0581,0.0671
295,04/23/17 10:00:01 PM,52.378,0.0570,0.0660
296,04/23/17 11:00:01 PM,51.370,0.0570,0.0653
297,04/24/17 12:00:01 AM,49.782,0.0547,0.0653
298,04/24/17 01:00:01 AM,40.532,0.0536,0.0646
299,04/24/17 02:00:01 AM,43.396,0.0536,0.0639
300,04/24/17 03:00:01 AM,38.273,0.0521,0.0639
301,04/24/17 04:00:01 AM,35.685,0.0509,0.0614
302,04/24/17 05:00:01 AM,36.169,0.0509,0.0614
303,04/24/17 06:00:01 AM,35.006,0.0501,0.0607
304,04/24/17 07:00:01 AM,45.036,0.0521,0.0621
305,04/24/17 08:00:01 AM,64.803,0.0588,0.0684
306,04/24/17 09:00:01 AM,71.447,0.0664,0.0722
307,04/24/17 10:00:01 AM,75.117,0.0768,0.0762
308,04/24/17 11:00:01 AM,80.845,0.0857,0.0803
309,04/24/17 12:00:01 PM,87.210,0.0875,0.0841
310,04/24/17 01:00:01 PM,89.316,0.0758,0.0857
311,04/24/17 02:00:01 PM,87.985,0.0691,0.0829
312,04/24/17 03:00:01 PM,82.486,0.0684,0.0797
313,04/24/17 04:00:01 PM,79.831,0.0671,0.0758
314,04/24/17 05:00:01 PM,71.620,0.0639,0.0715
315,04/24/17 06:00:01 PM,69.085,0.0628,0.0702
316,04/24/17 07:00:01 PM,60.861,0.0614,0.0691
317,04/24/17 08:00:01 PM,56.383,0.0596,0.0664
318,04/24/17 09:00:01 PM,55.472,0.0574,0.0664
319,04/24/17 10:00:01 PM,52.378,0.0574,0.0653
320,04/24/17 11:00:01 PM,52.729,0.0570,0.0653
321,04/25/17 12:00:01 AM,51.809,0.0570,0.0653
322,04/25/17 01:00:01 AM,50.929,0.0570,0.0646
323,04/25/17 02:00:01 AM,49.959,0.0555,0.0639
324,04/25/17 03:00:01 AM,49.338,0.0555,0.0639
325,04/25/17 04:00:01 AM,49.073,0.0547,0.0632
326,04/25/17 05:00:01 AM,46.436,0.0536,0.0628
327,04/25/17 06:00:01 AM,45.851,0.0528,0.0621
328,04/25/17 07:00:01 AM,49.028,0.0528,0.0628
329,04/25/17 08:00:01 AM,57.592,0.0570,0.0664
330,04/25/17 09:00:01 AM,66.558,0.0664,0.0708
331,04/25/17 10:00:01 AM,74.899,0.0794,0.0762
332,04/25/17 11:00:01 AM,79.084,0.0869,0.0787
333,04/25/17 12:00:01 PM,74.206,0.0850,0.0787
334,04/25/17 01:00:01 PM,82.620,0.0768,0.0816
335,04/25/17 02:00:01 PM,85.262,0.0664,0.0803
336,04/25/17 03:00:01 PM,74.163,0.0639,0.0768
337,04/25/17 04:00:01 PM,78.251,0.0639,0.0732
338,04/25/17 05:00:01 PM,70.716,0.0621,0.0702
339,04/25/17 06:00:01 PM,65.359,0.0596,0.0684
340,04/25/17 07:00:01 PM,58.712,0.0581,0.0664
341,04/25/17 08:00:01 PM,53.035,0.0555,0.0646
342,04/25/17 09:00:01 PM,49.825,0.0521,0.0632
343,04/25/17 10:00:01 PM,47.109,0.0509,0.0632
344,04/25/17 11:00:01 PM,44.173,0.0501,0.0621
345,04/26/17 12:00:01 AM,45.806,0.0490,0.0614
346,04/26/17 01:00:01 AM,45.761,0.0490,0.0607
347,04/26/17 02:00:01 AM,44.355,0.0490,0.0599
348,04/26/17 03:00:01 AM,44.173,0.0482,0.0599
349,04/26/17 04:00:01 AM,42.616,0.0474,0.0599
350,04/26/17 05:00:01 AM,43.259,0.0474,0.0614
351,04/26/17 06:00:01 AM,39.454,0.0462,0.0599
352,04/26/17 07:00:01 AM,46.931,0.0470,0.0614
353,04/26/17 08:00:01 AM,62.577,0.0536,0.0671
354,04/26/17 09:00:01 AM,75.204,0.0664,0.0715
355,04/26/17 10:00:01 AM,81.154,0.0816,0.0758
356,04/26/17 11:00:01 AM,82.708,0.0844,0.0797
357,04/26/17 12:00:01 PM,90.657,0.0803,0.0829
358,04/26/17 01:00:01 PM,91.589,0.0671,0.0844
359,04/26/17 02:00:01 PM,81.819,0.0653,0.0810
360,04/26/17 03:00:01 PM,87.436,0.0653,0.0797
361,04/26/17 04:00:01 PM,82.263,0.0632,0.0762
362,04/26/17 05:00:01 PM,82.798,0.0639,0.0732
363,04/26/17 06:00:01 PM,74.381,0.0607,0.0708
364,04/26/17 07:00:01 PM,65.959,0.0574,0.0684
365,04/26/17 08:00:01 PM,61.075,0.0570,0.0664
366,04/26/17 09:00:01 PM,59.185,0.0562,0.0660
367,04/26/17 10:00:01 PM,59.659,0.0547,0.0653
368,04/26/17 11:00:01 PM,59.616,0.0574,0.0660
369,04/27/17 12:00:01 AM,56.383,0.0574,0.0653
370,04/27/17 01:00:01 AM,56.858,0.0555,0.0646
371,04/27/17 02:00:01 AM,56.858,0.0562,0.0646
372,04/27/17 03:00:01 AM,55.647,0.0570,0.0646
373,04/27/17 04:00:01 AM,55.256,0.0570,0.0639
374,04/27/17 05:00:01 AM,54.300,0.0562,0.0646
375,04/27/17 06:00:01 AM,53.341,0.0562,0.0639
376,04/27/17 07:00:01 AM,53.166,0.0555,0.0639
377,04/27/17 08:00:01 AM,53.776,0.0570,0.0639
378,04/27/17 09:00:01 AM,56.772,0.0596,0.0646
379,04/27/17 10:00:01 AM,56.251,0.0639,0.0653
380,04/27/17 11:00:01 AM,68.099,0.0732,0.0702
381,04/27/17 12:00:01 PM,79.173,0.0857,0.0762
382,04/27/17 01:00:01 PM,88.214,0.0908,0.0781
383,04/27/17 02:00:01 PM,88.579,0.0725,0.0775
384,04/27/17 03:00:01 PM,82.530,0.0621,0.0762
385,04/27/17 04:00:01 PM,78.996,0.0614,0.0725
386,04/27/17 05:00:01 PM,75.247,0.0596,0.0695
387,04/27/17 06:00:01 PM,70.673,0.0574,0.0684
388,04/27/17 07:00:01 PM,63.390,0.0555,0.0664
389,04/27/17 08:00:01 PM,59.873,0.0555,0.0653
390,04/27/17 09:00:01 PM,56.340,0.0528,0.0632
391,04/27/17 10:00:01 PM,56.035,0.0517,0.0621
392,04/27/17 11:00:01 PM,53.994,0.0494,0.0614
393,04/28/17 12:00:01 AM,53.820,0.0490,0.0599
394,04/28/17 01:00:01 AM,51.501,0.0482,0.0596
395,04/28/17 02:00:01 AM,47.154,0.0462,0.0588
396,04/28/17 03:00:01 AM,45.669,0.0446,0.0581
397,04/28/17 04:00:01 AM,45.851,0.0446,0.0599
398,04/28/17 05:00:01 AM,44.764,0.0434,0.0599
399,04/28/17 06:00:01 AM,39.502,0.0413,0.0588
400,04/28/17 07:00:01 AM,53.559,0.0442,0.0607
401,04/28/17 08:00:01 AM,63.475,0.0509,0.0664
402,04/28/17 09:00:01 AM,71.834,0.0596,0.0708
403,04/28/17 10:00:01 AM,75.463,0.0738,0.0752
404,04/28/17 11:00:01 AM,79.173,0.0816,0.0787
405,04/28/17 12:00:01 PM,84.722,0.0835,0.0816
406,04/28/17 01:00:01 PM,87.391,0.0660,0.0835
407,04/28/17 02:00:01 PM,83.736,0.0599,0.0797
408,04/28/17 03:00:01 PM,83.199,0.0599,0.0781
409,04/28/17 04:00:01 PM,78.910,0.0588,0.0732
410,04/28/17 05:00:01 PM,73.515,0.0570,0.0702
411,04/28/17 06:00:01 PM,69.427,0.0547,0.0684
412,04/28/17 07:00:01 PM,60.647,0.0521,0.0664
413,04/28/17 08:00:01 PM,55.690,0.0494,0.0632
414,04/28/17 09:00:01 PM,53.384,0.0474,0.0628
415,04/28/17 10:00:01 PM,44.582,0.0446,0.0607
416,04/28/17 11:00:01 PM,38.368,0.0421,0.0596
417,04/29/17 12:00:01 AM,42.109,0.0413,0.0596
418,04/29/17 01:00:01 AM,38.084,0.0401,0.0588
419,04/29/17 02:00:01 AM,38.511,0.0392,0.0588
420,04/29/17 03:00:01 AM,37.893,0.0384,0.0581
421,04/29/17 04:00:01 AM,37.225,0.0375,0.0581
422,04/29/17 05:00:01 AM,36.842,0.0375,0.0574
423,04/29/17 06:00:01 AM,36.313,0.0371,0.0574
424,04/29/17 07:00:01 AM,46.346,0.0401,0.0588
425,04/29/17 08:00:01 AM,63.219,0.0470,0.0639
426,04/29/17 09:00:01 AM,78.251,0.0574,0.0702
427,04/29/17 10:00:01 AM,85.487,0.0732,0.0758
428,04/29/17 11:00:01 AM,88.810,0.0816,0.0797
429,04/29/17 12:00:01 PM,92.386,0.0732,0.0841
430,04/29/17 01:00:01 PM,96.096,0.0607,0.0875
431,04/29/17 02:00:01 PM,95.616,0.0614,0.0835
432,04/29/17 03:00:01 PM,92.714,0.0614,0.0816
433,04/29/17 04:00:01 PM,90.333,0.0607,0.0768
434,04/29/17 05:00:01 PM,82.396,0.0588,0.0725
435,04/29/17 06:00:01 PM,77.072,0.0562,0.0702
436,04/29/17 07:00:01 PM,66.130,0.0517,0.0678
437,04/29/17 08:00:01 PM,51.544,0.0482,0.0660
438,04/29/17 09:00:01 PM,46.841,0.0442,0.0639
439,04/29/17 10:00:01 PM,47.199,0.0425,0.0614
440,04/29/17 11:00:01 PM,45.806,0.0405,0.0614
441,04/30/17 12:00:01 AM,45.444,0.0405,0.0607
442,04/30/17 01:00:01 AM,44.809,0.0401,0.0607
