"Plot Title: 10859622"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859622, SEN S/N: 10836748)","Temp, °F (LGR S/N: 10859622, SEN S/N: 10868948)","Water Content, m³/m³ (LGR S/N: 10859622, SEN S/N: 10880702)","Water Content, m³/m³ (LGR S/N: 10859622, SEN S/N: 10880703)"
1,04/11/17 03:00:01 PM,-96.115,124.873,0.0752,0.0621
2,04/11/17 04:00:01 PM,-93.987,115.034,0.0708,0.0588
3,04/11/17 05:00:01 PM,-96.115,108.135,0.0708,0.0596
4,04/11/17 06:00:01 PM,-95.030,93.848,0.0678,0.0555
5,04/11/17 07:00:01 PM,-95.030,68.614,0.0621,0.0490
6,04/11/17 08:00:01 PM,-96.115,57.290,0.0581,0.0442
7,04/11/17 09:00:01 PM,-97.244,50.664,0.0555,0.0421
8,04/11/17 10:00:01 PM,-98.419,47.826,0.0544,0.0405
9,04/11/17 11:00:01 PM,-98.419,44.901,0.0521,0.0384
10,04/12/17 12:00:01 AM,-99.648,44.764,0.0521,0.0375
11,04/12/17 01:00:01 AM,-99.648,42.892,0.0509,0.0371
12,04/12/17 02:00:01 AM,-99.648,42.847,0.0501,0.0363
13,04/12/17 03:00:01 AM,-99.648,42.064,0.0501,0.0354
14,04/12/17 04:00:01 AM,-102.285,42.847,0.0501,0.0354
15,04/12/17 05:00:01 AM,-100.934,42.847,0.0501,0.0354
16,04/12/17 06:00:01 AM,-100.934,40.719,0.0490,0.0350
17,04/12/17 07:00:01 AM,-102.285,41.648,0.0494,0.0350
18,04/12/17 08:00:01 AM,-102.285,55.819,0.0570,0.0401
19,04/12/17 09:00:01 AM,-100.934,76.681,0.0632,0.0474
20,04/12/17 10:00:01 AM,-100.934,92.667,0.0684,0.0528
21,04/12/17 11:00:01 AM,-97.244,112.217,0.0708,0.0570
22,04/12/17 12:00:01 PM,-96.115,130.080,0.0732,0.0599
23,04/12/17 01:00:01 PM,-93.987,136.827,0.0752,0.0614
24,04/12/17 02:00:01 PM,-93.987,141.811,0.0768,0.0639
25,04/12/17 03:00:01 PM,-93.987,139.086,0.0762,0.0639
26,04/12/17 04:00:01 PM,-92.007,115.207,0.0725,0.0596
27,04/12/17 05:00:01 PM,-92.007,95.279,0.0691,0.0544
28,04/12/17 06:00:01 PM,-92.979,90.612,0.0664,0.0536
29,04/12/17 07:00:01 PM,-92.979,69.685,0.0607,0.0474
30,04/12/17 08:00:01 PM,-95.030,57.506,0.0562,0.0425
31,04/12/17 09:00:01 PM,-96.115,52.203,0.0536,0.0405
