"Plot Title: 10859625"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859625, SEN S/N: 10868977)","Water Content, m³/m³ (LGR S/N: 10859625, SEN S/N: 10880693)","Water Content, m³/m³ (LGR S/N: 10859625, SEN S/N: 10880732)"
132,04/17/17 12:00:01 AM,49.782,0.0908,0.0857
133,04/17/17 01:00:01 AM,49.604,0.0902,0.0844
134,04/17/17 02:00:01 AM,52.203,0.0902,0.0857
135,04/17/17 03:00:01 AM,50.929,0.0896,0.0850
136,04/17/17 04:00:01 AM,46.436,0.0893,0.0844
137,04/17/17 05:00:01 AM,47.871,0.0893,0.0841
138,04/17/17 06:00:01 AM,46.751,0.0881,0.0841
139,04/17/17 07:00:01 AM,52.466,0.0893,0.0844
140,04/17/17 08:00:01 AM,64.332,0.0914,0.0863
141,04/17/17 09:00:01 AM,84.452,0.0963,0.0896
142,04/17/17 10:00:01 AM,97.891,0.1036,0.0949
143,04/17/17 11:00:01 AM,87.847,0.1031,0.0963
144,04/17/17 12:00:01 PM,85.894,0.1031,0.0963
145,04/17/17 01:00:01 PM,94.039,0.1058,0.0986
146,04/17/17 02:00:01 PM,92.527,0.1080,0.1003
147,04/17/17 03:00:01 PM,107.285,0.1075,0.1014
148,04/17/17 04:00:01 PM,97.452,0.1064,0.1003
149,04/17/17 05:00:01 PM,99.910,0.1053,0.0981
150,04/17/17 06:00:01 PM,81.997,0.1020,0.0955
151,04/17/17 07:00:01 PM,66.643,0.0981,0.0914
152,04/17/17 08:00:01 PM,62.019,0.0961,0.0893
153,04/17/17 09:00:01 PM,55.733,0.0937,0.0863
154,04/17/17 10:00:01 PM,59.014,0.0932,0.0863
155,04/17/17 11:00:01 PM,58.411,0.0920,0.0857
156,04/18/17 12:00:01 AM,53.559,0.0908,0.0850
157,04/18/17 01:00:01 AM,53.209,0.0902,0.0844
158,04/18/17 02:00:01 AM,49.782,0.0893,0.0835
159,04/18/17 03:00:01 AM,50.180,0.0893,0.0835
160,04/18/17 04:00:01 AM,48.182,0.0881,0.0835
161,04/18/17 05:00:01 AM,53.427,0.0887,0.0835
162,04/18/17 06:00:01 AM,50.841,0.0887,0.0841
163,04/18/17 07:00:01 AM,57.333,0.0893,0.0841
164,04/18/17 08:00:01 AM,60.904,0.0875,0.0844
165,04/18/17 09:00:01 AM,70.846,0.0869,0.0850
166,04/18/17 10:00:01 AM,71.060,0.0908,0.0981
167,04/18/17 11:00:01 AM,75.117,0.0969,0.1047
168,04/18/17 12:00:01 PM,79.173,0.0992,0.1036
169,04/18/17 01:00:01 PM,68.785,0.1031,0.1020
170,04/18/17 02:00:01 PM,77.859,0.1179,0.1923
171,04/18/17 03:00:01 PM,76.028,0.1256,0.1885
172,04/18/17 04:00:01 PM,68.698,0.1302,0.1885
173,04/18/17 05:00:01 PM,62.875,0.1321,0.1876
174,04/18/17 06:00:01 PM,59.099,0.1326,0.1862
175,04/18/17 07:00:01 PM,56.858,0.1321,0.1853
176,04/18/17 08:00:01 PM,56.815,0.1317,0.1843
177,04/18/17 09:00:01 PM,57.506,0.1312,0.1840
178,04/18/17 10:00:01 PM,59.014,0.1312,0.1826
179,04/18/17 11:00:01 PM,60.174,0.1317,0.1816
180,04/19/17 12:00:01 AM,60.217,0.1317,0.1813
181,04/19/17 01:00:01 AM,60.174,0.1321,0.1807
182,04/19/17 02:00:01 AM,59.358,0.1335,0.1803
183,04/19/17 03:00:01 AM,58.239,0.1342,0.1793
184,04/19/17 04:00:01 AM,55.992,0.1342,0.1789
185,04/19/17 05:00:01 AM,57.204,0.1331,0.1779
186,04/19/17 06:00:01 AM,58.669,0.1281,0.1775
187,04/19/17 07:00:01 AM,58.325,0.1312,0.1769
188,04/19/17 08:00:01 AM,61.547,0.1326,0.1765
189,04/19/17 09:00:01 AM,61.419,0.1326,0.1752
190,04/19/17 10:00:01 AM,81.909,0.1331,0.1728
191,04/19/17 11:00:01 AM,93.612,0.1347,0.1709
192,04/19/17 12:00:01 PM,76.289,0.1400,0.1714
193,04/19/17 01:00:01 PM,99.365,0.1450,0.1709
194,04/19/17 02:00:01 PM,99.761,0.1503,0.1732
195,04/19/17 03:00:01 PM,99.464,0.1527,0.1738
196,04/19/17 04:00:01 PM,93.897,0.1527,0.1728
197,04/19/17 05:00:01 PM,90.703,0.1519,0.1718
198,04/19/17 06:00:01 PM,73.429,0.1499,0.1703
199,04/19/17 07:00:01 PM,62.062,0.1470,0.1685
200,04/19/17 08:00:01 PM,53.427,0.1450,0.1667
201,04/19/17 09:00:01 PM,51.852,0.1425,0.1648
202,04/19/17 10:00:01 PM,49.604,0.1412,0.1629
203,04/19/17 11:00:01 PM,48.360,0.1400,0.1615
204,04/20/17 12:00:01 AM,46.301,0.1387,0.1604
205,04/20/17 01:00:01 AM,46.661,0.1382,0.1596
206,04/20/17 02:00:01 AM,49.073,0.1366,0.1585
207,04/20/17 03:00:01 AM,43.534,0.1366,0.1590
208,04/20/17 04:00:01 AM,42.109,0.1357,0.1581
209,04/20/17 05:00:01 AM,42.616,0.1347,0.1570
210,04/20/17 06:00:01 AM,41.601,0.1335,0.1566
211,04/20/17 07:00:01 AM,44.719,0.1331,0.1558
212,04/20/17 08:00:01 AM,54.343,0.1321,0.1538
213,04/20/17 09:00:01 AM,69.942,0.1335,0.1519
214,04/20/17 10:00:01 AM,81.023,0.1370,0.1527
215,04/20/17 11:00:01 AM,87.985,0.1405,0.1547
216,04/20/17 12:00:01 PM,92.763,0.1441,0.1581
217,04/20/17 01:00:01 PM,98.283,0.1470,0.1600
218,04/20/17 02:00:01 PM,86.437,0.1484,0.1600
219,04/20/17 03:00:01 PM,100.756,0.1490,0.1600
220,04/20/17 04:00:01 PM,100.407,0.1495,0.1600
221,04/20/17 05:00:01 PM,92.997,0.1484,0.1596
222,04/20/17 06:00:01 PM,72.136,0.1466,0.1585
223,04/20/17 07:00:01 PM,63.819,0.1441,0.1566
224,04/20/17 08:00:01 PM,51.764,0.1425,0.1551
225,04/20/17 09:00:01 PM,48.538,0.1400,0.1532
226,04/20/17 10:00:01 PM,45.941,0.1382,0.1519
227,04/20/17 11:00:01 PM,45.534,0.1366,0.1499
228,04/21/17 12:00:01 AM,43.443,0.1352,0.1495
229,04/21/17 01:00:01 AM,43.853,0.1335,0.1479
230,04/21/17 02:00:01 AM,41.970,0.1331,0.1470
231,04/21/17 03:00:01 AM,40.905,0.1321,0.1466
232,04/21/17 04:00:01 AM,37.989,0.1321,0.1466
233,04/21/17 05:00:01 AM,38.131,0.1312,0.1455
234,04/21/17 06:00:01 AM,37.893,0.1302,0.1450
235,04/21/17 07:00:01 AM,40.951,0.1290,0.1441
236,04/21/17 08:00:01 AM,54.255,0.1290,0.1425
237,04/21/17 09:00:01 AM,74.295,0.1307,0.1405
238,04/21/17 10:00:01 AM,89.499,0.1342,0.1421
239,04/21/17 11:00:01 AM,95.135,0.1382,0.1446
240,04/21/17 12:00:01 PM,103.640,0.1421,0.1475
241,04/21/17 01:00:01 PM,109.423,0.1450,0.1499
242,04/21/17 02:00:01 PM,106.862,0.1466,0.1514
243,04/21/17 03:00:01 PM,101.408,0.1470,0.1519
244,04/21/17 04:00:01 PM,101.057,0.1466,0.1519
245,04/21/17 05:00:01 PM,92.104,0.1450,0.1503
246,04/21/17 06:00:01 PM,78.471,0.1430,0.1490
247,04/21/17 07:00:01 PM,65.487,0.1400,0.1466
248,04/21/17 08:00:01 PM,54.300,0.1382,0.1450
249,04/21/17 09:00:01 PM,49.959,0.1357,0.1425
250,04/21/17 10:00:01 PM,48.360,0.1342,0.1412
251,04/21/17 11:00:01 PM,47.781,0.1326,0.1400
252,04/22/17 12:00:01 AM,45.986,0.1317,0.1391
253,04/22/17 01:00:01 AM,43.990,0.1302,0.1375
254,04/22/17 02:00:01 AM,40.998,0.1302,0.1375
255,04/22/17 03:00:01 AM,39.454,0.1290,0.1366
256,04/22/17 04:00:01 AM,39.313,0.1281,0.1366
257,04/22/17 05:00:01 AM,42.663,0.1271,0.1357
258,04/22/17 06:00:01 AM,43.579,0.1266,0.1352
259,04/22/17 07:00:01 AM,45.761,0.1266,0.1347
260,04/22/17 08:00:01 AM,61.677,0.1266,0.1335
261,04/22/17 09:00:01 AM,84.812,0.1297,0.1331
262,04/22/17 10:00:01 AM,100.108,0.1342,0.1357
263,04/22/17 11:00:01 AM,104.050,0.1375,0.1387
264,04/22/17 12:00:01 PM,110.291,0.1412,0.1412
265,04/22/17 01:00:01 PM,115.378,0.1430,0.1430
266,04/22/17 02:00:01 PM,109.369,0.1434,0.1441
267,04/22/17 03:00:01 PM,109.747,0.1434,0.1446
268,04/22/17 04:00:01 PM,100.807,0.1425,0.1430
269,04/22/17 05:00:01 PM,102.265,0.1412,0.1416
270,04/22/17 06:00:01 PM,85.172,0.1387,0.1391
271,04/22/17 07:00:01 PM,73.688,0.1361,0.1366
272,04/22/17 08:00:01 PM,60.948,0.1342,0.1347
273,04/22/17 09:00:01 PM,57.290,0.1317,0.1321
274,04/22/17 10:00:01 PM,55.515,0.1302,0.1307
275,04/22/17 11:00:01 PM,54.648,0.1281,0.1290
276,04/23/17 12:00:01 AM,53.384,0.1271,0.1281
277,04/23/17 01:00:01 AM,52.466,0.1261,0.1276
278,04/23/17 02:00:01 AM,48.938,0.1256,0.1271
279,04/23/17 03:00:01 AM,47.334,0.1251,0.1261
280,04/23/17 04:00:01 AM,45.489,0.1242,0.1261
281,04/23/17 05:00:01 AM,45.714,0.1237,0.1256
282,04/23/17 06:00:01 AM,48.538,0.1237,0.1256
283,04/23/17 07:00:01 AM,51.984,0.1224,0.1251
284,04/23/17 08:00:01 AM,56.426,0.1237,0.1251
285,04/23/17 09:00:01 AM,72.264,0.1261,0.1251
286,04/23/17 10:00:01 AM,84.272,0.1297,0.1266
287,04/23/17 11:00:01 AM,93.659,0.1321,0.1285
288,04/23/17 12:00:01 PM,101.208,0.1357,0.1312
289,04/23/17 01:00:01 PM,104.360,0.1375,0.1331
290,04/23/17 02:00:01 PM,103.231,0.1387,0.1342
291,04/23/17 03:00:01 PM,104.772,0.1382,0.1335
292,04/23/17 04:00:01 PM,97.939,0.1366,0.1326
293,04/23/17 05:00:01 PM,92.480,0.1347,0.1297
294,04/23/17 06:00:01 PM,75.333,0.1312,0.1266
295,04/23/17 07:00:01 PM,64.074,0.1285,0.1214
296,04/23/17 08:00:01 PM,999.189,-0.4737,-0.4737
297,04/23/17 09:00:01 PM,999.189,-0.4737,-0.4737
298,04/23/17 10:00:01 PM,999.189,-0.4737,-0.4737
299,04/23/17 11:00:01 PM,999.189,-0.1267,-0.4737
300,04/24/17 12:00:01 AM,999.189,-0.4737,-0.4737
301,04/24/17 01:00:01 AM,490.764,0.0536,-0.4737
302,04/24/17 02:00:01 AM,999.189,-0.4737,-0.4737
303,04/24/17 03:00:01 AM,999.189,-0.4737,-0.4737
304,04/24/17 04:00:01 AM,999.189,-0.4737,-0.4737
305,04/24/17 05:00:01 AM,999.189,-0.4737,-0.4737
306,04/24/17 06:00:01 AM,999.189,-0.4737,-0.4737
307,04/24/17 07:00:01 AM,999.189,-0.4737,-0.4737
308,04/24/17 08:00:01 AM,999.189,-0.4737,-0.4737
309,04/24/17 09:00:01 AM,999.189,-0.2116,-0.4737
310,04/24/17 10:00:01 AM,999.189,-0.4737,-0.4737
311,04/24/17 11:00:01 AM,999.189,-0.1012,-0.4737
312,04/24/17 12:00:01 PM,999.189,-0.4737,-0.1141
313,04/24/17 01:00:01 PM,999.189,0.0536,-0.4737
314,04/24/17 02:00:01 PM,999.189,-0.4737,-0.4737
315,04/24/17 03:00:01 PM,999.189,-0.4737,-0.4399
316,04/24/17 04:00:01 PM,100.557,-0.4737,-0.4737
317,04/24/17 05:00:01 PM,999.189,-0.0976,-0.4737
318,04/24/17 06:00:01 PM,999.189,-0.4737,-0.4737
319,04/24/17 07:00:01 PM,999.189,-0.4737,-0.4737
320,04/24/17 08:00:01 PM,999.189,-0.4737,-0.4737
321,04/24/17 09:00:01 PM,999.189,-0.4737,-0.4737
322,04/24/17 10:00:01 PM,999.189,-0.4737,-0.4737
323,04/24/17 11:00:01 PM,999.189,-0.4737,-0.4737
324,04/25/17 12:00:01 AM,999.189,-0.4737,-0.4737
325,04/25/17 01:00:01 AM,999.189,-0.4737,-0.4737
326,04/25/17 02:00:01 AM,337.100,-0.4737,-0.4737
327,04/25/17 03:00:01 AM,999.189,-0.4737,-0.4737
328,04/25/17 04:00:01 AM,999.189,-0.4737,-0.4737
329,04/25/17 05:00:01 AM,999.189,-0.4737,-0.4737
330,04/25/17 06:00:01 AM,999.189,-0.4737,-0.4737
331,04/25/17 07:00:01 AM,999.189,-0.4737,-0.4737
332,04/25/17 08:00:01 AM,999.189,-0.4737,-0.4737
333,04/25/17 09:00:01 AM,999.189,-0.4737,-0.4577
334,04/25/17 10:00:01 AM,88.351,-0.4737,-0.4737
335,04/25/17 11:00:01 AM,999.189,-0.4737,-0.4737
336,04/25/17 12:00:01 PM,999.189,-0.4737,-0.4737
337,04/25/17 01:00:01 PM,999.189,-0.1048,-0.4737
338,04/25/17 02:00:01 PM,999.189,-0.4737,-0.4737
339,04/25/17 03:00:01 PM,999.189,-0.1030,-0.4737
340,04/25/17 04:00:01 PM,999.189,-0.4737,-0.4737
341,04/25/17 05:00:01 PM,999.189,-0.4737,-0.4737
342,04/25/17 06:00:01 PM,999.189,-0.4737,-0.4737
343,04/25/17 07:00:01 PM,999.189,-0.4737,-0.4737
344,04/25/17 08:00:01 PM,999.189,-0.4737,-0.1122
