"Plot Title: 10859605"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859605, SEN S/N: 10836750)","Temp, °F (LGR S/N: 10859605, SEN S/N: 10836751)","Water Content, m³/m³ (LGR S/N: 10859605, SEN S/N: 10879385)","Water Content, m³/m³ (LGR S/N: 10859605, SEN S/N: 10879386)"
1,04/11/17 05:00:01 PM,-99.648,84.362,0.1075,0.0963
2,04/11/17 06:00:01 PM,-98.419,77.770,0.1053,0.0949
3,04/11/17 07:00:01 PM,-99.648,63.604,0.1020,0.0914
4,04/11/17 08:00:01 PM,-99.648,54.255,0.0986,0.0887
5,04/11/17 09:00:01 PM,-99.648,47.826,0.0975,0.0863
6,04/11/17 10:00:01 PM,-99.648,46.346,0.0969,0.0841
7,04/11/17 11:00:01 PM,-99.648,37.751,0.0955,0.0829
8,04/12/17 12:00:01 AM,-99.648,39.502,0.0949,0.0810
9,04/12/17 01:00:01 AM,-99.648,39.124,0.0943,0.0797
10,04/12/17 02:00:01 AM,-99.648,39.078,0.0943,0.0794
11,04/12/17 03:00:01 AM,-99.648,38.131,0.0937,0.0781
12,04/12/17 04:00:01 AM,-99.648,39.924,0.0937,0.0775
13,04/12/17 05:00:01 AM,-102.285,38.984,0.0932,0.0768
14,04/12/17 06:00:01 AM,-102.285,39.173,0.0937,0.0762
15,04/12/17 07:00:01 AM,-102.285,40.485,0.0932,0.0762
16,04/12/17 08:00:01 AM,-99.648,59.529,0.0955,0.0762
17,04/12/17 09:00:01 AM,-99.648,73.515,0.0981,0.0775
18,04/12/17 10:00:01 AM,-98.419,82.308,0.1009,0.0810
19,04/12/17 11:00:01 AM,-99.648,83.959,0.1020,0.0863
20,04/12/17 12:00:01 PM,-102.285,89.823,0.1042,0.0908
21,04/12/17 01:00:01 PM,-100.934,91.495,0.1053,0.0949
22,04/12/17 02:00:01 PM,-100.934,93.897,0.1064,0.0975
23,04/12/17 03:00:01 PM,-100.934,95.328,0.1064,0.0986
24,04/12/17 04:00:01 PM,-100.934,94.944,0.1058,0.0986
25,04/12/17 05:00:01 PM,-98.419,83.736,0.1031,0.0961
26,04/12/17 06:00:01 PM,-97.244,76.942,0.1014,0.0943
27,04/12/17 07:00:01 PM,-97.244,66.686,0.0986,0.0908
