"Plot Title: 10859598"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859598, SEN S/N: 10836747)","Water Content, m³/m³ (LGR S/N: 10859598, SEN S/N: 10879375)","Temp, °F (LGR S/N: 10859598, SEN S/N: 10981832)","Water Content, m³/m³ (LGR S/N: 10859598, SEN S/N: 11001915)"
900,05/19/17 06:00:01 AM,55.213,0.1532,49.471,0.1514
901,05/19/17 07:00:01 AM,55.863,0.1527,51.237,0.1503
902,05/19/17 08:00:01 AM,61.506,0.1519,71.620,0.1450
903,05/19/17 09:00:01 AM,67.158,0.1519,85.984,0.1455
904,05/19/17 10:00:01 AM,72.351,0.1523,93.517,0.1495
905,05/19/17 11:00:01 AM,84.900,0.1523,107.550,0.1542
906,05/19/17 12:00:01 PM,82.441,0.1527,110.673,0.1600
907,05/19/17 01:00:01 PM,87.028,0.1519,116.128,0.1652
908,05/19/17 02:00:01 PM,92.104,0.1523,119.727,0.1681
909,05/19/17 03:00:01 PM,99.514,0.1523,117.999,0.1689
910,05/19/17 04:00:01 PM,94.086,0.1523,107.443,0.1689
911,05/19/17 05:00:01 PM,96.676,0.1519,100.060,0.1677
912,05/19/17 06:00:01 PM,93.706,0.1503,94.467,0.1648
913,05/19/17 07:00:01 PM,84.362,0.1490,83.242,0.1634
914,05/19/17 08:00:01 PM,73.602,0.1490,70.673,0.1615
915,05/19/17 09:00:01 PM,69.901,0.1475,66.772,0.1581
916,05/19/17 10:00:01 PM,64.888,0.1475,56.079,0.1551
917,05/19/17 11:00:01 PM,62.875,0.1459,56.340,0.1523
918,05/20/17 12:00:01 AM,60.861,0.1441,54.865,0.1495
919,05/20/17 01:00:01 AM,59.959,0.1434,54.995,0.1475
920,05/20/17 02:00:01 AM,58.755,0.1434,53.820,0.1459
921,05/20/17 03:00:01 AM,58.023,0.1430,53.994,0.1446
922,05/20/17 04:00:01 AM,57.420,0.1430,53.427,0.1430
923,05/20/17 05:00:01 AM,56.556,0.1430,52.203,0.1421
924,05/20/17 06:00:01 AM,56.079,0.1425,51.895,0.1412
925,05/20/17 07:00:01 AM,57.160,0.1425,54.648,0.1400
926,05/20/17 08:00:01 AM,63.090,0.1425,76.289,0.1352
927,05/20/17 09:00:01 AM,70.543,0.1430,87.391,0.1370
928,05/20/17 10:00:01 AM,76.114,0.1434,98.773,0.1412
929,05/20/17 11:00:01 AM,90.471,0.1441,103.181,0.1459
930,05/20/17 12:00:01 PM,88.396,0.1446,109.857,0.1519
931,05/20/17 01:00:01 PM,91.495,0.1450,117.117,0.1562
932,05/20/17 02:00:01 PM,96.289,0.1455,122.355,0.1596
933,05/20/17 03:00:01 PM,109.423,0.1466,119.307,0.1604
934,05/20/17 04:00:01 PM,101.107,0.1466,112.384,0.1608
935,05/20/17 05:00:01 PM,103.897,0.1455,106.493,0.1590
936,05/20/17 06:00:01 PM,98.971,0.1441,99.167,0.1566
937,05/20/17 07:00:01 PM,91.963,0.1425,89.085,0.1547
938,05/20/17 08:00:01 PM,79.700,0.1416,75.594,0.1527
939,05/20/17 09:00:01 PM,73.429,0.1405,66.643,0.1495
940,05/20/17 10:00:01 PM,69.386,0.1387,61.419,0.1466
941,05/20/17 11:00:01 PM,67.543,0.1382,59.358,0.1434
942,05/21/17 12:00:01 AM,66.173,0.1382,60.517,0.1405
943,05/21/17 01:00:01 AM,64.803,0.1375,58.928,0.1382
944,05/21/17 02:00:01 AM,62.834,0.1366,56.426,0.1370
945,05/21/17 03:00:01 AM,62.276,0.1361,56.426,0.1357
946,05/21/17 04:00:01 AM,61.677,0.1361,56.685,0.1342
947,05/21/17 05:00:01 AM,61.290,0.1361,56.383,0.1331
948,05/21/17 06:00:01 AM,60.604,0.1361,56.122,0.1321
949,05/21/17 07:00:01 AM,62.019,0.1366,59.099,0.1307
950,05/21/17 08:00:01 AM,67.928,0.1357,76.725,0.1281
951,05/21/17 09:00:01 AM,73.472,0.1366,93.092,0.1302
952,05/21/17 10:00:01 AM,79.261,0.1366,99.761,0.1342
953,05/21/17 11:00:01 AM,93.706,0.1375,109.261,0.1391
954,05/21/17 12:00:01 PM,91.917,0.1387,111.112,0.1446
955,05/21/17 01:00:01 PM,95.088,0.1387,119.908,0.1490
956,05/21/17 02:00:01 PM,99.959,0.1391,119.487,0.1519
957,05/21/17 03:00:01 PM,96.676,0.1382,114.863,0.1532
958,05/21/17 04:00:01 PM,100.159,0.1391,111.553,0.1523
959,05/21/17 05:00:01 PM,101.912,0.1387,106.389,0.1503
960,05/21/17 06:00:01 PM,99.613,0.1382,99.266,0.1479
961,05/21/17 07:00:01 PM,93.706,0.1370,89.085,0.1455
962,05/21/17 08:00:01 PM,80.713,0.1357,76.289,0.1434
963,05/21/17 09:00:01 PM,74.467,0.1342,67.199,0.1400
964,05/21/17 10:00:01 PM,69.728,0.1326,61.419,0.1370
965,05/21/17 11:00:01 PM,67.671,0.1317,61.419,0.1342
966,05/22/17 12:00:01 AM,67.071,0.1312,61.720,0.1317
967,05/22/17 01:00:01 AM,65.444,0.1307,60.390,0.1297
968,05/22/17 02:00:01 AM,64.589,0.1302,58.755,0.1276
969,05/22/17 03:00:01 AM,63.903,0.1302,59.099,0.1261
970,05/22/17 04:00:01 AM,62.962,0.1297,60.132,0.1251
971,05/22/17 05:00:01 AM,62.704,0.1302,57.936,0.1237
972,05/22/17 06:00:01 AM,61.848,0.1297,57.420,0.1229
973,05/22/17 07:00:01 AM,62.577,0.1302,59.185,0.1219
974,05/22/17 08:00:01 AM,68.785,0.1307,79.041,0.1199
975,05/22/17 09:00:01 AM,74.467,0.1307,92.197,0.1224
976,05/22/17 10:00:01 AM,80.890,0.1317,101.408,0.1271
977,05/22/17 11:00:01 AM,94.230,0.1331,106.914,0.1321
978,05/22/17 12:00:01 PM,94.134,0.1342,115.034,0.1370
979,05/22/17 01:00:01 PM,97.160,0.1352,117.351,0.1416
980,05/22/17 02:00:01 PM,102.013,0.1357,128.196,0.1446
981,05/22/17 03:00:01 PM,101.610,0.1361,120.331,0.1459
982,05/22/17 04:00:01 PM,103.948,0.1357,115.666,0.1455
983,05/22/17 05:00:01 PM,106.597,0.1352,110.673,0.1441
984,05/22/17 06:00:01 PM,102.976,0.1342,101.208,0.1416
985,05/22/17 07:00:01 PM,95.328,0.1326,90.891,0.1387
986,05/22/17 08:00:01 PM,82.441,0.1302,77.639,0.1361
987,05/22/17 09:00:01 PM,76.375,0.1285,71.877,0.1326
988,05/22/17 10:00:01 PM,72.610,0.1266,64.974,0.1290
989,05/22/17 11:00:01 PM,70.158,0.1261,65.444,0.1266
990,05/23/17 12:00:01 AM,69.042,0.1251,63.561,0.1242
991,05/23/17 01:00:01 AM,67.971,0.1246,61.419,0.1219
992,05/23/17 02:00:01 AM,66.600,0.1242,61.248,0.1204
993,05/23/17 03:00:01 AM,64.888,0.1237,58.798,0.1194
994,05/23/17 04:00:01 AM,63.946,0.1229,57.979,0.1179
995,05/23/17 05:00:01 AM,64.204,0.1237,58.842,0.1169
996,05/23/17 06:00:01 AM,63.475,0.1229,58.239,0.1153
997,05/23/17 07:00:01 AM,65.102,0.1229,61.977,0.1148
998,05/23/17 08:00:01 AM,70.846,0.1237,81.288,0.1143
999,05/23/17 09:00:01 AM,76.203,0.1237,92.291,0.1174
1000,05/23/17 10:00:01 AM,81.864,0.1246,102.823,0.1219
1001,05/23/17 11:00:01 AM,95.904,0.1261,111.774,0.1271
1002,05/23/17 12:00:01 PM,94.514,0.1271,121.921,0.1321
1003,05/23/17 01:00:01 PM,95.328,0.1285,119.968,0.1361
1004,05/23/17 02:00:01 PM,94.323,0.1285,115.608,0.1387
1005,05/23/17 03:00:01 PM,97.842,0.1297,118.888,0.1391
1006,05/23/17 04:00:01 PM,104.929,0.1302,112.217,0.1391
1007,05/23/17 05:00:01 PM,110.183,0.1302,107.814,0.1375
1008,05/23/17 06:00:01 PM,105.031,0.1290,102.722,0.1352
1009,05/23/17 07:00:01 PM,95.760,0.1271,92.244,0.1321
1010,05/23/17 08:00:01 PM,82.620,0.1229,78.645,0.1290
1011,05/23/17 09:00:01 PM,76.332,0.1209,71.361,0.1256
1012,05/23/17 10:00:01 PM,73.645,0.1199,68.871,0.1219
1013,05/23/17 11:00:01 PM,70.630,0.1184,62.406,0.1199
1014,05/24/17 12:00:01 AM,68.270,0.1174,60.690,0.1174
1015,05/24/17 01:00:01 AM,67.372,0.1169,60.818,0.1153
1016,05/24/17 02:00:01 AM,64.674,0.1164,57.204,0.1138
1017,05/24/17 03:00:01 AM,64.418,0.1164,57.979,0.1117
1018,05/24/17 04:00:01 AM,65.273,0.1164,59.529,0.1107
1019,05/24/17 05:00:01 AM,64.503,0.1159,59.486,0.1101
1020,05/24/17 06:00:01 AM,61.462,0.1148,53.472,0.1096
1021,05/24/17 07:00:01 AM,64.632,0.1153,61.547,0.1085
1022,05/24/17 08:00:01 AM,71.577,0.1159,87.847,0.1096
1023,05/24/17 09:00:01 AM,71.920,0.1164,88.488,0.1112
1024,05/24/17 10:00:01 AM,73.602,0.1179,83.199,0.1143
1025,05/24/17 11:00:01 AM,75.029,0.1169,87.118,0.1148
1026,05/24/17 12:00:01 PM,88.488,0.1194,111.940,0.1204
1027,05/24/17 01:00:01 PM,86.437,0.1199,106.756,0.1246
1028,05/24/17 02:00:01 PM,92.950,0.1209,108.563,0.1276
1029,05/24/17 03:00:01 PM,95.184,0.1229,100.607,0.1297
1030,05/24/17 04:00:01 PM,101.208,0.1229,108.885,0.1302
1031,05/24/17 05:00:01 PM,100.657,0.1224,103.948,0.1297
1032,05/24/17 06:00:01 PM,101.912,0.1219,98.971,0.1276
1033,05/24/17 07:00:01 PM,90.612,0.1199,85.577,0.1251
1034,05/24/17 08:00:01 PM,68.785,0.1153,62.533,0.1224
1035,05/24/17 09:00:01 PM,62.105,0.1138,56.251,0.1184
1036,05/24/17 10:00:01 PM,58.239,0.1122,51.940,0.1153
1037,05/24/17 11:00:01 PM,55.776,0.1117,49.870,0.1122
1038,05/25/17 12:00:01 AM,55.776,0.1107,49.028,0.1101
1039,05/25/17 01:00:01 AM,57.117,0.1107,50.709,0.1085
1040,05/25/17 02:00:01 AM,57.679,0.1101,53.472,0.1075
1041,05/25/17 03:00:01 AM,56.944,0.1107,53.209,0.1069
1042,05/25/17 04:00:01 AM,56.251,0.1101,52.641,0.1064
1043,05/25/17 05:00:01 AM,55.515,0.1091,52.554,0.1058
1044,05/25/17 06:00:01 AM,55.038,0.1194,53.035,0.1075
1045,05/25/17 07:00:01 AM,56.512,0.1184,55.690,0.1069
1046,05/25/17 08:00:01 AM,59.185,0.1194,62.791,0.1075
1047,05/25/17 09:00:01 AM,62.062,0.1194,85.849,0.1107
1048,05/25/17 10:00:01 AM,63.518,0.1194,90.379,0.1148
1049,05/25/17 11:00:01 AM,70.072,0.1189,90.703,0.1189
1050,05/25/17 12:00:01 PM,70.029,0.1189,98.627,0.1237
1051,05/25/17 01:00:01 PM,71.791,0.1194,99.613,0.1276
1052,05/25/17 02:00:01 PM,73.731,0.1204,102.875,0.1307
1053,05/25/17 03:00:01 PM,80.316,0.1224,104.308,0.1326
1054,05/25/17 04:00:01 PM,89.685,0.1229,99.118,0.1331
1055,05/25/17 05:00:01 PM,92.197,0.1237,91.636,0.1317
1056,05/25/17 06:00:01 PM,84.227,0.1229,81.819,0.1285
1057,05/25/17 07:00:01 PM,75.463,0.1214,68.013,0.1251
1058,05/25/17 08:00:01 PM,62.105,0.1179,56.944,0.1209
1059,05/25/17 09:00:01 PM,59.014,0.1164,53.908,0.1169
1060,05/25/17 10:00:01 PM,58.109,0.1153,53.559,0.1138
1061,05/25/17 11:00:01 PM,58.239,0.1159,55.342,0.1117
1062,05/26/17 12:00:01 AM,57.722,0.1148,55.342,0.1101
1063,05/26/17 01:00:01 AM,57.850,0.1138,55.602,0.1091
1064,05/26/17 02:00:01 AM,58.152,0.1143,55.558,0.1085
1065,05/26/17 03:00:01 AM,59.056,0.1138,55.342,0.1085
1066,05/26/17 04:00:01 AM,57.722,0.1138,55.472,0.1080
1067,05/26/17 05:00:01 AM,58.282,0.1143,55.733,0.1075
1068,05/26/17 06:00:01 AM,58.109,0.1143,55.733,0.1069
1069,05/26/17 07:00:01 AM,58.842,0.1138,57.893,0.1069
1070,05/26/17 08:00:01 AM,63.732,0.1148,63.005,0.1075
1071,05/26/17 09:00:01 AM,71.146,0.1159,82.308,0.1107
1072,05/26/17 10:00:01 AM,66.643,0.1153,96.337,0.1153
1073,05/26/17 11:00:01 AM,77.990,0.1148,94.849,0.1199
1074,05/26/17 12:00:01 PM,74.120,0.1159,107.231,0.1256
1075,05/26/17 01:00:01 PM,76.332,0.1159,112.438,0.1307
1076,05/26/17 02:00:01 PM,78.953,0.1169,112.161,0.1335
1077,05/26/17 03:00:01 PM,80.935,0.1189,106.808,0.1352
1078,05/26/17 04:00:01 PM,90.379,0.1209,102.823,0.1347
1079,05/26/17 05:00:01 PM,87.073,0.1204,91.963,0.1326
1080,05/26/17 06:00:01 PM,80.096,0.1199,82.708,0.1290
1081,05/26/17 07:00:01 PM,73.774,0.1179,71.661,0.1251
1082,05/26/17 08:00:01 PM,64.204,0.1153,59.873,0.1209
1083,05/26/17 09:00:01 PM,59.616,0.1133,55.602,0.1169
1084,05/26/17 10:00:01 PM,57.463,0.1128,52.686,0.1138
1085,05/26/17 11:00:01 PM,55.776,0.1122,49.870,0.1107
1086,05/27/17 12:00:01 AM,54.691,0.1112,47.109,0.1085
1087,05/27/17 01:00:01 AM,54.865,0.1107,47.199,0.1064
1088,05/27/17 02:00:01 AM,52.817,0.1107,44.082,0.1042
1089,05/27/17 03:00:01 AM,52.772,0.1101,44.537,0.1031
1090,05/27/17 04:00:01 AM,52.423,0.1101,43.900,0.1020
1091,05/27/17 05:00:01 AM,51.721,0.1096,43.671,0.1009
1092,05/27/17 06:00:01 AM,51.809,0.1096,44.355,0.0998
1093,05/27/17 07:00:01 AM,53.776,0.1096,48.405,0.0992
1094,05/27/17 08:00:01 AM,59.185,0.1107,69.085,0.1014
1095,05/27/17 09:00:01 AM,64.546,0.1107,84.094,0.1058
1096,05/27/17 10:00:01 AM,68.956,0.1117,91.308,0.1112
1097,05/27/17 11:00:01 AM,81.509,0.1122,101.862,0.1169
1098,05/27/17 12:00:01 PM,84.272,0.1128,105.188,0.1224
1099,05/27/17 01:00:01 PM,87.620,0.1148,110.291,0.1281
1100,05/27/17 02:00:01 PM,92.057,0.1174,119.667,0.1326
1101,05/27/17 03:00:01 PM,88.306,0.1184,113.446,0.1342
1102,05/27/17 04:00:01 PM,91.495,0.1189,106.914,0.1342
1103,05/27/17 05:00:01 PM,91.729,0.1189,96.048,0.1317
1104,05/27/17 06:00:01 PM,86.164,0.1179,87.985,0.1285
1105,05/27/17 07:00:01 PM,77.902,0.1164,77.247,0.1242
1106,05/27/17 08:00:01 PM,67.413,0.1133,64.459,0.1204
1107,05/27/17 09:00:01 PM,63.433,0.1117,59.358,0.1164
1108,05/27/17 10:00:01 PM,61.419,0.1112,55.168,0.1133
1109,05/27/17 11:00:01 PM,60.174,0.1101,52.992,0.1101
1110,05/28/17 12:00:01 AM,58.368,0.1091,50.752,0.1075
1111,05/28/17 01:00:01 AM,57.592,0.1091,50.180,0.1058
1112,05/28/17 02:00:01 AM,57.376,0.1080,50.356,0.1036
1113,05/28/17 03:00:01 AM,58.023,0.1080,51.501,0.1025
1114,05/28/17 04:00:01 AM,58.928,0.1085,54.037,0.1020
1115,05/28/17 05:00:01 AM,58.669,0.1075,53.645,0.1014
1116,05/28/17 06:00:01 AM,58.755,0.1080,54.037,0.1009
1117,05/28/17 07:00:01 AM,60.647,0.1085,57.722,0.1009
1118,05/28/17 08:00:01 AM,66.344,0.1080,76.636,0.1025
1119,05/28/17 09:00:01 AM,71.404,0.1091,84.945,0.1064
1120,05/28/17 10:00:01 AM,75.204,0.1096,93.801,0.1117
1121,05/28/17 11:00:01 AM,89.962,0.1107,105.188,0.1174
1122,05/28/17 12:00:01 PM,87.528,0.1112,112.773,0.1237
1123,05/28/17 01:00:01 PM,92.763,0.1133,119.847,0.1285
1124,05/28/17 02:00:01 PM,99.959,0.1159,125.965,0.1331
1125,05/28/17 03:00:01 PM,96.289,0.1174,122.666,0.1352
1126,05/28/17 04:00:01 PM,97.939,0.1169,112.829,0.1342
1127,05/28/17 05:00:01 PM,98.528,0.1174,105.656,0.1321
1128,05/28/17 06:00:01 PM,94.276,0.1164,95.806,0.1290
1129,05/28/17 07:00:01 PM,83.959,0.1143,83.556,0.1251
1130,05/28/17 08:00:01 PM,74.206,0.1117,71.317,0.1209
1131,05/28/17 09:00:01 PM,70.072,0.1101,66.000,0.1164
1132,05/28/17 10:00:01 PM,67.627,0.1091,62.962,0.1133
1133,05/28/17 11:00:01 PM,65.615,0.1080,60.303,0.1107
1134,05/29/17 12:00:01 AM,63.475,0.1069,57.893,0.1085
1135,05/29/17 01:00:01 AM,62.962,0.1064,56.728,0.1064
1136,05/29/17 02:00:01 AM,62.919,0.1058,57.160,0.1047
1137,05/29/17 03:00:01 AM,63.304,0.1058,58.541,0.1036
1138,05/29/17 04:00:01 AM,63.048,0.1053,58.411,0.1025
1139,05/29/17 05:00:01 AM,62.919,0.1053,58.498,0.1014
1140,05/29/17 06:00:01 AM,63.005,0.1053,58.669,0.1009
1141,05/29/17 07:00:01 AM,64.589,0.1053,61.934,0.1009
1142,05/29/17 08:00:01 AM,69.942,0.1058,84.094,0.1031
1143,05/29/17 09:00:01 AM,74.899,0.1069,87.710,0.1064
1144,05/29/17 10:00:01 AM,78.953,0.1069,100.508,0.1122
1145,05/29/17 11:00:01 AM,93.754,0.1069,109.477,0.1184
1146,05/29/17 12:00:01 PM,95.423,0.1080,115.666,0.1242
1147,05/29/17 01:00:01 PM,93.943,0.1091,126.354,0.1285
1148,05/29/17 02:00:01 PM,102.772,0.1122,123.856,0.1326
1149,05/29/17 03:00:01 PM,100.009,0.1133,125.256,0.1331
1150,05/29/17 04:00:01 PM,99.761,0.1133,115.092,0.1331
1151,05/29/17 05:00:01 PM,99.464,0.1138,106.282,0.1307
1152,05/29/17 06:00:01 PM,93.659,0.1133,96.676,0.1271
1153,05/29/17 07:00:01 PM,84.587,0.1107,84.182,0.1229
1154,05/29/17 08:00:01 PM,74.986,0.1080,72.050,0.1189
1155,05/29/17 09:00:01 PM,69.471,0.1064,65.872,0.1143
1156,05/29/17 10:00:01 PM,65.829,0.1047,61.462,0.1107
1157,05/29/17 11:00:01 PM,63.775,0.1036,57.592,0.1080
1158,05/30/17 12:00:01 AM,62.319,0.1025,55.515,0.1058
1159,05/30/17 01:00:01 AM,62.834,0.1020,56.383,0.1036
1160,05/30/17 02:00:01 AM,63.561,0.1020,58.368,0.1020
1161,05/30/17 03:00:01 AM,63.262,0.1020,57.722,0.1009
1162,05/30/17 04:00:01 AM,62.406,0.1014,56.295,0.1003
1163,05/30/17 05:00:01 AM,60.991,0.1020,53.253,0.0992
1164,05/30/17 06:00:01 AM,58.282,0.1009,50.356,0.0981
1165,05/30/17 07:00:01 AM,59.358,0.1003,53.645,0.0969
1166,05/30/17 08:00:01 AM,63.347,0.1009,81.199,0.1003
1167,05/30/17 09:00:01 AM,68.956,0.1014,94.849,0.1053
1168,05/30/17 10:00:01 AM,75.290,0.1025,107.443,0.1112
1169,05/30/17 11:00:01 AM,88.855,0.1025,112.273,0.1164
1170,05/30/17 12:00:01 PM,87.847,0.1042,115.954,0.1219
1171,05/30/17 01:00:01 PM,91.355,0.1058,128.930,0.1266
1172,05/30/17 02:00:01 PM,99.613,0.1085,131.106,0.1302
1173,05/30/17 03:00:01 PM,97.745,0.1096,121.737,0.1312
1174,05/30/17 04:00:01 PM,100.607,0.1107,114.521,0.1307
1175,05/30/17 05:00:01 PM,98.380,0.1107,105.813,0.1285
1176,05/30/17 06:00:01 PM,88.396,0.1096,91.216,0.1246
1177,05/30/17 07:00:01 PM,75.160,0.1053,75.420,0.1194
1178,05/30/17 08:00:01 PM,71.146,0.1036,69.643,0.1153
1179,05/30/17 09:00:01 PM,67.671,0.1020,63.990,0.1112
1180,05/30/17 10:00:01 PM,65.359,0.1014,60.390,0.1080
1181,05/30/17 11:00:01 PM,64.247,0.1003,57.247,0.1047
1182,05/31/17 12:00:01 AM,62.362,0.0998,54.995,0.1025
1183,05/31/17 01:00:01 AM,61.977,0.0986,56.122,0.1009
1184,05/31/17 02:00:01 AM,62.191,0.0986,55.515,0.0992
1185,05/31/17 03:00:01 AM,61.376,0.0986,54.648,0.0981
1186,05/31/17 04:00:01 AM,61.891,0.0975,56.165,0.0975
1187,05/31/17 05:00:01 AM,62.233,0.0981,57.979,0.0969
1188,05/31/17 06:00:01 AM,62.577,0.0981,58.023,0.0963
1189,05/31/17 07:00:01 AM,64.974,0.0986,61.547,0.0969
1190,05/31/17 08:00:01 AM,69.170,0.0992,71.146,0.0981
1191,05/31/17 09:00:01 AM,73.342,0.1003,76.203,0.0998
1192,05/31/17 10:00:01 AM,77.727,0.1014,85.172,0.1031
1193,05/31/17 11:00:01 AM,81.154,0.1014,89.499,0.1053
1194,05/31/17 12:00:01 PM,83.736,0.1020,95.088,0.1107
1195,05/31/17 01:00:01 PM,86.164,0.1031,101.912,0.1153
1196,05/31/17 02:00:01 PM,92.386,0.1042,105.188,0.1199
1197,05/31/17 03:00:01 PM,98.724,0.1080,109.045,0.1237
1198,05/31/17 04:00:01 PM,111.718,0.1112,99.415,0.1242
1199,05/31/17 05:00:01 PM,117.176,0.1133,100.159,0.1237
1200,05/31/17 06:00:01 PM,112.384,0.1128,91.402,0.1209
1201,05/31/17 07:00:01 PM,101.660,0.1101,81.642,0.1174
1202,05/31/17 08:00:01 PM,81.066,0.1036,68.614,0.1128
1203,05/31/17 09:00:01 PM,73.213,0.0998,64.632,0.1085
1204,05/31/17 10:00:01 PM,70.072,0.0981,61.075,0.1053
1205,05/31/17 11:00:01 PM,66.729,0.0963,56.772,0.1025
1206,06/01/17 12:00:01 AM,65.145,0.0955,56.901,0.1003
1207,06/01/17 01:00:01 AM,63.903,0.0943,55.213,0.0986
1208,06/01/17 02:00:01 AM,62.834,0.0937,55.819,0.0969
1209,06/01/17 03:00:01 AM,61.506,0.0932,53.908,0.0961
1210,06/01/17 04:00:01 AM,60.217,0.0926,51.678,0.0943
1211,06/01/17 05:00:01 AM,59.702,0.0920,51.589,0.0937
1212,06/01/17 06:00:01 AM,59.959,0.0920,52.378,0.0932
1213,06/01/17 07:00:01 AM,61.162,0.0920,54.604,0.0926
1214,06/01/17 08:00:01 AM,65.959,0.0932,75.637,0.0955
1215,06/01/17 09:00:01 AM,71.231,0.0937,88.947,0.1003
1216,06/01/17 10:00:01 AM,75.074,0.0943,94.753,0.1047
1217,06/01/17 11:00:01 AM,87.346,0.0949,101.962,0.1096
1218,06/01/17 12:00:01 PM,87.528,0.0961,109.207,0.1153
1219,06/01/17 01:00:01 PM,88.763,0.0975,113.335,0.1204
1220,06/01/17 02:00:01 PM,95.999,0.1003,109.369,0.1242
1221,06/01/17 03:00:01 PM,102.164,0.1053,113.391,0.1266
1222,06/01/17 04:00:01 PM,116.591,0.1080,109.477,0.1271
1223,06/01/17 05:00:01 PM,116.476,0.1091,106.021,0.1261
1224,06/01/17 06:00:01 PM,114.521,0.1091,98.380,0.1229
1225,06/01/17 07:00:01 PM,106.966,0.1075,87.894,0.1189
1226,06/01/17 08:00:01 PM,85.802,0.1014,75.074,0.1143
1227,06/01/17 09:00:01 PM,74.986,0.0975,68.527,0.1101
1228,06/01/17 10:00:01 PM,69.643,0.0955,64.161,0.1064
1229,06/01/17 11:00:01 PM,67.329,0.0937,60.217,0.1031
1230,06/02/17 12:00:01 AM,66.214,0.0932,59.745,0.1003
1231,06/02/17 01:00:01 AM,66.000,0.0920,61.162,0.0986
1232,06/02/17 02:00:01 AM,65.530,0.0914,60.775,0.0975
1233,06/02/17 03:00:01 AM,63.862,0.0908,57.636,0.0961
1234,06/02/17 04:00:01 AM,62.875,0.0908,58.239,0.0955
1235,06/02/17 05:00:01 AM,62.062,0.0902,56.858,0.0943
1236,06/02/17 06:00:01 AM,62.191,0.0896,58.023,0.0932
1237,06/02/17 07:00:01 AM,64.931,0.0902,62.105,0.0937
1238,06/02/17 08:00:01 AM,70.930,0.0914,79.480,0.0963
1239,06/02/17 09:00:01 AM,74.899,0.0920,87.300,0.1003
1240,06/02/17 10:00:01 AM,78.777,0.0926,99.070,0.1058
1241,06/02/17 11:00:01 AM,92.433,0.0932,103.743,0.1112
1242,06/02/17 12:00:01 PM,93.186,0.0943,114.067,0.1169
1243,06/02/17 01:00:01 PM,97.745,0.0969,116.650,0.1214
1244,06/02/17 02:00:01 PM,104.410,0.1003,116.128,0.1251
1245,06/02/17 03:00:01 PM,115.666,0.1058,121.123,0.1281
1246,06/02/17 04:00:01 PM,123.541,0.1075,126.811,0.1297
1247,06/02/17 05:00:01 PM,106.704,0.1047,110.619,0.1271
1248,06/02/17 06:00:01 PM,101.660,0.1036,102.976,0.1229
1249,06/02/17 07:00:01 PM,95.279,0.1009,91.076,0.1189
1250,06/02/17 08:00:01 PM,80.713,0.0963,77.509,0.1138
1251,06/02/17 09:00:01 PM,75.767,0.0937,71.447,0.1096
1252,06/02/17 10:00:01 PM,73.558,0.0926,67.586,0.1058
1253,06/02/17 11:00:01 PM,71.317,0.0914,64.459,0.1031
1254,06/03/17 12:00:01 AM,70.072,0.0908,63.390,0.1003
1255,06/03/17 01:00:01 AM,70.286,0.0902,65.017,0.0992
1256,06/03/17 02:00:01 AM,-128.958,-0.2250,-79.726,-0.4737
1257,06/03/17 03:00:01 AM,-133.343,-0.3278,-90.159,-0.4737
1258,06/03/17 04:00:01 AM,-133.343,-0.2890,-88.422,-0.4737
1259,06/03/17 05:00:01 AM,-133.343,-0.1912,-90.159,0.7184
1260,06/03/17 06:00:01 AM,-133.343,-0.2250,-95.030,0.7184
1261,06/03/17 07:00:01 AM,-133.343,-0.4737,-119.213,0.7184
1262,06/03/17 08:00:01 AM,-133.343,-0.4737,-125.253,-0.3313
1263,06/03/17 09:00:01 AM,-128.958,0.7184,-119.213,-0.4737
1264,06/03/17 10:00:01 AM,-119.213,0.6990,-112.257,-0.4737
1265,06/03/17 11:00:01 AM,-116.673,0.2955,-112.257,-0.4737
1266,06/03/17 12:00:01 PM,-116.673,0.2371,-110.308,-0.4737
1267,06/03/17 01:00:01 PM,-114.369,0.2475,-108.495,-0.4737
1268,06/03/17 02:00:01 PM,-114.369,0.3437,-108.495,-0.4737
1269,06/03/17 03:00:01 PM,-114.369,0.4444,-108.495,-0.4737
1270,06/03/17 04:00:01 PM,-114.369,0.5113,-108.495,-0.4737
1271,06/03/17 05:00:01 PM,-133.343,0.7184,-133.343,-0.4737
1272,06/03/17 06:00:01 PM,-133.343,0.7184,-133.343,-0.4737
