"Plot Title: 10859629"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10859629, SEN S/N: 10836779)","Temp, °F (LGR S/N: 10859629, SEN S/N: 10836781)","Water Content, m³/m³ (LGR S/N: 10859629, SEN S/N: 10880717)","Water Content, m³/m³ (LGR S/N: 10859629, SEN S/N: 10880724)"
1,04/11/17 02:00:01 PM,114.805,112.829,-0.0167,0.0632
2,04/11/17 03:00:01 PM,112.773,99.415,-0.0191,0.0628
3,04/11/17 04:00:01 PM,99.316,79.920,-0.0265,0.0588
4,04/11/17 05:00:01 PM,86.936,72.437,-0.0316,0.0547
5,04/11/17 06:00:01 PM,73.558,67.372,-0.0382,0.0482
6,04/11/17 07:00:01 PM,60.647,61.333,-0.0409,0.0405
7,04/11/17 08:00:01 PM,51.105,54.561,-0.0450,0.0354
8,04/11/17 09:00:01 PM,45.307,48.938,-0.0471,0.0319
9,04/11/17 10:00:01 PM,42.939,47.512,-0.0485,0.0306
10,04/11/17 11:00:01 PM,40.626,44.901,-0.0499,0.0288
11,04/12/17 12:00:01 AM,39.690,43.945,-0.0506,0.0283
12,04/12/17 01:00:01 AM,38.322,42.570,-0.0521,0.0274
13,04/12/17 02:00:01 AM,36.554,40.764,-0.0528,0.0270
14,04/12/17 03:00:01 AM,35.830,40.251,-0.0528,0.0261
15,04/12/17 04:00:01 AM,36.072,39.877,-0.0535,0.0261
16,04/12/17 05:00:01 AM,35.395,39.454,-0.0535,0.0261
17,04/12/17 06:00:01 AM,33.978,38.368,-0.0550,0.0252
18,04/12/17 07:00:01 AM,36.169,39.690,-0.0550,0.0261
19,04/12/17 08:00:01 AM,51.544,50.841,-0.0499,0.0328
20,04/12/17 09:00:01 AM,81.909,63.347,-0.0450,0.0425
21,04/12/17 10:00:01 AM,99.761,86.391,-0.0349,0.0509
22,04/12/17 11:00:01 AM,111.277,105.969,-0.0259,0.0570
23,04/12/17 12:00:01 PM,119.127,117.880,-0.0167,0.0614
24,04/12/17 01:00:01 PM,122.479,119.008,-0.0150,0.0646
25,04/12/17 02:00:01 PM,123.919,122.727,-0.0138,0.0653
26,04/12/17 03:00:01 PM,117.176,104.877,-0.0185,0.0639
27,04/12/17 04:00:01 PM,90.703,83.959,-0.0265,0.0562
28,04/12/17 05:00:01 PM,94.800,82.308,-0.0297,0.0562
29,04/12/17 06:00:01 PM,74.511,70.716,-0.0349,0.0454
30,04/12/17 07:00:01 PM,64.931,66.429,-0.0389,0.0401
31,04/12/17 08:00:01 PM,56.685,59.486,-0.0430,0.0350
32,04/12/17 09:00:01 PM,49.028,54.604,-0.0457,0.0306
33,04/12/17 10:00:01 PM,43.900,49.294,-0.0499,0.0274
34,04/12/17 11:00:01 PM,43.808,48.538,-0.0506,0.0270
35,04/13/17 12:00:01 AM,42.064,47.781,-0.0506,0.0261
36,04/13/17 01:00:01 AM,38.557,44.991,-0.0521,0.0247
37,04/13/17 02:00:01 AM,47.019,48.182,-0.1452,0.0270
38,04/13/17 03:00:01 AM,47.959,49.649,-0.0506,0.0288
39,04/13/17 04:00:01 AM,37.513,43.306,-0.0528,0.0247
40,04/13/17 05:00:01 AM,36.072,41.970,-0.0535,0.0228
41,04/13/17 06:00:01 AM,38.700,42.663,-0.0535,0.0238
42,04/13/17 07:00:01 AM,44.764,46.706,-0.1399,0.0261
43,04/13/17 08:00:01 AM,55.690,55.558,-0.0485,0.0310
44,04/13/17 09:00:01 AM,58.885,57.850,-0.0471,0.0341
45,04/13/17 10:00:01 AM,67.114,62.661,-0.0436,0.0384
46,04/13/17 11:00:01 AM,74.206,69.728,-0.0389,0.0425
47,04/13/17 12:00:01 PM,75.074,71.103,-0.0382,0.0442
48,04/13/17 01:00:01 PM,85.307,76.071,-0.0362,0.0474
49,04/13/17 02:00:01 PM,98.724,93.281,-0.0297,0.0536
50,04/13/17 03:00:01 PM,99.613,80.492,-0.0316,0.0547
