"Plot Title: 10859607"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 10859607, SEN S/N: 10879365)","Water Content, m³/m³ (LGR S/N: 10859607, SEN S/N: 10879394)"
51,04/12/17 07:00:01 PM,0.1885,0.1455
52,04/12/17 08:00:01 PM,0.1862,0.1450
53,04/12/17 09:00:01 PM,0.1836,0.1450
54,04/12/17 10:00:01 PM,0.1820,0.1446
55,04/12/17 11:00:01 PM,0.1803,0.1446
56,04/13/17 12:00:01 AM,0.1789,0.1441
57,04/13/17 01:00:01 AM,0.1779,0.1446
58,04/13/17 02:00:01 AM,0.1769,0.1441
59,04/13/17 03:00:01 AM,0.1765,0.1441
60,04/13/17 04:00:01 AM,0.1756,0.1441
61,04/13/17 05:00:01 AM,0.1752,0.1446
62,04/13/17 06:00:01 AM,0.1742,0.1446
63,04/13/17 07:00:01 AM,0.1738,0.1441
64,04/13/17 08:00:01 AM,0.1738,0.1441
65,04/13/17 09:00:01 AM,0.1738,0.1430
66,04/13/17 10:00:01 AM,0.1756,0.1434
67,04/13/17 11:00:01 AM,0.1765,0.1434
68,04/13/17 12:00:01 PM,0.1775,0.1421
69,04/13/17 01:00:01 PM,0.1803,0.1430
70,04/13/17 02:00:01 PM,0.1826,0.1441
71,04/13/17 03:00:01 PM,0.1826,0.1425
72,04/13/17 04:00:01 PM,0.1820,0.1425
73,04/13/17 05:00:01 PM,0.1843,0.1430
74,04/13/17 06:00:01 PM,0.1836,0.1441
75,04/13/17 07:00:01 PM,0.1820,0.1441
76,04/13/17 08:00:01 PM,0.1803,0.1441
77,04/13/17 09:00:01 PM,0.1783,0.1434
78,04/13/17 10:00:01 PM,0.1769,0.1430
79,04/13/17 11:00:01 PM,0.1756,0.1434
80,04/14/17 12:00:01 AM,0.1746,0.1430
81,04/14/17 01:00:01 AM,0.1742,0.1425
82,04/14/17 02:00:01 AM,0.1738,0.1425
83,04/14/17 03:00:01 AM,0.1738,0.1425
84,04/14/17 04:00:01 AM,0.1732,0.1421
85,04/14/17 05:00:01 AM,0.1728,0.1421
86,04/14/17 06:00:01 AM,0.1718,0.1421
87,04/14/17 07:00:01 AM,0.1709,0.1416
88,04/14/17 08:00:01 AM,0.1699,0.1412
89,04/14/17 09:00:01 AM,0.1695,0.1405
90,04/14/17 10:00:01 AM,0.1709,0.1400
91,04/14/17 11:00:01 AM,0.1738,0.1391
92,04/14/17 12:00:01 PM,0.1769,0.1391
93,04/14/17 01:00:01 PM,0.1803,0.1396
94,04/14/17 02:00:01 PM,0.1826,0.1405
95,04/14/17 03:00:01 PM,0.1849,0.1412
96,04/14/17 04:00:01 PM,0.1843,0.1416
97,04/14/17 05:00:01 PM,0.1843,0.1421
98,04/14/17 06:00:01 PM,0.1836,0.1421
99,04/14/17 07:00:01 PM,0.1816,0.1425
100,04/14/17 08:00:01 PM,0.1793,0.1425
101,04/14/17 09:00:01 PM,0.1779,0.1416
102,04/14/17 10:00:01 PM,0.1756,0.1421
103,04/14/17 11:00:01 PM,0.1738,0.1421
104,04/15/17 12:00:01 AM,0.1728,0.1416
105,04/15/17 01:00:01 AM,0.1714,0.1412
106,04/15/17 02:00:01 AM,0.1709,0.1416
107,04/15/17 03:00:01 AM,0.1699,0.1412
108,04/15/17 04:00:01 AM,0.1689,0.1416
109,04/15/17 05:00:01 AM,0.1685,0.1405
110,04/15/17 06:00:01 AM,0.1677,0.1405
111,04/15/17 07:00:01 AM,0.1671,0.1400
112,04/15/17 08:00:01 AM,0.1663,0.1396
113,04/15/17 09:00:01 AM,0.1663,0.1391
114,04/15/17 10:00:01 AM,0.1681,0.1382
115,04/15/17 11:00:01 AM,0.1703,0.1375
116,04/15/17 12:00:01 PM,0.1752,0.1382
117,04/15/17 01:00:01 PM,0.1789,0.1396
118,04/15/17 02:00:01 PM,0.1816,0.1405
119,04/15/17 03:00:01 PM,0.1840,0.1416
120,04/15/17 04:00:01 PM,0.1849,0.1421
121,04/15/17 05:00:01 PM,0.1849,0.1421
122,04/15/17 06:00:01 PM,0.1836,0.1421
123,04/15/17 07:00:01 PM,0.1816,0.1425
124,04/15/17 08:00:01 PM,0.1803,0.1421
125,04/15/17 09:00:01 PM,0.1783,0.1421
126,04/15/17 10:00:01 PM,0.1756,0.1416
127,04/15/17 11:00:01 PM,0.1746,0.1416
128,04/16/17 12:00:01 AM,0.1728,0.1412
129,04/16/17 01:00:01 AM,0.1718,0.1412
130,04/16/17 02:00:01 AM,0.1709,0.1412
131,04/16/17 03:00:01 AM,0.1695,0.1405
132,04/16/17 04:00:01 AM,0.1689,0.1412
133,04/16/17 05:00:01 AM,0.1681,0.1405
134,04/16/17 06:00:01 AM,0.1677,0.1405
135,04/16/17 07:00:01 AM,0.1671,0.1400
136,04/16/17 08:00:01 AM,0.1663,0.1400
137,04/16/17 09:00:01 AM,0.1656,0.1387
138,04/16/17 10:00:01 AM,0.1681,0.1387
139,04/16/17 11:00:01 AM,0.1695,0.1382
140,04/16/17 12:00:01 PM,0.1724,0.1382
141,04/16/17 01:00:01 PM,0.1762,0.1382
142,04/16/17 02:00:01 PM,0.1803,0.1396
143,04/16/17 03:00:01 PM,0.1797,0.1400
144,04/16/17 04:00:01 PM,0.1789,0.1400
145,04/16/17 05:00:01 PM,0.1783,0.1400
146,04/16/17 06:00:01 PM,0.1769,0.1405
147,04/16/17 07:00:01 PM,0.1756,0.1405
148,04/16/17 08:00:01 PM,0.1738,0.1405
149,04/16/17 09:00:01 PM,0.1718,0.1400
150,04/16/17 10:00:01 PM,0.1709,0.1400
151,04/16/17 11:00:01 PM,0.1699,0.1400
152,04/17/17 12:00:01 AM,0.1689,0.1396
153,04/17/17 01:00:01 AM,0.1685,0.1396
154,04/17/17 02:00:01 AM,0.1681,0.1391
155,04/17/17 03:00:01 AM,0.1677,0.1387
156,04/17/17 04:00:01 AM,0.1671,0.1387
157,04/17/17 05:00:01 AM,0.1667,0.1387
158,04/17/17 06:00:01 AM,0.1667,0.1387
159,04/17/17 07:00:01 AM,0.1663,0.1387
160,04/17/17 08:00:01 AM,0.1663,0.1382
161,04/17/17 09:00:01 AM,0.1656,0.1382
162,04/17/17 10:00:01 AM,0.1667,0.1375
163,04/17/17 11:00:01 AM,0.1695,0.1370
164,04/17/17 12:00:01 PM,0.1732,0.1375
165,04/17/17 01:00:01 PM,0.1783,0.1387
166,04/17/17 02:00:01 PM,0.1797,0.1391
167,04/17/17 03:00:01 PM,0.1793,0.1396
168,04/17/17 04:00:01 PM,0.1807,0.1400
169,04/17/17 05:00:01 PM,0.1797,0.1405
170,04/17/17 06:00:01 PM,0.1783,0.1405
171,04/17/17 07:00:01 PM,0.1769,0.1405
172,04/17/17 08:00:01 PM,0.1752,0.1400
173,04/17/17 09:00:01 PM,0.1738,0.1400
174,04/17/17 10:00:01 PM,0.1724,0.1400
175,04/17/17 11:00:01 PM,0.1709,0.1396
176,04/18/17 12:00:01 AM,0.1703,0.1396
177,04/18/17 01:00:01 AM,0.1699,0.1396
178,04/18/17 02:00:01 AM,0.1689,0.1396
179,04/18/17 03:00:01 AM,0.1685,0.1391
180,04/18/17 04:00:01 AM,0.1681,0.1387
181,04/18/17 05:00:01 AM,0.1685,0.1387
182,04/18/17 06:00:01 AM,0.1677,0.1391
183,04/18/17 07:00:01 AM,0.1685,0.1391
184,04/18/17 08:00:01 AM,0.3376,0.3798
185,04/18/17 09:00:01 AM,0.3506,0.3822
186,04/18/17 10:00:01 AM,0.3699,0.3780
187,04/18/17 11:00:01 AM,0.3553,0.3711
188,04/18/17 12:00:01 PM,0.3486,0.3632
189,04/18/17 01:00:01 PM,0.3441,0.3594
190,04/18/17 02:00:01 PM,0.3418,0.3568
191,04/18/17 03:00:01 PM,0.3412,0.3542
192,04/18/17 04:00:01 PM,0.3399,0.3531
193,04/18/17 05:00:01 PM,0.3393,0.3516
194,04/18/17 06:00:01 PM,0.3361,0.3506
195,04/18/17 07:00:01 PM,0.3330,0.3486
196,04/18/17 08:00:01 PM,0.3299,0.3481
197,04/18/17 09:00:01 PM,0.3290,0.3471
198,04/18/17 10:00:01 PM,0.3290,0.3466
199,04/18/17 11:00:01 PM,0.3277,0.3457
200,04/19/17 12:00:01 AM,0.3269,0.3451
201,04/19/17 01:00:01 AM,0.3261,0.3447
202,04/19/17 02:00:01 AM,0.3252,0.3437
203,04/19/17 03:00:01 AM,0.3249,0.3427
204,04/19/17 04:00:01 AM,0.3235,0.3422
205,04/19/17 05:00:01 AM,0.3240,0.3418
206,04/19/17 06:00:01 AM,0.3231,0.3412
207,04/19/17 07:00:01 AM,0.3228,0.3408
208,04/19/17 08:00:01 AM,0.3231,0.3403
209,04/19/17 09:00:01 AM,0.3244,0.3403
210,04/19/17 10:00:01 AM,0.3261,0.3399
211,04/19/17 11:00:01 AM,0.3265,0.3399
212,04/19/17 12:00:01 PM,0.3274,0.3399
213,04/19/17 01:00:01 PM,0.3277,0.3399
214,04/19/17 02:00:01 PM,0.3274,0.3393
215,04/19/17 03:00:01 PM,0.3269,0.3393
216,04/19/17 04:00:01 PM,0.3249,0.3384
217,04/19/17 05:00:01 PM,0.3223,0.3380
218,04/19/17 06:00:01 PM,0.3204,0.3371
219,04/19/17 07:00:01 PM,0.3187,0.3371
220,04/19/17 08:00:01 PM,0.3163,0.3367
221,04/19/17 09:00:01 PM,0.3148,0.3361
222,04/19/17 10:00:01 PM,0.3133,0.3361
223,04/19/17 11:00:01 PM,0.3118,0.3357
224,04/20/17 12:00:01 AM,0.3106,0.3348
225,04/20/17 01:00:01 AM,0.3098,0.3348
226,04/20/17 02:00:01 AM,0.3092,0.3343
227,04/20/17 03:00:01 AM,0.3084,0.3339
228,04/20/17 04:00:01 AM,0.3080,0.3335
229,04/20/17 05:00:01 AM,0.3069,0.3330
230,04/20/17 06:00:01 AM,0.3062,0.3326
231,04/20/17 07:00:01 AM,0.3054,0.3321
232,04/20/17 08:00:01 AM,0.3054,0.3317
233,04/20/17 09:00:01 AM,0.3051,0.3312
234,04/20/17 10:00:01 AM,0.3048,0.3312
235,04/20/17 11:00:01 AM,0.3054,0.3308
236,04/20/17 12:00:01 PM,0.3062,0.3304
237,04/20/17 01:00:01 PM,0.3072,0.3304
238,04/20/17 02:00:01 PM,0.3077,0.3304
239,04/20/17 03:00:01 PM,0.3077,0.3299
240,04/20/17 04:00:01 PM,0.3069,0.3299
241,04/20/17 05:00:01 PM,0.3066,0.3295
242,04/20/17 06:00:01 PM,0.3054,0.3290
243,04/20/17 07:00:01 PM,0.3040,0.3290
244,04/20/17 08:00:01 PM,0.3026,0.3286
245,04/20/17 09:00:01 PM,0.3015,0.3282
246,04/20/17 10:00:01 PM,0.3001,0.3282
247,04/20/17 11:00:01 PM,0.2994,0.3277
248,04/21/17 12:00:01 AM,0.2984,0.3274
249,04/21/17 01:00:01 AM,0.2976,0.3269
250,04/21/17 02:00:01 AM,0.2966,0.3265
251,04/21/17 03:00:01 AM,0.2955,0.3261
252,04/21/17 04:00:01 AM,0.2949,0.3261
253,04/21/17 05:00:01 AM,0.2946,0.3256
254,04/21/17 06:00:01 AM,0.2938,0.3249
255,04/21/17 07:00:01 AM,0.2928,0.3249
256,04/21/17 08:00:01 AM,0.2922,0.3244
257,04/21/17 09:00:01 AM,0.2914,0.3240
258,04/21/17 10:00:01 AM,0.2908,0.3235
259,04/21/17 11:00:01 AM,0.2914,0.3231
260,04/21/17 12:00:01 PM,0.2925,0.3231
261,04/21/17 01:00:01 PM,0.2935,0.3231
262,04/21/17 02:00:01 PM,0.2946,0.3231
263,04/21/17 03:00:01 PM,0.2952,0.3228
264,04/21/17 04:00:01 PM,0.2955,0.3228
265,04/21/17 05:00:01 PM,0.2946,0.3223
266,04/21/17 06:00:01 PM,0.2946,0.3219
267,04/21/17 07:00:01 PM,0.2935,0.3219
268,04/21/17 08:00:01 PM,0.2925,0.3216
269,04/21/17 09:00:01 PM,0.2911,0.3211
270,04/21/17 10:00:01 PM,0.2901,0.3207
271,04/21/17 11:00:01 PM,0.2890,0.3204
272,04/22/17 12:00:01 AM,0.2884,0.3204
273,04/22/17 01:00:01 AM,0.2871,0.3195
274,04/22/17 02:00:01 AM,0.2864,0.3195
275,04/22/17 03:00:01 AM,0.2857,0.3192
276,04/22/17 04:00:01 AM,0.2850,0.3187
277,04/22/17 05:00:01 AM,0.2847,0.3187
278,04/22/17 06:00:01 AM,0.2840,0.3178
279,04/22/17 07:00:01 AM,0.2837,0.3178
280,04/22/17 08:00:01 AM,0.2817,0.3175
281,04/22/17 09:00:01 AM,0.2800,0.3168
282,04/22/17 10:00:01 AM,0.2793,0.3168
283,04/22/17 11:00:01 AM,0.2793,0.3163
284,04/22/17 12:00:01 PM,0.2813,0.3160
285,04/22/17 01:00:01 PM,0.2837,0.3160
286,04/22/17 02:00:01 PM,0.2847,0.3160
287,04/22/17 03:00:01 PM,0.2861,0.3160
288,04/22/17 04:00:01 PM,0.2844,0.3160
289,04/22/17 05:00:01 PM,0.2850,0.3156
290,04/22/17 06:00:01 PM,0.2847,0.3156
291,04/22/17 07:00:01 PM,0.2830,0.3151
292,04/22/17 08:00:01 PM,0.2824,0.3151
293,04/22/17 09:00:01 PM,0.2813,0.3144
294,04/22/17 10:00:01 PM,0.2800,0.3144
295,04/22/17 11:00:01 PM,0.2793,0.3140
296,04/23/17 12:00:01 AM,0.2783,0.3140
297,04/23/17 01:00:01 AM,0.2776,0.3136
298,04/23/17 02:00:01 AM,0.2770,0.3133
299,04/23/17 03:00:01 AM,0.2759,0.3128
300,04/23/17 04:00:01 AM,0.2753,0.3128
301,04/23/17 05:00:01 AM,0.2749,0.3121
302,04/23/17 06:00:01 AM,0.2739,0.3121
303,04/23/17 07:00:01 AM,0.2736,0.3113
304,04/23/17 08:00:01 AM,0.2722,0.3113
305,04/23/17 09:00:01 AM,0.2719,0.3110
306,04/23/17 10:00:01 AM,0.2708,0.3106
307,04/23/17 11:00:01 AM,0.2708,0.3098
308,04/23/17 12:00:01 PM,0.2729,0.3092
309,04/23/17 01:00:01 PM,0.2736,0.3087
310,04/23/17 02:00:01 PM,0.2743,0.3087
311,04/23/17 03:00:01 PM,0.2759,0.3092
312,04/23/17 04:00:01 PM,0.2753,0.3092
313,04/23/17 05:00:01 PM,0.2746,0.3092
314,04/23/17 06:00:01 PM,0.2736,0.3087
315,04/23/17 07:00:01 PM,0.2736,0.3084
316,04/23/17 08:00:01 PM,0.2726,0.3084
317,04/23/17 09:00:01 PM,0.2715,0.3080
318,04/23/17 10:00:01 PM,0.2705,0.3080
319,04/23/17 11:00:01 PM,0.2694,0.3077
320,04/24/17 12:00:01 AM,0.2687,0.3077
321,04/24/17 01:00:01 AM,0.2680,0.3077
322,04/24/17 02:00:01 AM,0.2670,0.3072
323,04/24/17 03:00:01 AM,0.2666,0.3069
324,04/24/17 04:00:01 AM,0.2660,0.3066
325,04/24/17 05:00:01 AM,0.2650,0.3062
326,04/24/17 06:00:01 AM,0.2646,0.3058
327,04/24/17 07:00:01 AM,0.2639,0.3054
328,04/24/17 08:00:01 AM,0.2621,0.3051
329,04/24/17 09:00:01 AM,0.2607,0.3048
330,04/24/17 10:00:01 AM,0.2596,0.3040
331,04/24/17 11:00:01 AM,0.2607,0.3029
332,04/24/17 12:00:01 PM,0.2635,0.3029
333,04/24/17 01:00:01 PM,0.2653,0.3026
334,04/24/17 02:00:01 PM,0.2666,0.3029
335,04/24/17 03:00:01 PM,0.2670,0.3029
336,04/24/17 04:00:01 PM,0.2664,0.3029
337,04/24/17 05:00:01 PM,0.2657,0.3029
338,04/24/17 06:00:01 PM,0.2660,0.3026
339,04/24/17 07:00:01 PM,0.2646,0.3026
340,04/24/17 08:00:01 PM,0.2635,0.3026
341,04/24/17 09:00:01 PM,0.2624,0.3022
342,04/24/17 10:00:01 PM,0.2615,0.3022
343,04/24/17 11:00:01 PM,0.2607,0.3019
344,04/25/17 12:00:01 AM,0.2600,0.3019
345,04/25/17 01:00:01 AM,0.2589,0.3015
346,04/25/17 02:00:01 AM,0.2585,0.3011
347,04/25/17 03:00:01 AM,0.2579,0.3008
348,04/25/17 04:00:01 AM,0.2575,0.3005
349,04/25/17 05:00:01 AM,0.2571,0.3005
350,04/25/17 06:00:01 AM,0.2564,0.3001
351,04/25/17 07:00:01 AM,0.2557,0.2997
352,04/25/17 08:00:01 AM,0.2534,0.2994
353,04/25/17 09:00:01 AM,0.2524,0.2994
354,04/25/17 10:00:01 AM,0.2524,0.2984
355,04/25/17 11:00:01 AM,0.2534,0.2976
356,04/25/17 12:00:01 PM,0.2550,0.2973
357,04/25/17 01:00:01 PM,0.2567,0.2970
358,04/25/17 02:00:01 PM,0.2582,0.2970
359,04/25/17 03:00:01 PM,0.2589,0.2973
360,04/25/17 04:00:01 PM,0.2579,0.2973
361,04/25/17 05:00:01 PM,0.2579,0.2973
362,04/25/17 06:00:01 PM,0.2567,0.2973
363,04/25/17 07:00:01 PM,0.2560,0.2970
364,04/25/17 08:00:01 PM,0.2564,0.2970
365,04/25/17 09:00:01 PM,0.2550,0.2970
366,04/25/17 10:00:01 PM,0.2534,0.2970
367,04/25/17 11:00:01 PM,0.2528,0.2966
368,04/26/17 12:00:01 AM,0.2520,0.2966
369,04/26/17 01:00:01 AM,0.2509,0.2963
370,04/26/17 02:00:01 AM,0.2502,0.2955
371,04/26/17 03:00:01 AM,0.2498,0.2955
372,04/26/17 04:00:01 AM,0.2490,0.2952
373,04/26/17 05:00:01 AM,0.2487,0.2952
374,04/26/17 06:00:01 AM,0.2479,0.2952
375,04/26/17 07:00:01 AM,0.2475,0.2949
376,04/26/17 08:00:01 AM,0.2460,0.2942
377,04/26/17 09:00:01 AM,0.2441,0.2938
378,04/26/17 10:00:01 AM,0.2441,0.2928
379,04/26/17 11:00:01 AM,0.2464,0.2925
380,04/26/17 12:00:01 PM,0.2471,0.2914
381,04/26/17 01:00:01 PM,0.2494,0.2914
382,04/26/17 02:00:01 PM,0.2512,0.2919
383,04/26/17 03:00:01 PM,0.2516,0.2922
384,04/26/17 04:00:01 PM,0.2516,0.2922
385,04/26/17 05:00:01 PM,0.2512,0.2922
386,04/26/17 06:00:01 PM,0.2502,0.2922
387,04/26/17 07:00:01 PM,0.2498,0.2922
388,04/26/17 08:00:01 PM,0.2490,0.2922
389,04/26/17 09:00:01 PM,0.2479,0.2922
390,04/26/17 10:00:01 PM,0.2471,0.2922
391,04/26/17 11:00:01 PM,0.2460,0.2919
392,04/27/17 12:00:01 AM,0.2456,0.2919
393,04/27/17 01:00:01 AM,0.2449,0.2919
394,04/27/17 02:00:01 AM,0.2441,0.2919
395,04/27/17 03:00:01 AM,0.2437,0.2914
396,04/27/17 04:00:01 AM,0.2430,0.2911
397,04/27/17 05:00:01 AM,0.2421,0.2908
398,04/27/17 06:00:01 AM,0.2418,0.2908
399,04/27/17 07:00:01 AM,0.2410,0.2904
400,04/27/17 08:00:01 AM,0.2387,0.2901
401,04/27/17 09:00:01 AM,0.2379,0.2898
402,04/27/17 10:00:01 AM,0.2383,0.2887
403,04/27/17 11:00:01 AM,0.2399,0.2884
404,04/27/17 12:00:01 PM,0.2410,0.2877
405,04/27/17 01:00:01 PM,0.2437,0.2874
406,04/27/17 02:00:01 PM,0.2441,0.2874
407,04/27/17 03:00:01 PM,0.2452,0.2877
408,04/27/17 04:00:01 PM,0.2452,0.2881
409,04/27/17 05:00:01 PM,0.2445,0.2881
410,04/27/17 06:00:01 PM,0.2445,0.2881
411,04/27/17 07:00:01 PM,0.2434,0.2881
412,04/27/17 08:00:01 PM,0.2425,0.2881
413,04/27/17 09:00:01 PM,0.2414,0.2881
414,04/27/17 10:00:01 PM,0.2399,0.2877
415,04/27/17 11:00:01 PM,0.2383,0.2877
416,04/28/17 12:00:01 AM,0.2379,0.2877
417,04/28/17 01:00:01 AM,0.2371,0.2874
418,04/28/17 02:00:01 AM,0.2363,0.2874
419,04/28/17 03:00:01 AM,0.2355,0.2871
420,04/28/17 04:00:01 AM,0.2344,0.2871
421,04/28/17 05:00:01 AM,0.2339,0.2868
422,04/28/17 06:00:01 AM,0.2330,0.2868
423,04/28/17 07:00:01 AM,0.2327,0.2861
424,04/28/17 08:00:01 AM,0.2291,0.2861
425,04/28/17 09:00:01 AM,0.2286,0.2850
426,04/28/17 10:00:01 AM,0.2286,0.2844
427,04/28/17 11:00:01 AM,0.2318,0.2837
428,04/28/17 12:00:01 PM,0.2339,0.2830
429,04/28/17 01:00:01 PM,0.2363,0.2827
430,04/28/17 02:00:01 PM,0.2371,0.2824
431,04/28/17 03:00:01 PM,0.2387,0.2830
432,04/28/17 04:00:01 PM,0.2383,0.2834
433,04/28/17 05:00:01 PM,0.2379,0.2834
434,04/28/17 06:00:01 PM,0.2367,0.2834
435,04/28/17 07:00:01 PM,0.2355,0.2834
436,04/28/17 08:00:01 PM,0.2351,0.2834
437,04/28/17 09:00:01 PM,0.2330,0.2834
438,04/28/17 10:00:01 PM,0.2315,0.2830
439,04/28/17 11:00:01 PM,0.2306,0.2827
440,04/29/17 12:00:01 AM,0.2294,0.2827
441,04/29/17 01:00:01 AM,0.2282,0.2827
442,04/29/17 02:00:01 AM,0.2274,0.2824
443,04/29/17 03:00:01 AM,0.2269,0.2821
444,04/29/17 04:00:01 AM,0.2257,0.2817
445,04/29/17 05:00:01 AM,0.2254,0.2821
446,04/29/17 06:00:01 AM,0.2245,0.2817
447,04/29/17 07:00:01 AM,0.2241,0.2813
448,04/29/17 08:00:01 AM,0.2219,0.2806
449,04/29/17 09:00:01 AM,0.2211,0.2800
450,04/29/17 10:00:01 AM,0.2219,0.2786
451,04/29/17 11:00:01 AM,0.2232,0.2776
452,04/29/17 12:00:01 PM,0.2249,0.2763
453,04/29/17 01:00:01 PM,0.2286,0.2756
454,04/29/17 02:00:01 PM,0.2306,0.2763
455,04/29/17 03:00:01 PM,0.2318,0.2770
456,04/29/17 04:00:01 PM,0.2318,0.2780
457,04/29/17 05:00:01 PM,0.2323,0.2776
458,04/29/17 06:00:01 PM,0.2306,0.2780
459,04/29/17 07:00:01 PM,0.2294,0.2780
460,04/29/17 08:00:01 PM,0.2291,0.2780
461,04/29/17 09:00:01 PM,0.2274,0.2783
462,04/29/17 10:00:01 PM,0.2254,0.2780
463,04/29/17 11:00:01 PM,0.2241,0.2780
464,04/30/17 12:00:01 AM,0.2229,0.2776
465,04/30/17 01:00:01 AM,0.2219,0.2780
466,04/30/17 02:00:01 AM,0.2211,0.2780
467,04/30/17 03:00:01 AM,0.2198,0.2776
468,04/30/17 04:00:01 AM,0.2190,0.2773
469,04/30/17 05:00:01 AM,0.2182,0.2773
470,04/30/17 06:00:01 AM,0.2174,0.2770
471,04/30/17 07:00:01 AM,0.2169,0.2766
472,04/30/17 08:00:01 AM,0.2143,0.2759
473,04/30/17 09:00:01 AM,0.2143,0.2749
474,04/30/17 10:00:01 AM,0.2153,0.2736
475,04/30/17 11:00:01 AM,0.2161,0.2722
476,04/30/17 12:00:01 PM,0.2182,0.2712
477,04/30/17 01:00:01 PM,0.2224,0.2701
478,04/30/17 02:00:01 PM,0.2237,0.2708
479,04/30/17 03:00:01 PM,0.2262,0.2726
480,04/30/17 04:00:01 PM,0.2266,0.2732
481,04/30/17 05:00:01 PM,0.2262,0.2732
482,04/30/17 06:00:01 PM,0.2249,0.2732
483,04/30/17 07:00:01 PM,0.2224,0.2732
484,04/30/17 08:00:01 PM,0.2224,0.2732
485,04/30/17 09:00:01 PM,0.2208,0.2732
486,04/30/17 10:00:01 PM,0.2195,0.2732
487,04/30/17 11:00:01 PM,0.2177,0.2732
488,05/01/17 12:00:01 AM,0.2164,0.2736
489,05/01/17 01:00:01 AM,0.2153,0.2732
490,05/01/17 02:00:01 AM,0.2143,0.2732
491,05/01/17 03:00:01 AM,0.2134,0.2729
492,05/01/17 04:00:01 AM,0.2131,0.2726
493,05/01/17 05:00:01 AM,0.2117,0.2722
494,05/01/17 06:00:01 AM,0.2117,0.2722
495,05/01/17 07:00:01 AM,0.2109,0.2722
496,05/01/17 08:00:01 AM,0.2087,0.2712
497,05/01/17 09:00:01 AM,0.2083,0.2698
498,05/01/17 10:00:01 AM,0.2083,0.2687
499,05/01/17 11:00:01 AM,0.2109,0.2673
500,05/01/17 12:00:01 PM,0.2131,0.2666
501,05/01/17 01:00:01 PM,0.2169,0.2664
502,05/01/17 02:00:01 PM,0.2198,0.2677
503,05/01/17 03:00:01 PM,0.2198,0.2680
504,05/01/17 04:00:01 PM,0.2198,0.2684
505,05/01/17 05:00:01 PM,0.2195,0.2687
506,05/01/17 06:00:01 PM,0.2185,0.2684
507,05/01/17 07:00:01 PM,0.2164,0.2684
508,05/01/17 08:00:01 PM,0.2164,0.2687
509,05/01/17 09:00:01 PM,0.2143,0.2684
510,05/01/17 10:00:01 PM,0.2131,0.2687
